,key_word,key_word_count,product_id
0,long wearing,"(1,165)",2112167
1,buildable coverage,(905),2112167
2,oil-free,(608),2112167
3,full coverage,(77),2112167
4,cakey,(26),2112167
5,matte,(26),2112167
6,flawless,(25),2112167
7,amazing,(16),2112167
8,matte finish,(13),2112167
9,natural finish,(11),2112167
10,heavy,(8),2112167
11,holy grail,(8),2112167
12,drying,(7),2112167
13,great coverage,(7),2112167
14,lightweight,(7),2112167
15,mattifying,(7),2112167
16,flawless finish,(5),2112167
17,perfect,(5),2112167
18,thick,(5),2112167
19,creamy,(4),2112167
20,light weight,(4),2112167
21,medium-full coverage,(4),2112167
22,natural looking,(4),2112167
23,transfer resistant,(4),2112167
24,dry,(3),2112167
25,flawless coverage,(3),2112167
26,great for oily skin,(3),2112167
27,oil controlling,(3),2112167
28,semi-matte,(3),2112167
29,smooth,(3),2112167
30,buildable coverage,(385),2079168
31,long wearing,(334),2079168
32,oil-free,(134),2079168
33,luminous,(22),2079168
34,lightweight,(17),2079168
35,natural,(14),2079168
36,dewy,(12),2079168
37,flawless,(12),2079168
38,radiant,(7),2079168
39,natural finish,(5),2079168
40,natural looking,(5),2079168
41,smooth,(5),2079168
42,light weight,(4),2079168
43,blendable,(3),2079168
44,flawless finish,(3),2079168
45,hydrating,(3),2079168
46,light,(3),2079168
47,light-weight,(3),2079168
48,moisturizing,(3),2079168
49,not long wearing,(3),2079168
50,sheer,(3),2079168
51,silky,(3),2079168
52,airbrushed,(2),2079168
53,breathable,(2),2079168
54,cakey,(2),2079168
55,creamy,(2),2079168
56,dewy finish,(2),2079168
57,drying,(2),2079168
58,easy to apply,(2),2079168
59,great for dry skin,(2),2079168
60,buildable coverage,"(1,416)",2246726
61,long wearing,"(1,308)",2246726
62,oil-free,(567),2246726
63,lightweight,(62),2246726
64,natural,(41),2246726
65,oily,(36),2246726
66,natural looking,(35),2246726
67,natural finish,(27),2246726
68,light weight,(24),2246726
69,flawless,(19),2246726
70,disappointing,(18),2246726
71,cakey,(17),2246726
72,drying,(17),2246726
73,medium coverage,(17),2246726
74,full coverage,(13),2246726
75,smooth,(13),2246726
76,flawless finish,(11),2246726
77,light-weight,(11),2246726
78,sheer,(11),2246726
79,blendable,(10),2246726
80,comfortable,(10),2246726
81,light coverage,(10),2246726
82,dewy finish,(8),2246726
83,natural-looking,(8),2246726
84,hydrating,(7),2246726
85,matte,(7),2246726
86,not long wearing,(7),2246726
87,streaky,(7),2246726
88,watery,(7),2246726
89,easy to blend,(6),2246726
90,full coverage,(23),1868165
91,hydrating,(17),1868165
92,moisturizing,(14),1868165
93,amazing,(13),1868165
94,lightweight,(9),1868165
95,cakey,(8),1868165
96,medium coverage,(8),1868165
97,good coverage,(6),1868165
98,buildable,(5),1868165
99,easy to use,(5),1868165
100,great coverage,(5),1868165
101,smells good,(5),1868165
102,smooth,(5),1868165
103,blendable,(4),1868165
104,creamy,(4),1868165
105,long lasting,(4),1868165
106,natural,(4),1868165
107,perfect,(4),1868165
108,thick,(4),1868165
109,beautiful,(3),1868165
110,color correcting,(3),1868165
111,dewy,(3),1868165
112,easy to apply,(3),1868165
113,greasy,(3),1868165
114,holy grail,(3),1868165
115,luminous,(3),1868165
116,natural finish,(3),1868165
117,natural looking,(3),1868165
118,oily,(3),1868165
119,awesome,(2),1868165
120,natural finish,"(14,174)",1922541
121,buildable coverage,"(10,648)",1922541
122,non-drying,"(8,927)",1922541
123,long wearing,(729),1922541
124,oil-free,(632),1922541
125,light,(127),1922541
126,flawless,(112),1922541
127,lightweight,(98),1922541
128,easy to apply,(90),1922541
129,easy to use,(89),1922541
130,amazing,(87),1922541
131,long lasting,(73),1922541
132,natural,(71),1922541
133,cakey,(68),1922541
134,drying,(62),1922541
135,perfect,(62),1922541
136,light weight,(58),1922541
137,natural looking,(50),1922541
138,awesome,(47),1922541
139,great for sensitive skin,(43),1922541
140,smooth,(43),1922541
141,long-lasting,(39),1922541
142,luminous,(31),1922541
143,messy,(29),1922541
144,weightless,(29),1922541
145,flawless finish,(28),1922541
146,wonderful,(28),1922541
147,non-irritating,(27),1922541
148,breathable,(26),1922541
149,amazing!,(25),1922541
150,long wearing,(57),2184547
151,buildable coverage,(51),2184547
152,oil-free,(31),2184547
153,full coverage,(3),2184547
154,cakey,(2),2184547
155,lightweight,(2),2184547
156,matte,(2),2184547
157,amazing!!!,(1),2184547
158,anti aging,(1),2184547
159,blendable,(1),2184547
160,blurring,(1),2184547
161,broke me out,(1),2184547
162,comfortable,(1),2184547
163,drying,(1),2184547
164,easy to apply,(1),2184547
165,favorite,(1),2184547
166,feels incredible!,(1),2184547
167,flawless,(1),2184547
168,hard to build up,(1),2184547
169,impressively bad,(1),2184547
170,looks like skin,(1),2184547
171,natural coverage,(1),2184547
172,no shine,(1),2184547
173,non-comedogenic,(1),2184547
174,non-drying,(1),2184547
175,not for dry skin,(1),2184547
176,photogenic,(1),2184547
177,smells amazing!,(1),2184547
178,smooth,(1),2184547
179,stays matte,(1),2184547
180,buildable coverage,"(1,070)",2084648
181,long wearing,(890),2084648
182,oil-free,(615),2084648
183,natural,(37),2084648
184,natural looking,(32),2084648
185,oily,(31),2084648
186,hydrating,(30),2084648
187,full coverage,(28),2084648
188,natural finish,(23),2084648
189,dewy,(20),2084648
190,lightweight,(20),2084648
191,cakey,(16),2084648
192,flawless,(15),2084648
193,radiant,(13),2084648
194,smooth,(13),2084648
195,light,(11),2084648
196,not long wearing,(11),2084648
197,moisturizing,(10),2084648
198,luminous,(9),2084648
199,blendable,(8),2084648
200,flawless finish,(8),2084648
201,natural-looking,(8),2084648
202,amazing,(7),2084648
203,greasy,(7),2084648
204,light weight,(7),2084648
205,medium coverage,(7),2084648
206,beautiful finish,(6),2084648
207,flawless coverage,(6),2084648
208,glowy,(6),2084648
209,good coverage,(5),2084648
210,long wearing,"(1,239)",2169845
211,buildable coverage,"(1,060)",2169845
212,oil-free,(773),2169845
213,full coverage,(35),2169845
214,matte,(29),2169845
215,lightweight,(25),2169845
216,flawless,(19),2169845
217,natural,(16),2169845
218,natural finish,(13),2169845
219,smooth,(13),2169845
220,light,(11),2169845
221,light weight,(11),2169845
222,moisturizing,(10),2169845
223,blendable,(9),2169845
224,drying,(9),2169845
225,matte finish,(9),2169845
226,amazing,(8),2169845
227,comfortable,(7),2169845
228,easy to apply,(7),2169845
229,flawless finish,(7),2169845
230,great coverage,(7),2169845
231,light-weight,(7),2169845
232,long lasting,(7),2169845
233,natural looking,(7),2169845
234,thick,(7),2169845
235,good coverage,(6),2169845
236,beautiful,(5),2169845
237,heavy,(5),2169845
238,beautiful finish,(4),2169845
239,cakey,(4),2169845
240,long wearing,(51),2247922
241,buildable coverage,(38),2247922
242,oil-free,(31),2247922
243,full coverage,(3),2247922
244,matte finish,(3),2247922
245,matte,(2),2247922
246,transfer proof,(2),2247922
247,22 different shades,(1),2247922
248,24 hour coverage,(1),2247922
249,comfortable,(1),2247922
250,flawless,(1),2247922
251,greasy,(1),2247922
252,great for oily skin,(1),2247922
253,includes spf,(1),2247922
254,lightweight,(1),2247922
255,spf 20,(1),2247922
256,long wearing,(607),2224848
257,buildable coverage,(597),2224848
258,moisturizing,(318),2224848
259,oil-free,(243),2224848
260,flawless,(68),2224848
261,light,(68),2224848
262,lightweight,(42),2224848
263,easy to use,(41),2224848
264,light weight,(30),2224848
265,full coverage,(28),2224848
266,amazing,(25),2224848
267,great coverage,(25),2224848
268,flawless finish,(23),2224848
269,long lasting,(20),2224848
270,natural,(19),2224848
271,smooth,(19),2224848
272,good coverage,(18),2224848
273,easy to apply,(16),2224848
274,easy,(14),2224848
275,natural looking,(13),2224848
276,matte,(12),2224848
277,perfect,(12),2224848
278,dewy,(10),2224848
279,drying,(10),2224848
280,foundation,(10),2224848
281,blendable,(9),2224848
282,expensive,(9),2224848
283,messy,(9),2224848
284,convenient,(8),2224848
285,luminous,(8),2224848
286,hydrating,(124),2176972
287,moisturizing,(81),2176972
288,lightweight,(72),2176972
289,dewy,(44),2176972
290,natural,(41),2176972
291,sheer,(39),2176972
292,light coverage,(37),2176972
293,light,(36),2176972
294,amazing,(25),2176972
295,easy to apply,(13),2176972
296,easy to use,(12),2176972
297,good coverage,(12),2176972
298,greasy,(11),2176972
299,luminous,(11),2176972
300,natural looking,(11),2176972
301,smooth,(11),2176972
302,blendable,(10),2176972
303,medium coverage,(10),2176972
304,oily,(10),2176972
305,buildable,(9),2176972
306,creamy,(9),2176972
307,long lasting,(9),2176972
308,radiant,(9),2176972
309,sheer coverage,(9),2176972
310,shiny,(9),2176972
311,buildable coverage,(8),2176972
312,dewy finish,(8),2176972
313,drying,(8),2176972
314,light weight,(8),2176972
315,awesome,(7),2176972
316,buildable coverage,(391),2179158
317,long wearing,(316),2179158
318,oil-free,(170),2179158
319,hydrating,(29),2179158
320,lightweight,(29),2179158
321,moisturizing,(13),2179158
322,light coverage,(11),2179158
323,light weight,(10),2179158
324,natural finish,(9),2179158
325,matte,(6),2179158
326,natural,(6),2179158
327,patchy,(6),2179158
328,cakey,(5),2179158
329,natural looking,(5),2179158
330,drying,(4),2179158
331,full coverage,(4),2179158
332,good for oily skin,(4),2179158
333,not buildable,(4),2179158
334,smooth,(4),2179158
335,blendable,(3),2179158
336,comfortable,(3),2179158
337,creases,(3),2179158
338,dewy,(3),2179158
339,great for dry skin,(3),2179158
340,horrible,(3),2179158
341,medium coverage,(3),2179158
342,not for oily skin,(3),2179158
343,not long wearing,(3),2179158
344,sheer,(3),2179158
345,smooth finish,(3),2179158
346,contains SPF,"(2,634)",905364
347,lightweight,"(2,620)",905364
348,sheer coverage,"(2,179)",905364
349,moisturizing,(32),905364
350,natural looking,(25),905364
351,buildable coverage,(24),905364
352,oil free,(24),905364
353,buildable,(20),905364
354,natural,(20),905364
355,oily,(18),905364
356,long lasting,(17),905364
357,good coverage,(16),905364
358,great coverage,(16),905364
359,dewy,(15),905364
360,easy to apply,(14),905364
361,greasy,(14),905364
362,amazing,(13),905364
363,oil-free,(13),905364
364,long-lasting,(11),905364
365,flawless,(10),905364
366,hydrating,(10),905364
367,medium coverage,(9),905364
368,blendable,(8),905364
369,full coverage,(8),905364
370,great for sensitive skin,(8),905364
371,smooth,(8),905364
372,heavy,(7),905364
373,non-greasy,(7),905364
374,thick,(7),905364
375,dewy finish,(6),905364
376,long wearing,"(3,338)",2180578
377,buildable coverage,"(2,434)",2180578
378,oil-free,"(1,678)",2180578
379,full coverage,(440),2180578
380,cakey,(152),2180578
381,matte,(138),2180578
382,matte finish,(85),2180578
383,thick,(76),2180578
384,flawless,(61),2180578
385,drying,(44),2180578
386,heavy,(41),2180578
387,amazing,(36),2180578
388,great coverage,(27),2180578
389,smooth,(22),2180578
390,a little goes a long way,(19),2180578
391,hard to blend,(16),2180578
392,high coverage,(16),2180578
393,pigmented,(16),2180578
394,awesome,(15),2180578
395,blendable,(15),2180578
396,highly pigmented,(15),2180578
397,perfect,(15),2180578
398,mattifying,(14),2180578
399,oily,(14),2180578
400,full-coverage,(13),2180578
401,creamy,(12),2180578
402,lightweight,(12),2180578
403,dry,(11),2180578
404,flawless finish,(10),2180578
405,long lasting,(9),2180578
406,long wearing,"(1,850)",2094787
407,buildable coverage,"(1,588)",2094787
408,oil-free,"(1,181)",2094787
409,full coverage,(118),2094787
410,moisturizing,(80),2094787
411,lightweight,(51),2094787
412,drying,(47),2094787
413,matte,(40),2094787
414,smooth,(40),2094787
415,creamy,(32),2094787
416,long lasting,(32),2094787
417,natural,(31),2094787
418,natural looking,(31),2094787
419,cakey,(27),2094787
420,great coverage,(25),2094787
421,thick,(24),2094787
422,good coverage,(21),2094787
423,blendable,(20),2094787
424,flawless,(20),2094787
425,amazing,(16),2094787
426,matte finish,(15),2094787
427,natural finish,(15),2094787
428,light,(14),2094787
429,easy to apply,(13),2094787
430,heavy,(12),2094787
431,flawless finish,(11),2094787
432,light weight,(11),2094787
433,mattifying,(11),2094787
434,medium coverage,(11),2094787
435,silky,(11),2094787
436,buildable coverage,(65),2241883
437,long wearing,(58),2241883
438,oil-free,(41),2241883
439,lightweight,(3),2241883
440,easy to apply,(2),2241883
441,matte,(2),2241883
442,awful,(1),2241883
443,blendable,(1),2241883
444,controls shine,(1),2241883
445,convenient,(1),2241883
446,dry,(1),2241883
447,flawless look,(1),2241883
448,great coverage,(1),2241883
449,great for a beginner,(1),2241883
450,great for sensitive skin,(1),2241883
451,great match,(1),2241883
452,high coverage light weight,(1),2241883
453,it's talc makeup,(1),2241883
454,light weight,(1),2241883
455,lightweight finish,(1),2241883
456,matches skintone,(1),2241883
457,mediocre coverage,(1),2241883
458,minimizes pores,(1),2241883
459,natural,(1),2241883
460,natural finish,(1),2241883
461,natural look,(1),2241883
462,natural looking,(1),2241883
463,natural-looking,(1),2241883
464,no breakouts,(1),2241883
465,not as long wearing as they say it is.,(1),2241883
466,buildable coverage,(979),2170645
467,long wearing,(808),2170645
468,moisturizing,(511),2170645
469,oil-free,(281),2170645
470,natural,(61),2170645
471,dewy,(57),2170645
472,lightweight,(55),2170645
473,flawless,(50),2170645
474,glowing,(36),2170645
475,natural looking,(34),2170645
476,sheer,(33),2170645
477,glowy,(30),2170645
478,blendable,(29),2170645
479,light,(29),2170645
480,smooth,(26),2170645
481,good coverage,(25),2170645
482,amazing,(23),2170645
483,light weight,(23),2170645
484,great coverage,(21),2170645
485,buildable,(19),2170645
486,natural finish,(17),2170645
487,full coverage,(15),2170645
488,long lasting,(15),2170645
489,luminous,(14),2170645
490,medium coverage,(14),2170645
491,drying,(13),2170645
492,weightless,(13),2170645
493,hydrating,(12),2170645
494,cakey,(11),2170645
495,creamy,(11),2170645
496,lightweight,"(1,168)",1396399
497,contains SPF,"(1,102)",1396399
498,sheer coverage,(859),1396399
499,moisturizing,(45),1396399
500,natural,(34),1396399
501,dewy,(30),1396399
502,buildable,(27),1396399
503,hydrating,(20),1396399
504,good coverage,(18),1396399
505,medium coverage,(16),1396399
506,buildable coverage,(15),1396399
507,great coverage,(12),1396399
508,radiant,(12),1396399
509,creamy,(11),1396399
510,blendable,(10),1396399
511,luminous,(10),1396399
512,smells good,(9),1396399
513,long lasting,(8),1396399
514,smooth,(7),1396399
515,oily,(6),1396399
516,blends easily,(5),1396399
517,flawless,(5),1396399
518,glow,(5),1396399
519,light to medium coverage,(5),1396399
520,long-lasting,(5),1396399
521,oil-free,(5),1396399
522,smells great,(5),1396399
523,amazing!,(4),1396399
524,dewy finish,(4),1396399
525,easy to apply,(4),1396399
526,natural finish,"(4,863)",1922731
527,buildable coverage,"(4,032)",1922731
528,non-drying,"(3,234)",1922731
529,long wearing,(454),1922731
530,oil-free,(436),1922731
531,matte,(83),1922731
532,lightweight,(43),1922731
533,light,(38),1922731
534,flawless,(35),1922731
535,mattifying,(34),1922731
536,drying,(29),1922731
537,easy to use,(27),1922731
538,long lasting,(27),1922731
539,oil absorbing,(27),1922731
540,cakey,(22),1922731
541,matte finish,(22),1922731
542,natural,(20),1922731
543,amazing,(18),1922731
544,awesome,(18),1922731
545,natural looking,(18),1922731
546,smooth,(17),1922731
547,light weight,(15),1922731
548,easy to apply,(14),1922731
549,oil control,(14),1922731
550,great coverage,(13),1922731
551,long-lasting,(13),1922731
552,perfect,(12),1922731
553,great for oily skin,(10),1922731
554,great for sensitive skin,(10),1922731
555,oil-absorbing,(10),1922731
556,buildable coverage,(78),1787571
557,long wearing,(73),1787571
558,oil-free,(51),1787571
559,matte,(4),1787571
560,comfortable,(2),1787571
561,creamy,(2),1787571
562,good value,(2),1787571
563,blendable,(1),1787571
564,bronzer,(1),1787571
565,color and feel,(1),1787571
566,easy to apply,(1),1787571
567,easy to use,(1),1787571
568,flawless look,(1),1787571
569,fool-proof,(1),1787571
570,forever changing,(1),1787571
571,full coverage,(1),1787571
572,good coverage,(1),1787571
573,good shade collection,(1),1787571
574,good shade selection,(1),1787571
575,great,(1),1787571
576,great for sensitive skin,(1),1787571
577,light,(1),1787571
578,light wearing,(1),1787571
579,light weight,(1),1787571
580,light-weight,(1),1787571
581,lightweight,(1),1787571
582,looks like skin! not foundation.,(1),1787571
583,matte coverage,(1),1787571
584,matte finish,(1),1787571
585,mediocre,(1),1787571
586,long wearing,(629),1507367
587,buildable coverage,(622),1507367
588,oil-free,(386),1507367
589,easy to apply,(15),1507367
590,easy to use,(15),1507367
591,flawless,(12),1507367
592,full coverage,(11),1507367
593,lightweight,(9),1507367
594,affordable,(8),1507367
595,flawless finish,(7),1507367
596,blendable,(6),1507367
597,amazing,(5),1507367
598,matte finish,(5),1507367
599,smooth,(5),1507367
600,drying,(4),1507367
601,light weight,(4),1507367
602,natural looking,(4),1507367
603,weightless,(4),1507367
604,beautiful finish,(3),1507367
605,messy,(3),1507367
606,natural finish,(3),1507367
607,perfect,(3),1507367
608,waterproof,(3),1507367
609,airbrush,(2),1507367
610,airbrush finish,(2),1507367
611,airbrushed look,(2),1507367
612,blends easily,(2),1507367
613,easy,(2),1507367
614,easy application,(2),1507367
615,easy to blend,(2),1507367
616,long wearing,(222),1530534
617,buildable coverage,(206),1530534
618,oil-free,(182),1530534
619,smooth,(13),1530534
620,cakey,(5),1530534
621,natural finish,(4),1530534
622,silky,(4),1530534
623,dry,(3),1530534
624,natural looking,(3),1530534
625,oily,(3),1530534
626,beautiful natural second skin finish,(2),1530534
627,chalky,(2),1530534
628,disappointing,(2),1530534
629,flawless,(2),1530534
630,heavy,(2),1530534
631,lightweight,(2),1530534
632,matte,(2),1530534
633,medium coverage,(2),1530534
634,not cakey,(2),1530534
635,not worth it,(2),1530534
636,velvety finish,(2),1530534
637,as it claims!,(1),1530534
638,awesome,(1),1530534
639,beautiful,(1),1530534
640,beautiful finish,(1),1530534
641,blends well,(1),1530534
642,does not blend well!! and hard to find match,(1),1530534
643,does not cause breakouts,(1),1530534
644,does not make skin dry,(1),1530534
645,doesn't oxidize/turn orange,(1),1530534
646,long wearing,(604),2222099
647,buildable coverage,(562),2222099
648,oil-free,(342),2222099
649,inexpensive,(9),2222099
650,natural looking,(9),2222099
651,smooth,(9),2222099
652,lightweight,(8),2222099
653,affordable,(7),2222099
654,natural finish,(7),2222099
655,full coverage,(6),2222099
656,cakey,(5),2222099
657,flawless,(5),2222099
658,natural,(5),2222099
659,oily,(5),2222099
660,easy to apply,(4),2222099
661,great coverage,(4),2222099
662,long lasting,(4),2222099
663,medium coverage,(4),2222099
664,amazing,(3),2222099
665,flawless finish,(3),2222099
666,good for dry skin,(3),2222099
667,good price,(3),2222099
668,good value,(3),2222099
669,light,(3),2222099
670,non-drying,(3),2222099
671,not cakey,(3),2222099
672,not heavy,(3),2222099
673,orange,(3),2222099
674,value for money,(3),2222099
675,amazing!,(2),2222099
676,light,(11),1628767
677,lightweight,(9),1628767
678,good coverage,(7),1628767
679,long lasting,(6),1628767
680,moisturizing,(6),1628767
681,smooth,(6),1628767
682,creamy,(5),1628767
683,natural,(5),1628767
684,amazing,(4),1628767
685,easy,(3),1628767
686,full coverage,(3),1628767
687,great coverage,(3),1628767
688,medium coverage,(3),1628767
689,blendable,(2),1628767
690,blurs pores,(2),1628767
691,color correcting,(2),1628767
692,easy to apply,(2),1628767
693,excellent,(2),1628767
694,excellent coverage,(2),1628767
695,great for sensitive skin,(2),1628767
696,light coverage,(2),1628767
697,long-lasting,(2),1628767
698,sun protection,(2),1628767
699,sunscreen,(2),1628767
700,a good value,(1),1628767
701,adaptive color,(1),1628767
702,amazing coverage,(1),1628767
703,anti-aging,(1),1628767
704,anti-comedogenic,(1),1628767
705,awesome,(1),1628767
706,buildable coverage,(530),1713155
707,long wearing,(452),1713155
708,oil-free,(110),1713155
709,full coverage,(24),1713155
710,creamy,(19),1713155
711,dewy,(17),1713155
712,blendable,(15),1713155
713,natural finish,(15),1713155
714,lightweight,(12),1713155
715,natural,(12),1713155
716,smooth,(10),1713155
717,hydrating,(8),1713155
718,easy to apply,(6),1713155
719,natural looking,(6),1713155
720,cakey,(5),1713155
721,easy to blend,(5),1713155
722,flawless,(5),1713155
723,oily,(5),1713155
724,blends well,(4),1713155
725,easy to use,(4),1713155
726,light weight,(4),1713155
727,luminous,(4),1713155
728,moisturizing,(4),1713155
729,not long wearing,(4),1713155
730,amazing,(3),1713155
731,drying,(3),1713155
732,easy application,(3),1713155
733,flawless finish,(3),1713155
734,great for dry skin,(3),1713155
735,medium coverage,(3),1713155
736,lightweight,(308),1327915
737,absorbs quickly,(192),1327915
738,moisturizing,(54),1327915
739,intensive,(53),1327915
740,good coverage,(31),1327915
741,light,(27),1327915
742,amazing,(25),1327915
743,smooth,(21),1327915
744,creamy,(19),1327915
745,easy to use,(19),1327915
746,hydrating,(18),1327915
747,smoothing,(16),1327915
748,light coverage,(15),1327915
749,medium coverage,(15),1327915
750,high spf,(13),1327915
751,awesome,(12),1327915
752,great coverage,(12),1327915
753,dewy,(11),1327915
754,natural,(11),1327915
755,brightening,(10),1327915
756,easy to apply,(10),1327915
757,spf,(10),1327915
758,non-greasy,(9),1327915
759,blendable,(8),1327915
760,convenient,(8),1327915
761,effective,(8),1327915
762,glowing,(8),1327915
763,great,(8),1327915
764,light weight,(8),1327915
765,sticky,(8),1327915
766,full coverage,(7),1869015
767,moisturizing,(3),1869015
768,amazing,(2),1869015
769,dewy,(2),1869015
770,disappointing,(2),1869015
771,long-lasting,(2),1869015
772,natural,(2),1869015
773,adjustable coverage,(1),1869015
774,awkwardly shiny,(1),1869015
775,beautiful,(1),1869015
776,brightening,(1),1869015
777,buildable,(1),1869015
778,comfortable,(1),1869015
779,covers all flaws,(1),1869015
780,dewy finish,(1),1869015
781,divine scent (with no added fragrance!),(1),1869015
782,does not work,(1),1869015
783,ethereally radiant,(1),1869015
784,flawless finish,(1),1869015
785,full-coverage without the thick texture,(1),1869015
786,glitter,(1),1869015
787,glittery,(1),1869015
788,good for asian skin tone,(1),1869015
789,great color,(1),1869015
790,great coverage,(1),1869015
791,heavy glitter,(1),1869015
792,hydrating,(1),1869015
793,illuminating,(1),1869015
794,last a long time,(1),1869015
795,light,(1),1869015
796,long wearing,(37),2241651
797,buildable coverage,(35),2241651
798,oil-free,(22),2241651
799,flawless,(2),2241651
800,bad,(1),2241651
801,crease resistant,(1),2241651
802,fast drying,(1),2241651
803,flawless finish,(1),2241651
804,light and spreadable,(1),2241651
805,light coverage,(1),2241651
806,natural finish,(1),2241651
807,perfect for my skin type,(1),2241651
808,transfer-resistant,(1),2241651
809,waterproof,(1),2241651
810,won't clog pores,(1),2241651
811,youre skin but better,(1),2241651
812,buildable coverage,(874),1827252
813,long wearing,(777),1827252
814,oil-free,(308),1827252
815,full coverage,(40),1827252
816,lightweight,(25),1827252
817,blendable,(16),1827252
818,creamy,(13),1827252
819,smooth,(13),1827252
820,cakey,(11),1827252
821,easy to apply,(10),1827252
822,easy to use,(10),1827252
823,natural finish,(10),1827252
824,weightless,(7),1827252
825,flawless finish,(6),1827252
826,light,(6),1827252
827,light weight,(6),1827252
828,drying,(5),1827252
829,easy application,(5),1827252
830,flawless,(5),1827252
831,heavy,(5),1827252
832,amazing,(4),1827252
833,easy to blend,(4),1827252
834,natural,(4),1827252
835,pigmented,(4),1827252
836,satin finish,(4),1827252
837,travel friendly,(4),1827252
838,blends easily,(3),1827252
839,hydrating,(3),1827252
840,thick,(3),1827252
841,waterproof,(3),1827252
842,smooth,(160),1486752
843,silky,(137),1486752
844,lightweight,(80),1486752
845,light,(69),1486752
846,drying,(59),1486752
847,amazing,(58),1486752
848,matte,(57),1486752
849,good coverage,(54),1486752
850,long lasting,(47),1486752
851,creamy,(41),1486752
852,great coverage,(27),1486752
853,moisturizing,(26),1486752
854,light weight,(24),1486752
855,mattifying,(24),1486752
856,smoothing,(24),1486752
857,buildable,(22),1486752
858,light coverage,(22),1486752
859,natural,(19),1486752
860,sheer,(19),1486752
861,soft,(17),1486752
862,long-lasting,(16),1486752
863,perfect,(16),1486752
864,easy to use,(15),1486752
865,medium coverage,(15),1486752
866,awesome,(14),1486752
867,easy to apply,(14),1486752
868,flawless,(14),1486752
869,natural looking,(12),1486752
870,buildable coverage,(11),1486752
871,full coverage,(11),1486752
872,buildable coverage,(460),135558
873,natural finish,(376),135558
874,non-drying,(250),135558
875,long wearing,(183),135558
876,oil-free,(122),135558
877,matte,(11),135558
878,long lasting,(7),135558
879,matte finish,(6),135558
880,natural looking,(5),135558
881,perfect,(5),135558
882,scented,(5),135558
883,versatile,(5),135558
884,flawless,(4),135558
885,great coverage,(4),135558
886,flawless finish,(3),135558
887,good coverage,(3),135558
888,lightweight,(3),135558
889,sheer,(3),135558
890,smells good,(3),135558
891,smells great,(3),135558
892,smooth,(3),135558
893,amazing,(2),135558
894,cakey,(2),135558
895,causes breakouts,(2),135558
896,doesn't control oil,(2),135558
897,drying,(2),135558
898,easy to apply,(2),135558
899,fabulous,(2),135558
900,good for oily skin,(2),135558
901,good value,(2),135558
902,long wearing,(760),2105427
903,buildable coverage,(598),2105427
904,oil-free,(446),2105427
905,moisturizing,(77),2105427
906,hydrating,(26),2105427
907,long lasting,(18),2105427
908,great coverage,(15),2105427
909,lightweight,(14),2105427
910,natural finish,(13),2105427
911,flawless,(12),2105427
912,matte,(11),2105427
913,long-lasting,(10),2105427
914,natural,(10),2105427
915,drying,(8),2105427
916,full coverage,(8),2105427
917,natural looking,(7),2105427
918,smooth,(7),2105427
919,good coverage,(6),2105427
920,amazing,(5),2105427
921,long-wearing,(5),2105427
922,matte finish,(5),2105427
923,sweat proof,(5),2105427
924,good for oily skin,(4),2105427
925,heavy,(4),2105427
926,light,(4),2105427
927,patchy,(4),2105427
928,awesome,(3),2105427
929,beautiful,(3),2105427
930,buildable,(3),2105427
931,cakey,(3),2105427
932,long wearing,(394),1847474
933,buildable coverage,(248),1847474
934,oil-free,(209),1847474
935,full coverage,(51),1847474
936,matte,(28),1847474
937,cakey,(22),1847474
938,waterproof,(14),1847474
939,matte finish,(11),1847474
940,oxidizes,(11),1847474
941,drying,(10),1847474
942,oxidizing,(8),1847474
943,patchy,(7),1847474
944,great coverage,(6),1847474
945,mattifying,(6),1847474
946,full-coverage,(5),1847474
947,light weight,(4),1847474
948,natural looking,(4),1847474
949,oily,(4),1847474
950,blendable,(3),1847474
951,light-weight,(3),1847474
952,lightweight,(3),1847474
953,not long wearing,(3),1847474
954,thick,(3),1847474
955,breathable,(2),1847474
956,easy application,(2),1847474
957,heavy,(2),1847474
958,horrible,(2),1847474
959,medium coverage,(2),1847474
960,natural finish,(2),1847474
961,orange,(2),1847474
962,long wearing,(313),2110070
963,buildable coverage,(273),2110070
964,oil-free,(195),2110070
965,lightweight,(12),2110070
966,matte,(11),2110070
967,full coverage,(10),2110070
968,light weight,(5),2110070
969,matte finish,(5),2110070
970,light,(4),2110070
971,smooth,(3),2110070
972,blendable,(2),2110070
973,drying,(2),2110070
974,moisturizing,(2),2110070
975,natural,(2),2110070
976,oxidizes,(2),2110070
977,air brushed finish,(1),2110070
978,airy,(1),2110070
979,amazing,(1),2110070
980,applies like powder without the grit,(1),2110070
981,awful shades,(1),2110070
982,blends evenly with skin tone,(1),2110070
983,cakey,(1),2110070
984,clean,(1),2110070
985,comfortable,(1),2110070
986,comfortable on the skin,(1),2110070
987,creamy,(1),2110070
988,dewy finish,(1),2110070
989,does cling to dry patches,(1),2110070
990,does not budge once applied,(1),2110070
991,does oxidize,(1),2110070
992,hydrating,(30),1496488
993,dewy,(27),1496488
994,natural,(20),1496488
995,lightweight,(19),1496488
996,moisturizing,(19),1496488
997,light,(17),1496488
998,amazing,(15),1496488
999,easy to apply,(11),1496488
1000,great coverage,(9),1496488
1001,easy to use,(8),1496488
1002,flawless,(8),1496488
1003,light coverage,(7),1496488
1004,perfect,(7),1496488
