,1 star,2 stars,3 stars,4 stars,5 stars,avg_rating,product_id,review_count
107,8,11,17,24,114,4.3,1755453,174 reviews
108,16,22,46,116,298,4.3,2038701,498 reviews
109,40,87,99,192,505,4.1,1814508,923 reviews
110,204,157,144,253,774,3.8,1795897,"1,532 reviews"
111,8,8,5,10,37,3.9,2193936,68 reviews
112,97,108,99,241,531,3.9,1497007,"1,076 reviews"
113,61,98,135,398,793,4.2,1237213,"1,485 reviews"
114,23,55,171,539,907,4.3,2176774,"1,695 reviews"
115,8,16,12,30,57,3.9,1646215,123 reviews
116,65,74,152,321,879,4.3,2211902,"1,491 reviews"
117,4,2,2,3,11,3.7,2272292,22 reviews
118,44,38,38,75,206,3.9,2110146,401 reviews
119,12,15,19,41,191,4.4,1705839,278 reviews
120,49,53,87,118,267,3.9,1840362,574 reviews
121,183,172,243,507,800,3.8,2118032,"1,905 reviews"
122,4,0,5,3,24,4.2,1682509,36 reviews
123,99,93,99,194,658,4.1,1064864,"1,143 reviews"
124,5,12,18,29,139,4.4,1726447,203 reviews
125,18,19,21,34,125,4.1,2097020,217 reviews
126,5,7,8,10,42,4.1,2082659,72 reviews
127,2,4,6,6,17,3.9,1958859,35 reviews
128,41,45,55,128,372,4.2,1677160,641 reviews
129,40,30,12,20,67,3.3,2124808,169 reviews
130,38,43,104,236,480,4.2,52852,901 reviews
131,20,39,104,318,658,4.4,2045201,"1,139 reviews"
132,19,17,17,29,90,3.9,1819549,172 reviews
133,1,3,0,3,16,4.3,1957570,23 reviews
134,4,2,4,6,12,3.7,2254175,28 reviews
135,17,25,22,41,125,4,1667005,230 reviews
136,126,156,278,585,873,4,2035764,"2,018 reviews"
137,26,19,30,55,164,4.1,2086502,294 reviews
138,6,14,13,28,130,4.4,1441526,191 reviews
139,19,16,22,37,159,4.2,2186237,253 reviews
140,34,51,63,121,288,4,1887447,557 reviews
141,14,14,19,29,86,4,1970342,162 reviews
142,1,0,0,1,6,4.4,2252351,8 reviews
143,118,126,137,211,380,3.6,1783653,972 reviews
144,12,13,15,40,168,4.4,1784867,248 reviews
145,137,115,95,166,283,3.4,2174506,796 reviews
146,3,10,12,14,64,4.2,1938802,103 reviews
147,14,17,41,79,141,4.1,2047298,292 reviews
148,1,0,0,0,2,3.7,2187573,3 reviews
149,16,38,44,76,93,3.7,2079416,267 reviews
150,1,8,5,24,65,4.4,1953389,103 reviews
151,4,3,0,4,3,2.9,2254290,14 reviews
152,26,28,23,30,84,3.6,2079804,191 reviews
153,25,34,22,48,98,3.7,1968981,227 reviews
154,184,139,171,321,966,4,1820943,"1,781 reviews"
155,79,82,66,134,254,3.7,1952746,615 reviews
156,16,9,11,28,119,4.2,1869734,183 reviews
157,0,3,2,2,6,3.8,2219673,13 reviews
158,2,0,0,4,16,4.5,2145381,22 reviews
159,3,2,3,7,16,4,2212777,31 reviews
160,36,30,31,52,137,3.8,2089035,286 reviews
161,0,1,0,3,4,4.3,2240232,8 reviews
162,4,7,1,2,19,3.8,1990316,33 reviews
163,79,56,56,122,289,3.8,1514108,602 reviews
164,2,4,1,9,7,3.7,2021194,23 reviews
165,6,2,0,3,6,3.1,2106201,17 reviews
166,12,15,16,34,83,4,1898485,160 reviews
167,4,5,21,79,150,4.4,2107282,259 reviews
168,17,14,15,18,75,3.9,2014785,139 reviews
169,17,9,32,49,167,4.2,1775287,274 reviews
170,2,4,4,5,7,3.5,2119345,22 reviews
171,1,1,1,2,8,4.2,2256758,13 reviews
172,4,5,2,11,27,4.1,1967199,49 reviews
173,5,5,5,19,40,4.1,1686781,74 reviews
174,10,10,14,14,32,3.6,2168409,80 reviews
175,10,8,7,13,67,4.1,1813963,105 reviews
176,575,411,347,489,"1,032",3.3,1576727,"2,854 reviews"
177,1,2,2,4,7,3.9,2221554,16 reviews
178,19,13,18,46,81,3.9,1841600,177 reviews
179,3,2,1,7,32,4.4,1480912,45 reviews
180,5,7,10,21,42,4,2154854,85 reviews
181,2,0,0,0,6,4,2198711,8 reviews
182,4,8,4,9,24,3.8,1809235,49 reviews
183,3,0,4,5,17,4.1,2143675,29 reviews
184,60,34,28,45,116,3.4,1548700,283 reviews
185,4,6,13,30,108,4.4,1326305,161 reviews
186,16,9,7,6,32,3.4,1977255,70 reviews
187,4,0,1,1,12,3.9,2206753,18 reviews
188,226,196,193,339,773,3.7,1393875,"1,727 reviews"
189,6,0,2,12,22,4,1752443,42 reviews
190,9,6,12,31,82,4.2,763904,140 reviews
191,5,3,3,5,16,3.8,1978311,32 reviews
192,2,2,6,4,9,3.7,1950328,23 reviews
193,7,6,7,10,51,4.1,1752302,81 reviews
194,2,11,7,19,58,4.2,1509348,97 reviews
195,3,4,6,3,8,3.4,2016269,24 reviews
