,1 star,2 stars,3 stars,4 stars,5 stars,avg_rating,product_id,review_count
196,5,2,4,3,27,4.1,1734094,41 reviews
197,80,124,146,311,825,4.1,1422617,"1,486 reviews"
198,58,57,52,82,204,3.7,1773779,453 reviews
199,0,0,0,1,1,4.5,2205631,2 reviews
200,109,151,224,673,"1,850",4.3,1311836,"3,007 reviews"
201,0,0,0,0,4,5,2215036,4 reviews
202,2,1,2,3,23,4.4,1480821,31 reviews
203,3,5,5,10,47,4.3,1587955,70 reviews
204,5,0,2,2,22,4.2,1977446,31 reviews
205,2,1,3,1,12,4.1,2270825,19 reviews
206,65,86,93,159,353,3.9,1417302,756 reviews
207,32,37,41,61,104,3.6,1532084,275 reviews
208,10,8,16,14,28,3.6,1848886,76 reviews
209,266,324,319,608,"1,779",4,1868165,"3,296 reviews"
210,283,277,309,616,"1,633",4,2176972,"3,118 reviews"
211,82,113,116,260,464,3.9,2088276,"1,035 reviews"
212,26,38,46,103,401,4.3,1628767,614 reviews
213,168,232,248,586,"2,107",4.3,1486752,"3,341 reviews"
214,146,167,241,534,"1,655",4.2,1327915,"2,743 reviews"
215,67,54,70,95,265,3.8,1869015,551 reviews
216,81,85,114,196,573,4,1496488,"1,049 reviews"
217,35,31,22,32,110,3.7,2227619,230 reviews
218,38,50,51,88,334,4.1,1888197,561 reviews
219,113,121,139,241,780,4,1826437,"1,394 reviews"
220,107,158,198,548,"1,449",4.2,759779,"2,460 reviews"
221,259,272,322,735,"1,683",4,1574896,"3,271 reviews"
222,80,86,71,152,348,3.8,1509512,737 reviews
223,18,23,35,68,160,4.1,1576859,304 reviews
224,68,55,69,144,332,3.9,1458496,668 reviews
225,6,7,9,21,74,4.3,2145340,117 reviews
226,97,108,99,241,531,3.9,1497007,"1,076 reviews"
227,12,15,19,41,191,4.4,1705839,278 reviews
228,18,28,37,56,182,4.1,2204857,321 reviews
229,41,45,55,128,372,4.2,1677160,641 reviews
230,19,17,17,29,90,3.9,1819549,172 reviews
231,29,25,52,127,338,4.3,1626969,571 reviews
232,0,0,0,0,6,5,2078574,6 reviews
233,3,4,6,6,12,3.6,1989565,31 reviews
234,0,3,2,2,6,3.8,2219673,13 reviews
235,2,0,0,4,16,4.5,2145381,22 reviews
236,10,10,14,14,32,3.6,2168409,80 reviews
237,60,34,28,45,116,3.4,1548700,283 reviews
238,2,11,7,19,58,4.2,1509348,97 reviews
239,80,124,146,311,825,4.1,1422617,"1,486 reviews"
240,65,86,93,159,353,3.9,1417302,756 reviews
241,32,13,12,17,47,3.3,2025617,121 reviews
242,266,324,319,608,"1,779",4,1868165,"3,296 reviews"
243,3,8,19,93,212,4.5,2250603,335 reviews
244,283,277,309,616,"1,633",4,2176972,"3,118 reviews"
245,199,261,356,"1,197","3,130",4.3,905364,"5,143 reviews"
246,94,139,179,495,"1,826",4.4,1396399,"2,733 reviews"
247,1,3,7,53,109,4.5,2250280,173 reviews
248,26,38,46,103,401,4.3,1628767,614 reviews
249,168,232,248,586,"2,107",4.3,1486752,"3,341 reviews"
250,146,167,241,534,"1,655",4.2,1327915,"2,743 reviews"
251,67,54,70,95,265,3.8,1869015,551 reviews
252,48,44,42,44,197,3.8,2250785,375 reviews
253,81,85,114,196,573,4,1496488,"1,049 reviews"
254,35,31,22,32,110,3.7,2227619,230 reviews
255,38,50,51,88,334,4.1,1888197,561 reviews
256,107,158,198,548,"1,449",4.2,759779,"2,460 reviews"
257,259,272,322,735,"1,683",4,1574896,"3,271 reviews"
258,80,86,71,152,348,3.8,1509512,737 reviews
259,18,23,35,68,160,4.1,1576859,304 reviews
260,68,55,69,144,332,3.9,1458496,668 reviews
261,16,22,46,116,298,4.3,2038701,498 reviews
262,97,108,99,241,531,3.9,1497007,"1,076 reviews"
263,65,74,152,321,879,4.3,2211902,"1,491 reviews"
264,12,15,19,41,191,4.4,1705839,278 reviews
265,13,18,19,51,203,4.4,1507615,304 reviews
266,18,28,37,56,182,4.1,2204857,321 reviews
267,41,45,55,128,372,4.2,1677160,641 reviews
268,19,17,17,29,90,3.9,1819549,172 reviews
269,4,4,3,0,24,4,1993849,35 reviews
270,16,38,44,76,93,3.7,2079416,267 reviews
271,0,3,2,2,6,3.8,2219673,13 reviews
272,12,15,16,34,83,4,1898485,160 reviews
273,1,2,1,4,6,3.9,2199552,14 reviews
274,2,4,4,5,7,3.5,2119345,22 reviews
275,161,162,156,377,846,3.9,2211845,"1,702 reviews"
276,15,30,30,40,141,4,1958263,256 reviews
277,10,10,14,14,32,3.6,2168409,80 reviews
278,0,1,1,3,12,4.5,1468131,17 reviews
279,5,11,12,14,63,4.1,1676980,105 reviews
280,4,8,4,9,24,3.8,1809235,49 reviews
281,60,34,28,45,116,3.4,1548700,283 reviews
282,2,2,6,4,9,3.7,1950328,23 reviews
283,2,3,2,3,13,4,1901552,23 reviews
284,2,11,7,19,58,4.2,1509348,97 reviews
285,80,124,146,311,825,4.1,1422617,"1,486 reviews"
286,65,86,93,159,353,3.9,1417302,756 reviews
287,461,604,877,"2,183","6,941",4.3,2172310,"11,066 reviews"
288,62,92,118,230,819,4.3,1925577,"1,321 reviews"
289,98,104,148,342,"1,460",4.4,2223089,"2,152 reviews"
290,63,112,156,298,729,4.1,1925841,"1,358 reviews"
291,261,173,126,149,341,3.1,2094548,"1,050 reviews"
292,111,145,133,213,665,3.9,2173367,"1,267 reviews"
293,111,119,165,357,984,4.1,2037596,"1,736 reviews"
294,56,71,111,308,"1,207",4.4,1900315,"1,753 reviews"
295,25,16,28,93,331,4.4,2137834,493 reviews
296,2,2,0,2,15,4.2,2247450,21 reviews
297,191,206,303,"1,055","3,000",4.4,1247204,"4,755 reviews"
298,163,206,350,770,"2,686",4.3,2209344,"4,175 reviews"
299,190,214,357,"1,117","2,634",4.3,1810787,"4,512 reviews"
300,33,36,90,382,"1,060",4.5,2044477,"1,601 reviews"
301,17,34,52,173,348,4.3,2246841,624 reviews
302,10,20,27,36,66,3.8,2136521,159 reviews
303,31,29,30,73,271,4.2,1833532,434 reviews
304,158,216,323,678,"1,152",4,1686211,"2,527 reviews"
305,55,61,89,317,811,4.3,1317650,"1,333 reviews"
306,4,9,13,51,88,4.3,2209211,165 reviews
307,10,1,4,6,10,3.2,2252179,31 reviews
308,53,52,66,69,305,4,2113934,545 reviews
309,14,18,27,56,209,4.3,2103596,324 reviews
310,245,279,269,523,990,3.8,2166825,"2,306 reviews"
311,13,41,188,777,"1,026",4.4,2040871,"2,045 reviews"
312,127,85,101,246,843,4.1,2199370,"1,402 reviews"
313,44,64,80,180,457,4.1,1727338,825 reviews
314,49,47,41,82,305,4,1697440,524 reviews
315,135,132,213,373,618,3.8,1779099,"1,471 reviews"
316,241,316,443,"1,150","2,654",4.2,2086866,"4,804 reviews"
317,85,107,161,482,"1,181",4.3,870519,"2,016 reviews"
318,104,121,151,395,755,4,1345206,"1,526 reviews"
319,7,9,48,179,481,4.5,2184323,724 reviews
320,6,27,25,64,175,4.3,2228443,297 reviews
321,61,59,73,156,348,4,1600162,697 reviews
322,127,157,216,677,"2,994",4.5,1073063,"4,171 reviews"
323,39,30,61,90,198,3.9,2118115,418 reviews
324,53,43,50,49,141,3.5,2037778,336 reviews
325,17,19,26,33,114,4,2152668,209 reviews
326,122,137,133,387,996,4.1,1307388,"1,775 reviews"
327,58,70,67,117,224,3.7,1317775,536 reviews
328,15,6,35,196,393,4.5,2176444,645 reviews
329,4,5,5,5,39,4.2,1897123,58 reviews
330,12,11,34,96,302,4.5,549170,455 reviews
331,159,149,174,268,524,3.7,1833888,"1,274 reviews"
332,26,28,51,103,156,3.9,2029353,364 reviews
333,9,12,13,45,114,4.3,2105690,193 reviews
334,29,25,52,127,338,4.3,1626969,571 reviews
335,154,150,184,420,840,3.9,2086809,"1,748 reviews"
336,10,12,15,68,189,4.4,2102135,294 reviews
337,34,51,63,121,288,4,1887447,557 reviews
338,34,45,79,194,548,4.3,2194009,900 reviews
339,35,49,80,213,323,4.1,472597,700 reviews
340,1,3,3,5,13,4,2034775,25 reviews
341,14,12,11,24,66,3.9,1960079,127 reviews
342,0,0,0,1,0,4,2228278,1 review
343,5,18,43,137,123,4.1,2196871,326 reviews
344,24,53,145,481,618,4.2,2169860,"1,321 reviews"
345,41,40,45,85,242,4,1885631,453 reviews
346,25,34,22,48,98,3.7,1968981,227 reviews
347,46,71,90,152,316,3.9,1451418,675 reviews
348,18,17,28,58,186,4.2,2105799,307 reviews
349,20,21,29,38,141,4,1840461,249 reviews
350,25,19,20,19,82,3.7,1732296,165 reviews
351,12,15,17,47,94,4.1,1948207,185 reviews
352,34,36,22,33,94,3.5,1971928,219 reviews
353,13,27,192,690,"1,228",4.4,2207520,"2,150 reviews"
354,1,4,1,15,43,4.5,1425727,64 reviews
355,2,4,1,9,7,3.7,2021194,23 reviews
356,17,25,28,55,169,4.1,1622075,294 reviews
357,8,3,8,21,42,4,1835503,82 reviews
358,18,29,42,119,239,4.2,685891,447 reviews
359,3,1,5,11,19,4.1,1978386,39 reviews
360,17,12,17,61,164,4.3,1318666,271 reviews
361,31,57,214,525,664,4.2,2177061,"1,491 reviews"
362,4,6,2,27,68,4.4,1197920,107 reviews
363,18,11,11,27,66,3.8,1648518,133 reviews
364,2,4,5,10,48,4.4,1861533,69 reviews
365,5,5,6,29,61,4.3,2139632,106 reviews
366,7,12,7,12,39,3.8,2071819,77 reviews
367,54,63,74,119,214,3.7,873455,524 reviews
368,0,2,2,3,4,3.8,2225209,11 reviews
369,21,38,51,75,186,4,1501428,371 reviews
370,1,1,9,8,16,4.1,1665660,35 reviews
371,72,72,85,169,189,3.6,1192889,587 reviews
372,4,2,0,12,18,4.1,2139574,36 reviews
373,19,19,26,27,87,3.8,2211977,178 reviews
374,21,9,17,68,98,4,2119758,213 reviews
375,1,0,1,0,4,4,2142131,6 reviews
376,0,1,0,6,10,4.5,1957521,17 reviews
377,1,6,3,9,31,4.3,1975184,50 reviews
378,3,0,1,2,9,3.9,2194090,15 reviews
379,9,13,15,30,84,4.1,1956796,151 reviews
380,61,61,91,230,319,3.9,1318278,762 reviews
381,304,313,481,"1,175","2,646",4.1,2086783,"4,919 reviews"
382,4,3,4,11,40,4.3,2071280,62 reviews
383,6,3,2,5,43,4.3,1726405,59 reviews
384,30,20,17,42,107,3.8,2086833,216 reviews
385,1,1,3,4,11,4.2,1673441,20 reviews
386,5,6,9,11,35,4,1776236,66 reviews
387,0,0,0,0,2,5,2098465,2 reviews
388,3,6,7,10,34,4.1,469254,60 reviews
389,34,43,79,158,416,4.2,1341098,730 reviews
390,14,22,15,14,23,3.1,1671924,88 reviews
391,0,3,6,5,8,3.8,1862515,22 reviews
392,4,3,5,0,6,3.1,2000149,18 reviews
393,5,6,4,8,10,3.4,1751916,33 reviews
394,11,14,11,24,69,4,1732221,129 reviews
395,3,1,4,3,4,3.3,2213866,15 reviews
396,2,2,1,3,13,4.1,1719780,21 reviews
397,0,0,2,0,5,4.4,2012037,7 reviews
398,4,2,1,6,22,4.1,1901479,35 reviews
399,1,0,2,1,5,4,1950500,9 reviews
400,2,0,0,0,2,3,1926542,4 reviews
401,22,14,14,24,63,3.7,1349968,137 reviews
402,0,1,0,2,10,4.6,2239358,13 reviews
403,465,304,303,507,"1,309",3.7,1669027,"2,888 reviews"
404,168,232,248,586,"2,107",4.3,1486752,"3,341 reviews"
405,112,131,156,485,"1,341",4.3,1147883,"2,225 reviews"
406,18,23,35,68,160,4.1,1576859,304 reviews
407,22,14,14,24,63,3.7,1350024,137 reviews
408,22,14,14,24,63,3.7,1635606,137 reviews
409,22,14,14,24,63,3.7,1349976,137 reviews
410,22,14,14,24,63,3.7,1681303,137 reviews
411,2,4,6,6,17,3.9,1958859,35 reviews
412,22,14,14,24,63,3.7,1974252,137 reviews
413,12,10,8,24,69,4,1868249,123 reviews
414,2,4,2,7,20,4.1,2054153,35 reviews
415,22,14,14,24,63,3.7,1932664,137 reviews
416,22,14,14,24,63,3.7,1350016,137 reviews
417,7,7,7,16,57,4.2,2030104,94 reviews
418,22,14,14,24,63,3.7,1783224,137 reviews
419,36,17,20,32,87,3.6,1792670,192 reviews
420,22,14,14,24,63,3.7,1974153,137 reviews
421,22,14,14,24,63,3.7,1478007,137 reviews
422,6,6,9,15,61,4.2,1697184,97 reviews
423,40,30,35,42,101,3.5,1310564,248 reviews
424,9,8,21,31,79,4.1,1911320,148 reviews
425,1,0,1,2,5,4.1,2115244,9 reviews
426,6,11,33,109,157,4.3,2191161,316 reviews
427,7,4,21,15,60,4.1,2031615,107 reviews
428,4,4,8,10,48,4.3,1792951,74 reviews
429,1,1,2,4,9,4.1,2207249,17 reviews
430,2,2,6,4,9,3.7,1950328,23 reviews
431,254,290,378,"1,160","5,720",4.5,870618,"7,802 reviews"
432,21,16,20,37,177,4.2,1914472,271 reviews
433,24,31,40,71,272,4.2,2116341,438 reviews
434,11,10,8,37,211,4.5,1661461,277 reviews
435,51,63,74,152,614,4.3,2173607,954 reviews
436,39,37,71,223,"1,076",4.6,2071769,"1,446 reviews"
437,153,181,212,458,"1,911",4.3,1483502,"2,915 reviews"
438,148,185,286,862,"4,306",4.6,1073014,"5,787 reviews"
439,55,48,54,99,427,4.2,2114072,683 reviews
440,62,28,23,37,166,3.7,1911395,316 reviews
441,41,50,83,296,796,4.4,1372168,"1,266 reviews"
442,4,6,2,2,9,3.3,2271138,23 reviews
443,35,31,22,32,110,3.7,2227619,230 reviews
444,33,43,81,160,"1,039",4.6,2203446,"1,356 reviews"
445,25,24,44,156,534,4.5,1889963,783 reviews
446,81,70,109,232,740,4.2,870675,"1,232 reviews"
447,12,27,18,30,98,3.9,1911353,185 reviews
448,0,1,3,2,12,4.4,1927227,18 reviews
449,19,35,43,171,392,4.3,51904,660 reviews
450,69,93,125,281,"1,108",4.4,1606086,"1,676 reviews"
451,138,113,184,522,"1,437",4.3,1822204,"2,394 reviews"
452,51,63,74,152,614,4.3,2211126,954 reviews
453,63,77,148,605,"2,468",4.6,1164771,"3,361 reviews"
454,65,55,81,281,"1,098",4.5,999037,"1,580 reviews"
455,75,78,123,314,920,4.3,2037554,"1,510 reviews"
456,19,12,18,51,100,4,1727379,200 reviews
457,40,61,93,210,527,4.2,1659515,931 reviews
458,69,62,64,99,111,3.3,2042836,405 reviews
459,1,3,6,2,22,4.2,2107852,34 reviews
460,36,43,69,306,894,4.5,2107811,"1,348 reviews"
461,36,38,46,83,278,4.1,1478239,481 reviews
462,20,29,47,234,419,4.3,2117984,749 reviews
463,3,8,5,18,82,4.4,1899251,116 reviews
464,14,23,44,149,360,4.4,51532,590 reviews
465,36,25,26,48,210,4.1,1883677,345 reviews
466,22,14,14,24,63,3.7,1681303,137 reviews
467,29,18,51,117,712,4.6,1522184,927 reviews
468,30,23,32,66,304,4.3,1961135,455 reviews
469,42,41,60,163,642,4.4,1229095,948 reviews
470,42,44,69,127,330,4.1,1533629,612 reviews
471,38,43,64,120,390,4.2,1578285,655 reviews
472,8,19,13,18,35,3.6,2207652,93 reviews
473,3,5,3,11,27,4.1,2171577,49 reviews
474,16,28,26,65,191,4.2,1452671,326 reviews
475,2,4,2,7,20,4.1,2054153,35 reviews
476,2,3,2,4,76,4.7,2077659,87 reviews
477,3,3,4,8,39,4.4,1930429,57 reviews
478,21,20,39,125,322,4.3,903856,527 reviews
479,2,0,4,4,11,4,1992395,21 reviews
480,6,7,6,12,31,3.9,1809698,62 reviews
481,46,37,62,113,274,4,1223544,532 reviews
482,0,1,2,2,19,4.6,2193233,24 reviews
483,22,18,29,66,251,4.3,1959832,386 reviews
484,0,4,7,5,24,4.2,1902782,40 reviews
485,19,22,13,56,132,4.1,1452457,242 reviews
486,5,5,9,8,29,3.9,1861897,56 reviews
487,3,2,1,4,29,4.4,2224434,39 reviews
488,2,1,2,5,13,4.1,1918788,23 reviews
489,4,15,65,225,600,4.5,2109189,909 reviews
490,1,1,3,10,19,4.3,2079283,34 reviews
491,42,32,46,37,158,3.8,1961515,315 reviews
492,5,6,13,17,90,4.4,1903434,131 reviews
493,2,1,0,3,6,3.8,2042927,12 reviews
494,16,14,17,19,49,3.6,1579218,115 reviews
495,3,1,0,3,10,3.9,2195147,17 reviews
496,0,0,1,0,6,4.7,2192649,7 reviews
497,8,10,7,11,31,3.7,2107316,67 reviews
498,1,0,1,0,2,3.5,2198950,4 reviews
499,1,3,1,2,8,3.9,1798412,15 reviews
500,0,0,0,0,6,5,2132777,6 reviews
501,5,4,4,11,84,4.5,1589126,108 reviews
502,1,2,4,6,17,4.2,1998087,30 reviews
503,2,1,7,3,5,3.4,2008118,18 reviews
504,4,5,7,18,46,4.2,2070068,80 reviews
505,6,5,5,13,17,3.7,2107860,46 reviews
506,9,13,15,30,84,4.1,1956796,151 reviews
507,12,9,19,19,108,4.2,1768266,167 reviews
508,0,0,2,2,9,4.5,1992536,13 reviews
509,4,1,4,16,81,4.6,1845338,106 reviews
510,0,5,3,3,41,4.5,1358282,52 reviews
511,2,0,0,2,7,4.1,2080323,11 reviews
512,22,11,14,18,50,3.5,1552538,115 reviews
513,74,45,61,140,386,4,1768290,706 reviews
514,1,2,2,4,23,4.4,1844182,32 reviews
515,4,1,6,5,24,4.1,1903442,40 reviews
516,1,3,2,6,24,4.4,1358274,36 reviews
517,1,1,0,1,5,4,1926443,8 reviews
518,0,0,0,1,2,4.7,1927987,3 reviews
519,2,2,0,7,12,4.1,1795558,23 reviews
520,0,0,2,0,1,3.7,1572189,3 reviews
521,27,37,59,120,785,4.6,2113033,"1,028 reviews"
522,66,77,131,377,"2,564",4.6,2211076,"3,215 reviews"
523,75,122,231,659,"3,866",4.6,1721240,"4,953 reviews"
524,153,181,212,458,"1,911",4.3,1483502,"2,915 reviews"
525,8,18,20,34,240,4.5,2116044,320 reviews
526,81,135,212,565,"1,684",4.4,1888759,"2,677 reviews"
527,163,206,350,770,"2,686",4.3,2209344,"4,175 reviews"
528,2,4,8,18,84,4.5,2115939,116 reviews
529,112,36,28,37,93,2.9,2218725,306 reviews
530,69,93,125,281,"1,108",4.4,1606086,"1,676 reviews"
531,2,13,23,132,477,4.7,2224954,647 reviews
532,1,1,2,8,64,4.8,2201226,76 reviews
533,63,77,148,605,"2,468",4.6,1164771,"3,361 reviews"
534,65,31,32,54,150,3.6,2067809,332 reviews
535,85,113,157,331,661,4,1629500,"1,347 reviews"
536,0,0,1,0,4,4.6,2242782,5 reviews
537,63,117,194,432,955,4.2,1475540,"1,761 reviews"
538,28,32,86,289,"1,337",4.6,1890615,"1,772 reviews"
539,10,19,21,45,192,4.4,1833508,287 reviews
540,47,53,89,202,863,4.4,825802,"1,254 reviews"
541,9,18,32,85,642,4.7,1993948,786 reviews
542,18,31,73,207,673,4.5,2018885,"1,002 reviews"
543,26,16,20,9,49,3.3,2221380,120 reviews
544,26,26,34,84,300,4.3,2055986,470 reviews
545,23,42,69,181,686,4.5,1925775,"1,001 reviews"
546,54,69,112,241,"1,126",4.4,1904820,"1,602 reviews"
547,0,1,2,1,21,4.7,2222834,25 reviews
548,14,27,68,347,"1,227",4.6,2207710,"1,683 reviews"
549,9,9,12,58,195,4.5,1636828,283 reviews
550,3,5,9,20,48,4.2,2201408,85 reviews
551,29,18,51,117,712,4.6,1522184,927 reviews
552,0,1,1,1,9,4.5,2219608,12 reviews
553,17,12,32,49,145,4.1,1782069,255 reviews
554,7,16,17,40,321,4.6,2105120,401 reviews
555,0,0,2,2,21,4.8,2235679,25 reviews
556,42,61,124,365,"1,275",4.5,650226,"1,867 reviews"
557,22,22,50,123,419,4.4,1289511,636 reviews
558,8,13,28,149,478,4.6,1972793,676 reviews
559,38,43,64,120,390,4.2,1578285,655 reviews
560,25,19,27,57,220,4.2,2028082,348 reviews
561,20,26,63,157,241,4.1,2139780,507 reviews
562,38,63,83,144,276,3.9,2017507,604 reviews
563,3,10,8,19,48,4.1,1813906,88 reviews
564,5,5,19,61,359,4.7,2211092,449 reviews
565,23,33,46,63,262,4.2,2016707,427 reviews
566,0,3,2,5,27,4.5,2172799,37 reviews
567,10,8,7,20,104,4.3,2058642,149 reviews
568,6,2,3,13,28,4.1,2178788,52 reviews
569,2,0,4,4,11,4,1992395,21 reviews
570,1,3,3,7,24,4.3,1992437,38 reviews
571,5,13,35,120,393,4.6,2027670,566 reviews
572,29,26,34,63,184,4,1779982,336 reviews
573,6,7,6,12,31,3.9,1809698,62 reviews
574,16,13,13,19,69,3.9,1364785,130 reviews
575,23,29,67,253,"1,725",4.7,1790633,"2,097 reviews"
576,11,6,9,26,75,4.2,1965102,127 reviews
577,73,108,189,467,"1,235",4.3,1357250,"2,072 reviews"
578,25,22,40,67,335,4.4,1888858,489 reviews
579,7,11,7,6,23,3.5,2217008,54 reviews
580,11,8,15,36,100,4.2,1912138,170 reviews
581,0,10,8,13,19,3.8,2111409,50 reviews
582,21,5,5,14,25,3.2,2144665,70 reviews
583,0,1,0,1,15,4.8,2216984,17 reviews
584,1,1,1,3,16,4.5,2228914,22 reviews
585,1,0,2,3,32,4.7,2234565,38 reviews
586,19,35,111,615,"1,341",4.5,1775576,"2,121 reviews"
587,5,10,11,24,72,4.2,1897917,122 reviews
588,3,6,6,28,107,4.5,1779784,150 reviews
589,8,6,6,17,202,4.7,2059608,239 reviews
590,34,46,80,134,223,3.9,1972280,517 reviews
591,7,4,6,16,61,4.3,2089720,94 reviews
592,0,0,2,7,23,4.7,2191484,32 reviews
593,4,6,2,27,68,4.4,1197920,107 reviews
594,6,4,3,9,53,4.3,2124592,75 reviews
595,5,11,11,27,82,4.3,2063741,136 reviews
596,9,6,3,8,59,4.2,1915263,85 reviews
597,0,1,1,2,9,4.5,2196079,13 reviews
598,15,15,20,77,227,4.4,1931104,354 reviews
599,7,12,7,12,39,3.8,2071819,77 reviews
600,30,45,46,88,292,4.1,1901891,501 reviews
601,1,0,3,7,56,4.7,2156446,67 reviews
602,23,17,21,26,169,4.2,2027555,256 reviews
603,0,0,0,1,10,4.9,2246122,11 reviews
604,1,2,8,7,75,4.6,2182210,93 reviews
605,0,0,3,3,13,4.5,2222818,19 reviews
606,3,5,7,11,25,4,1817402,51 reviews
607,13,10,18,33,249,4.5,1877174,323 reviews
608,6,6,9,15,61,4.2,1697184,97 reviews
609,3,5,10,19,58,4.3,1915321,95 reviews
610,79,111,198,608,"1,594",4.4,108829,"2,590 reviews"
611,20,30,57,68,136,3.9,2032753,311 reviews
612,39,50,37,54,188,3.8,1677731,368 reviews
613,18,37,57,124,293,4.2,1644327,529 reviews
614,4,7,10,17,95,4.4,2027522,133 reviews
615,1,3,3,7,13,4,1844612,27 reviews
616,16,18,27,67,280,4.4,2101012,408 reviews
617,7,8,13,16,53,4,1926427,97 reviews
618,0,0,4,2,32,4.7,1927748,38 reviews
619,96,113,84,149,245,3.5,1894377,687 reviews
620,2,2,2,4,13,4,1813930,23 reviews
621,3,3,7,10,21,4,2042042,44 reviews
622,6,4,14,30,182,4.6,1973163,236 reviews
623,0,1,0,1,18,4.8,2121200,20 reviews
624,83,99,83,165,275,3.6,1902014,705 reviews
625,17,17,12,40,94,4,1902246,180 reviews
626,236,192,163,182,379,3.2,1644855,"1,152 reviews"
627,1,0,0,4,65,4.9,1910314,70 reviews
628,3,0,1,1,10,4,2207199,15 reviews
629,34,30,33,23,81,3.4,2028272,201 reviews
630,16,9,9,42,165,4.4,1934645,241 reviews
631,0,0,0,1,3,4.8,2222842,4 reviews
632,1,1,2,4,17,4.4,2071850,25 reviews
633,0,0,1,3,22,4.8,2147114,26 reviews
634,5,10,5,10,46,4.1,2047371,76 reviews
635,6,5,7,16,99,4.5,1875210,133 reviews
636,9,19,17,50,100,4.1,2017499,195 reviews
637,56,58,41,81,282,3.9,2077543,518 reviews
638,0,1,0,2,45,4.9,1955186,48 reviews
639,2,2,5,8,61,4.6,2102382,78 reviews
640,1,4,5,12,50,4.5,1935469,72 reviews
641,4,8,36,101,176,4.3,2199909,325 reviews
642,3,4,4,6,35,4.3,2140648,52 reviews
643,28,72,142,167,85,3.4,2185924,494 reviews
644,6,2,5,11,77,4.5,2041887,101 reviews
645,5,8,4,6,48,4.2,2199883,71 reviews
646,1,3,7,15,71,4.6,1862549,97 reviews
647,3,0,2,1,5,3.5,2222826,11 reviews
648,4,1,4,16,81,4.6,1845338,106 reviews
649,0,0,0,5,11,4.7,1987197,16 reviews
650,1,0,0,0,7,4.5,2229599,8 reviews
651,7,0,1,4,14,3.7,2089761,26 reviews
652,5,8,15,22,64,4.2,2083129,114 reviews
653,42,15,9,18,41,3,1858364,125 reviews
654,11,8,4,7,12,3,2059954,42 reviews
655,12,5,8,24,74,4.2,1942275,123 reviews
656,4,6,19,20,55,4.1,2067858,104 reviews
657,2,1,0,3,4,3.6,2079531,10 reviews
658,3,7,3,2,17,3.7,2112241,32 reviews
659,0,1,2,5,20,4.6,1978477,28 reviews
660,34,43,79,158,416,4.2,1341098,730 reviews
661,1,2,2,4,23,4.4,1844182,32 reviews
662,1,2,2,4,8,3.9,2174977,17 reviews
663,0,0,0,1,11,4.9,1949478,12 reviews
664,0,1,3,9,12,4.3,2019552,25 reviews
665,38,35,13,22,41,3,1961051,149 reviews
666,2,2,2,7,36,4.5,2034734,49 reviews
667,2,2,3,5,11,3.9,2004992,23 reviews
668,2,0,2,3,16,4.3,1875277,23 reviews
669,1,3,8,17,86,4.6,2070092,115 reviews
670,25,32,13,21,65,3.4,2072916,156 reviews
671,3,4,0,2,10,3.6,1826072,19 reviews
672,2,3,3,12,37,4.4,1896976,57 reviews
673,2,5,6,6,25,4.1,1896968,44 reviews
674,3,1,2,8,18,4.2,1920594,32 reviews
675,1,1,1,0,2,3.2,2131274,5 reviews
676,20,25,24,70,228,4.3,1009109,367 reviews
677,2,2,1,2,1,2.8,2230514,8 reviews
678,1,6,1,2,9,3.6,1977529,19 reviews
679,2,3,4,4,4,3.3,1996396,17 reviews
680,12,23,29,52,137,4.1,2071876,253 reviews
681,0,0,0,1,2,4.7,2042687,3 reviews
682,0,0,0,3,4,4.6,2145308,7 reviews
683,11,14,3,15,44,3.8,1911072,87 reviews
684,3,0,1,0,1,2.2,1908581,5 reviews
685,6,1,1,6,19,3.9,2130433,33 reviews
686,0,2,5,11,37,4.5,2043727,55 reviews
687,1,1,0,0,3,3.6,2186096,5 reviews
688,1,0,0,0,2,3.7,2143311,3 reviews
689,7,6,9,14,85,4.4,1697226,121 reviews
690,2,3,0,1,10,3.9,1972314,16 reviews
691,0,0,0,1,2,4.7,1927987,3 reviews
692,3,1,0,0,2,2.5,2082550,6 reviews
693,461,604,877,"2,183","6,941",4.3,2172310,"11,066 reviews"
694,62,92,118,230,819,4.3,1925577,"1,321 reviews"
695,98,104,148,342,"1,460",4.4,2223089,"2,152 reviews"
696,63,112,156,298,729,4.1,1925841,"1,358 reviews"
697,196,220,264,484,"1,374",4,1713155,"2,538 reviews"
698,2,4,8,18,84,4.5,2115939,116 reviews
699,48,97,106,250,655,4.2,1587435,"1,156 reviews"
700,1,1,2,8,64,4.8,2201226,76 reviews
701,63,77,148,605,"2,468",4.6,1164771,"3,361 reviews"
702,8,3,6,16,70,4.3,1848548,103 reviews
703,85,113,157,331,661,4,1629500,"1,347 reviews"
704,17,10,7,22,95,4.1,2221893,151 reviews
705,6,25,20,94,506,4.6,1697275,651 reviews
706,3,8,13,31,56,4.2,2115954,111 reviews
707,9,9,12,58,195,4.5,1636828,283 reviews
708,19,6,10,26,69,3.9,2187847,130 reviews
709,123,177,271,540,"1,224",4.1,1615186,"2,335 reviews"
710,8,13,28,149,478,4.6,1972793,676 reviews
711,5,11,30,59,209,4.5,1994789,314 reviews
712,176,157,205,333,507,3.6,1734730,"1,378 reviews"
713,1,3,3,7,24,4.3,1992437,38 reviews
