brand_name,category,imageAltText,isLimitedEdition,isNew,isOnlineOnly,isSephoraExclusive,listPrice,salePrice,skuId,skuType,valuePrice,review_count,target
Marc Jacobs Beauty,mascara,Marc Jacobs Beauty - Lash Lifter - Gel Definition Mascara,False,False,False,True,26.0,0.0,1501295,Standard,,102,0
IT Cosmetics,mascara,IT Cosmetics - Lash Blowout Mascara,False,True,False,False,25.0,0.0,2273191,Standard,,1,0
Peter Thomas Roth,mascara,Peter Thomas Roth - Lashes To Die For™ The Mascara,False,False,False,False,25.0,0.0,1216951,Standard,,109,0
Givenchy,mascara,Givenchy - Noir Interdit Mascara,False,False,False,False,29.0,0.0,1968437,Standard,,82,0
SEPHORA COLLECTION,mascara,SEPHORA COLLECTION - LashCraft Length & Volume Mascara Mini,False,False,False,True,5.0,0.0,1848662,Standard,,1,0
Benefit Cosmetics,mascara,Benefit Cosmetics - They're Real Double Deal,True,True,False,True,32.0,0.0,2264398,Standard,,1,0
Kat Von D,eyeliner,Kat Von D - Tattoo Liner,False,False,False,True,20.0,0.0,1177567,Standard,,3345,0
Marc Jacobs Beauty,eyeliner,Marc Jacobs Beauty - Highliner Gel Eye Crayon Eyeliner,False,False,False,False,25.0,0.0,1501311,Standard,,1330,0
stila,eyeliner,stila - Stay All Day® Waterproof Liquid Eye Liner,False,False,False,False,22.0,0.0,1221084,Standard,,2063,0
Urban Decay,eyeliner,Urban Decay - 24/7 Glide-On Eye Pencil,False,False,False,False,22.0,0.0,1971522,Standard,,3073,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Retractable Waterproof Eyeliner,False,False,False,True,12.0,0.0,1118033,Standard,,1214,0
Marc Jacobs Beauty,eyeliner,Marc Jacobs Beauty - Fineliner Ultra-Skinny Gel Eye Crayon Eyeliner,False,False,False,False,25.0,0.0,2098655,Standard,,140,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - 12hr Colorful Contour Eyeliner,False,False,False,True,10.0,0.0,1473743,Standard,,535,0
NARS,eyeliner,NARS - High-Pigment Longwear Eyeliner,False,True,False,False,24.0,0.0,2245942,Standard,,1,0
FENTY BEAUTY by Rihanna,eyeliner,FENTY BEAUTY by Rihanna - Flyliner Longwear Liquid Eyeliner,False,False,False,True,20.0,0.0,2094258,Standard,,398,0
Bobbi Brown,eyeliner,Bobbi Brown - Long-Wear Gel Eyeliner,False,False,False,False,27.0,0.0,1287408,Standard,,492,0
Hourglass,eyeliner,Hourglass - 1.5MM Mechanical Gel Eye Liner,False,False,False,False,48.0,0.0,1621523,Standard,,153,0
FENTY BEAUTY by Rihanna,eyeliner,FENTY BEAUTY by Rihanna - Vivid Liquid Eyeliner Trio,True,False,False,True,35.0,0.0,2225845,Standard,,31,0
stila,eyeliner,stila - Smudge Stick Waterproof Eye Liner,False,False,False,False,22.0,0.0,2100972,Standard,,390,0
MAKE UP FOR EVER,eyeliner,MAKE UP FOR EVER - Aqua XL Eye Pencil Waterproof Eyeliner,False,False,False,True,21.0,0.0,1799048,Standard,,159,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Colorful Shadow & Liner,False,False,False,True,14.0,0.0,1642081,Standard,,548,0
tarte,eyeliner,tarte - Tarteist™ Double Take Eyeliner,False,False,False,False,24.0,0.0,1827062,Standard,,184,0
Smashbox,eyeliner,Smashbox - Always Sharp Waterproof Kôhl Eyeliner,False,False,False,False,21.0,0.0,1551902,Standard,,223,0
CLINIQUE,eyeliner,CLINIQUE - Quickliner for Eyes Intense,False,False,False,False,19.0,0.0,1394519,Standard,,109,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Colorful Wink-It Felt Liner Waterproof,False,False,False,True,14.0,0.0,1698695,Standard,,144,0
Urban Decay,eyeliner,Urban Decay - Heavy Metal Glitter Eyeliner,True,False,False,False,21.0,0.0,2234730,Standard,,442,0
CLINIQUE,eyeliner,CLINIQUE - Pretty Easy Liquid Eyelining Pen,False,False,False,False,22.0,0.0,1711639,Standard,,169,0
Kat Von D,eyeliner,Kat Von D - Ink Liner,False,False,False,True,20.0,0.0,1585819,Standard,,579,0
Marc Jacobs Beauty,eyeliner,Marc Jacobs Beauty - Magic Marc'er Precision Pen Waterproof Liquid Eyeliner,False,False,False,False,30.0,0.0,1505213,Standard,,221,0
Benefit Cosmetics,eyeliner,Benefit Cosmetics - Roller Liner Waterproof Liquid Eyeliner,False,False,False,False,22.0,0.0,2181238,Standard,,241,0
Bobbi Brown,eyeliner,Bobbi Brown - Perfectly Defined Gel Eyeliner,False,False,False,False,27.0,0.0,1587674,Standard,,34,0
MAKE UP FOR EVER,eyeliner,"MAKE UP FOR EVER - Artist Color Pencil: Eye, Lip & Brow Pencil",False,False,False,True,18.0,0.0,2072437,Standard,,42,0
NUDESTIX,eyeliner,NUDESTIX - Magnetic Eye Color,False,False,False,False,26.0,0.0,1648633,Standard,,51,0
Kat Von D,eyeliner,Kat Von D - Ink Well Long-Wear Matte Eyeliner,False,False,False,True,20.0,0.0,2089811,Standard,,76,0
Lancôme,eyeliner,Lancôme - ARTLINER - Precision Point EyeLiner,False,False,False,False,30.5,0.0,136952,Standard,,267,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Colorful Waterproof Eyeliner,False,False,False,True,12.0,0.0,1877505,Standard,,96,0
tarte,eyeliner,tarte - Sex Kitten Liquid Liner,False,False,False,False,20.0,0.0,1961069,Standard,,91,0
stila,eyeliner,stila - Stay All Day® Waterproof Liquid Eye Liner - Micro Tip,False,False,False,False,22.0,0.0,2053833,Standard,,45,0
Charlotte Tilbury,eyeliner,Charlotte Tilbury - Rock 'N' Kohl Eyeliner Pencil,False,False,False,False,27.0,0.0,2115558,Standard,,11,0
CLINIQUE,eyeliner,CLINIQUE - Quickliner for Eyes,False,False,False,False,19.0,0.0,203448,Standard,,301,0
Urban Decay,eyeliner,Urban Decay - Partners In Crime - 24/7 Glide-On Eye Pencil Duo,True,True,False,True,25.0,0.0,2266732,Standard,$44.00,1,0
FENTY BEAUTY by Rihanna,eyeliner,"FENTY BEAUTY by Rihanna - Frost Bunny, Frost Hunny, Frost Money Frosted Metal Lipstick 3-pc Set",True,False,False,True,39.0,27.0,2144632,Standard,,25,1
TOM FORD,eyeliner,TOM FORD - Eye Defining Pen,False,False,True,False,59.0,0.0,1987635,Standard,,34,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Easy Smoky Eye,False,False,False,True,14.0,4.0,1837327,Standard,,24,1
Benefit Cosmetics,eyeliner,Benefit Cosmetics - BADgal BANG! 24 Hour Eye Pencil,False,True,False,False,20.0,0.0,2264414,Standard,,1,0
NUDESTIX,eyeliner,NUDESTIX - Nude Metallics For Eyes,True,False,False,True,25.0,0.0,2041788,Standard,$78.00,1,0
MAKE UP FOR EVER,eyeliner,MAKE UP FOR EVER - Aqua XL Ink Eye Liner,False,False,False,True,24.0,0.0,1911700,Standard,,33,0
Kat Von D,eyeliner,Kat Von D - Cake Pencil Eyeliner,False,False,False,True,19.0,0.0,2191849,Standard,,176,0
MILK MAKEUP,eyeliner,MILK MAKEUP - Long Wear Gel Eyeliner,False,False,False,True,22.0,0.0,2117919,Standard,,25,0
Dior,eyeliner,Dior - Diorshow On Stage Liquid Eyeliner,False,False,False,False,30.5,0.0,2050243,Standard,,14,0
PAT McGRATH LABS,eyeliner,PAT McGRATH LABS - Permagel Ultra Glide Eye Pencil,False,False,False,True,28.0,0.0,2005593,Standard,,37,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Long Lasting Eyeliner High Precision Brush,False,False,False,True,12.0,0.0,1370766,Standard,,207,0
ILIA,eyeliner,ILIA - Clean Line Gel Eyeliner,False,True,False,False,26.0,0.0,2274272,Standard,,1,0
Urban Decay,eyeliner,Urban Decay - Heavy Metal Glitter Eyeliner - Sparkle Out Loud Collection,True,False,False,False,21.0,0.0,2234730,Standard,,442,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Long-Lasting 12 HR Wear Eye Liner,False,False,False,True,12.0,0.0,1296284,Standard,,617,0
Shiseido,eyeliner,Shiseido - MicroLiner Ink,False,False,False,False,22.0,0.0,2135879,Standard,,22,0
Dior,eyeliner,Dior - Crayon Eyeliner - Waterproof,False,False,False,False,30.0,0.0,838821,Standard,,103,0
PAT McGRATH LABS,eyeliner,PAT McGRATH LABS - PERMA PRECISION Liquid Eyeliner,False,False,False,False,32.0,0.0,2061133,Standard,,45,0
Laura Mercier,eyeliner,Laura Mercier - Tightline Cake Eye Liner,False,False,False,False,25.0,0.0,1323203,Standard,,79,0
Too Faced,eyeliner,Too Faced - Better Than Sex Waterproof Eyeliner,False,False,False,False,21.0,0.0,2216745,Standard,,1,0
tarte,eyeliner,tarte - Fake Awake Eyeliner,False,False,False,False,20.0,0.0,1900984,Standard,,31,0
Urban Decay,eyeliner,Urban Decay - 24/7 Waterline Eye Pencil,False,False,False,False,21.0,0.0,1744283,Standard,,95,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Long Lasting Kohl Pencil,False,False,False,True,10.0,0.0,1474097,Standard,,91,0
Shiseido,eyeliner,"Shiseido - Kajal Ink Artist Shadow, Liner, Brow",False,False,False,False,25.0,0.0,2135655,Standard,,13,0
Marc Jacobs Beauty,eyeliner,Marc Jacobs Beauty - Highliner Glam Glitter Gel Eyeliner,False,False,False,False,25.0,0.0,2098598,Standard,,170,0
ILIA,eyeliner,ILIA - Clean Line Liquid Eyeliner,False,True,False,False,28.0,0.0,2274298,Standard,,1,0
Kat Von D,eyeliner,Kat Von D - Dagger Tattoo Liner Waterproof Liquid Eyeliner,False,False,False,True,20.0,0.0,2089688,Standard,,55,0
Urban Decay,eyeliner,Urban Decay - Perversion Waterproof Liquid Eyeliner,False,False,False,False,22.0,0.0,2203206,Standard,,6,0
tarte,eyeliner,tarte - Sex Kitten Eyeliner,False,False,False,False,20.0,0.0,1900976,Standard,,29,0
Urban Decay,eyeliner,Urban Decay - 24/7 Glide-On Eye Pencil - Sparkle Out Loud Collection,True,False,False,False,22.0,0.0,2235745,Standard,,2,0
tarte,eyeliner,tarte - Tarteist™ Double Take Eyeliner- Travel Size,False,False,False,False,12.0,0.0,2179083,Standard,,10,0
tarte,eyeliner,tarte - Clay Pot Waterproof Liner,False,False,False,False,21.0,0.0,1961093,Standard,,335,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Hot Line Brush Tip Liquid Liner,False,False,False,True,14.0,0.0,2140788,Standard,,49,0
Lancôme,eyeliner,Lancôme - LE STYLO WATERPROOF - Long Lasting Eyeliner,False,False,False,False,27.0,0.0,1662071,Standard,,95,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Fine Line Felt Tip Eyeliner,False,False,False,True,14.0,0.0,2083236,Standard,,2,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Eye Pencil to go,False,False,False,True,6.0,0.0,2149417,Standard,,2,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Eye Pencil To Go,False,False,False,True,6.0,3.0,1670892,Standard,,47,1
MILK MAKEUP,eyeliner,MILK MAKEUP - Tattoo Stamp,False,False,True,False,12.0,0.0,1916519,Standard,,65,0
IT Cosmetics,eyeliner,IT Cosmetics - Tightline™ 3-in-1 Black Primer - Eyeliner - Mascara,False,False,False,False,24.0,0.0,1877059,Standard,,1,0
Lancôme,eyeliner,Lancôme - DRAMA LIQUI-PENCIL™ Longwear Eyeliner,False,False,False,False,23.0,0.0,1727494,Standard,,226,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Glide Liner,False,False,False,True,14.0,0.0,1990647,Standard,,15,0
Pretty Vulgar,eyeliner,Pretty Vulgar - The Ink Gel Eyeliner,False,False,False,True,24.0,0.0,1949866,Standard,,39,0
Benefit Cosmetics,eyeliner,Benefit Cosmetics - Roller Liner Waterproof Liquid Eyeliner Mini,False,False,False,False,12.0,0.0,2181220,Standard,,35,0
Laura Mercier,eyeliner,Laura Mercier - Kohl Eye Pencil,False,False,False,False,25.0,0.0,1531532,Standard,,140,0
Kat Von D,eyeliner,Kat Von D - Lash Liner Liquid Inner Eyeliner,False,False,False,True,20.0,0.0,2089670,Standard,,99,0
tarte,eyeliner,tarte - Tarteist™ Clay Paint Liner,False,False,False,False,24.0,0.0,1673748,Standard,,251,0
Kat Von D,eyeliner,Kat Von D - Anti-Precision Pencil Eyeliner,False,False,True,True,19.0,0.0,2208486,Standard,,6,0
Bobbi Brown,eyeliner,Bobbi Brown - Long-Wear Eye Pencil,False,False,False,False,27.0,0.0,1386895,Standard,,26,0
Blinc,eyeliner,Blinc - Ultrathin Liquid Eyeliner Pen,False,False,True,False,26.0,0.0,1533819,Standard,,20,0
Urban Decay,eyeliner,Urban Decay - 24/7 Glide-On Eye Pencil - Born To Run Collection,False,False,False,False,22.0,0.0,2083459,Standard,,7,0
bareMinerals,eyeliner,bareMinerals - Lasting Line Long-Wearing Eyeliner,False,False,False,False,17.0,0.0,1576487,Standard,,22,0
Lancôme,eyeliner,Lancôme - GRANDIÔSE Bendable Liquid Eyeliner,False,False,False,False,32.0,0.0,1858653,Standard,,37,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - STYLOGRAPHIC - Dramatic Line Full Intense Felt Liner,True,False,False,True,14.0,5.0,1869098,Standard,,12,1
Urban Decay,eyeliner,Urban Decay - 24/7 Glide-On Eye Pencil - Naked Cherry Collection,False,False,False,False,22.0,0.0,2131670,Standard,,5,0
Charlotte Tilbury,eyeliner,Charlotte Tilbury - The Classic Eye Powder Pencil,False,False,False,False,22.0,0.0,2102457,Standard,,5,0
surratt beauty,eyeliner,surratt beauty - Auto-Graphique Eyeliner,False,False,False,False,42.0,0.0,1672765,Standard,,8,0
IT Cosmetics,eyeliner,"IT Cosmetics - Tightline Waterproof 3-in-1 Black Primer, Eyeliner, & Mascara",False,False,False,False,24.0,0.0,1999010,Standard,,1,0
Charlotte Tilbury,eyeliner,Charlotte Tilbury - The Feline Flick Liquid Eyeliner,False,False,False,False,30.0,0.0,2102549,Standard,,7,0
Kat Von D,eyeliner,Kat Von D - Trooper Black Eyeliner Obsession,True,False,True,True,88.0,0.0,2143840,Standard,$100.00,1,0
stila,eyeliner,stila - Smudge Pots,False,False,False,False,20.0,0.0,756593,Standard,,361,0
bareMinerals,eyeliner,bareMinerals - Round The Clock Intense™ Cream-Glide Eyeliner,False,False,True,False,17.0,0.0,1727205,Standard,,10,0
NUDESTIX,eyeliner,NUDESTIX - Sheer Eye Color,False,False,False,False,26.0,0.0,1648385,Standard,,10,0
NARS,eyeliner,NARS - Larger Than Life Long-Wear Eyeliner,False,False,False,False,26.0,0.0,1344274,Standard,,273,0
Pretty Vulgar,eyeliner,Pretty Vulgar - The Wing Master Eyeliner Brush,False,False,False,True,20.0,0.0,1949890,Standard,,1,0
Too Faced,eyeliner,Too Faced - Glitter POP! Peel-Off Eyeliner,True,False,False,True,22.0,0.0,1994375,Standard,,55,0
TOM FORD,eyeliner,TOM FORD - Emotionproof Eye Liner,False,False,True,False,44.0,0.0,2225357,Standard,,1,0
CLINIQUE,eyeliner,CLINIQUE - High Impact Custom Black Kajal,False,False,False,False,19.0,0.0,1841782,Standard,,4,0
Smashbox,eyeliner,Smashbox - Always On Liquid Eyeliner,False,False,False,False,22.0,0.0,2060556,Standard,,22,0
Dior,eyeliner,Dior - Diorshow Waterproof Pro Liner,False,False,False,True,33.0,0.0,1689793,Standard,,12,0
Marc Jacobs Beauty,eyeliner,Marc Jacobs Beauty - Bestselling Mascara & Gel Eyeliner Set,True,False,False,True,20.0,0.0,1893387,Standard,,1,0
Guerlain,eyeliner,Guerlain - Liquid Eyeliner,False,False,False,False,44.0,0.0,1230432,Standard,,28,0
Blinc,eyeliner,Blinc - Liquid Eyeliner,False,False,True,False,26.0,0.0,1112564,Standard,,62,0
Givenchy,eyeliner,Givenchy - Magic Khol Eye Liner Pencil,False,False,False,True,27.0,0.0,889840,Standard,,30,0
Smashbox,eyeliner,Smashbox - Always On Gel Liner,True,False,False,False,18.0,0.0,1932821,Standard,,18,0
MILK MAKEUP,eyeliner,MILK MAKEUP - Astrology Tattoo Stamps,True,False,True,True,12.0,0.0,2151983,Standard,,1,0
Anastasia Beverly Hills,eyeliner,Anastasia Beverly Hills - Waterproof Crème Color,False,False,False,False,18.0,0.0,1703768,Standard,,53,0
Hourglass,eyeliner,Hourglass - Voyeur Waterproof Liquid Liner,False,False,False,False,34.0,0.0,1892983,Standard,,14,0
Bobbi Brown,eyeliner,Bobbi Brown - Bobbi's Eyecons,True,False,False,False,25.0,0.0,1935840,Standard,,1,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - Mini Colorblock Liner,False,False,False,True,7.0,5.0,1998855,Standard,,17,1
STELLAR,eyeliner,STELLAR - Hyper Eyeliner Retractable Pencil,False,False,False,True,21.0,0.0,1927789,Standard,,6,0
Marc Jacobs Beauty,eyeliner,Marc Jacobs Beauty - Twinkle Pop Eyeshadow Stick Trio,False,False,False,False,54.0,0.0,2143477,Standard,$84.00,3,0
bareMinerals,eyeliner,bareMinerals - LASH DOMINATION® Liquid Eyeliner,False,False,False,False,19.0,0.0,1785021,Standard,,11,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - House of Lashes® x Sephora Collection Art Nouveau Liquid Liner Set,True,False,False,True,28.0,14.0,1895796,Standard,,1,1
Guerlain,eyeliner,Guerlain - The Eye Pencil,False,False,False,False,31.0,0.0,1795103,Standard,,3,0
NARS,eyeliner,NARS - Eyeliner Stylo,False,False,False,False,28.0,0.0,1433945,Standard,,55,0
Benefit Cosmetics,eyeliner,Benefit Cosmetics - They’re Real! Push-Up Liner,False,False,False,False,24.0,0.0,1719731,Standard,,921,0
Givenchy,eyeliner,Givenchy - Liner Disturbia Felt Tip Eyeliner,False,True,False,False,27.0,0.0,2235968,Standard,,1,0
Guerlain,eyeliner,Guerlain - Maxi Lash So Volume Mascara & Eyeliner Set,True,False,True,False,32.0,0.0,2141299,Standard,$64.00,1,0
Anastasia Beverly Hills,eyeliner,Anastasia Beverly Hills - Darkside Waterproof Liner,False,False,False,False,18.0,0.0,1820414,Standard,,9,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - STYLOGRAPHIC - Classic Line High Precision Felt Liner,False,False,False,True,14.0,7.0,1869072,Standard,,29,1
stila,eyeliner,stila - Got Inked™ Cushion Eye Liner,False,False,False,False,28.0,14.0,1711357,Standard,,32,1
Yves Saint Laurent,eyeliner,Yves Saint Laurent - EYELINER EFFET FAUX CILS SHOCKING - Bold Felt-Tip Eyeliner Pen,False,False,False,False,34.0,0.0,1370543,Standard,,16,0
Givenchy,eyeliner,Givenchy - Ombre Couture Cream Eyeshadow,False,False,False,False,26.0,0.0,1575265,Standard,,31,0
Natasha Denona,eyeliner,Natasha Denona - Eye Liner Pencil,False,False,False,False,18.0,0.0,1909696,Standard,,2,0
Wander Beauty,eyeliner,Wander Beauty - Slide Liner Automatic Gel Eyeliner,False,False,True,False,23.0,20.0,1876234,Standard,,4,1
Pretty Vulgar,eyeliner,Pretty Vulgar - Writing on the Wall Eyeliner Pencil,False,False,False,True,22.0,0.0,1949833,Standard,,5,0
Bobbi Brown,eyeliner,Bobbi Brown - Long-Wear Liquid Liner,False,False,False,False,37.0,0.0,2054914,Standard,,9,0
Kat Von D,eyeliner,Kat Von D - Ink Well Long-Wear Matte Eyeliner in Lolita,True,False,False,True,20.0,0.0,2143865,Standard,,13,0
Melt Cosmetics,eyeliner,Melt Cosmetics - Allday Everyday Eyeliner,False,False,True,True,17.0,0.0,2229417,Standard,,2,0
Guerlain,eyeliner,Guerlain - Terracotta Khol Loose Powder Eyeliner,False,False,False,False,41.0,0.0,861690,Standard,,60,0
Laura Mercier,eyeliner,Laura Mercier - Caviar Intense Ink Waterproof Liquid Eyeliner,False,False,False,False,28.0,0.0,2216729,Standard,,3,0
Laura Mercier,eyeliner,Laura Mercier - Longwear Crème Eye Pencil,False,False,False,False,25.0,0.0,1771104,Standard,,2,0
Yves Saint Laurent,eyeliner,Yves Saint Laurent - Dessin Du Regard Waterproof High Impact 16-Hour Wear Color Eye Pencil,False,False,False,False,30.0,0.0,1836105,Standard,,6,0
NUDESTIX,eyeliner,NUDESTIX - Rock N' Roller Easy Eyeliner Ink,False,False,False,False,26.0,0.0,2041747,Standard,,13,0
Benefit Cosmetics,eyeliner,Benefit Cosmetics - Roller Eye Bright Pencil,False,False,False,False,20.0,0.0,2181253,Standard,,1,0
TOM FORD,eyeliner,TOM FORD - Eye Kohl Intense,False,False,True,False,39.0,0.0,1993732,Standard,,3,0
TOM FORD,eyeliner,TOM FORD - Shade and Illuminate Eye Kohl Duo,False,False,False,False,44.0,0.0,2145324,Standard,,1,0
Ciaté London,eyeliner,Ciaté London - Wonderwand Gel-kohl Eyeliner Pencil,False,False,False,False,18.0,0.0,1840537,Standard,,8,0
rms beauty,eyeliner,rms beauty - multEYEtasker Luminizing Pencil,False,False,True,False,22.0,0.0,2122935,Standard,,3,0
Christian Louboutin,eyeliner,Christian Louboutin - Luminous Ink Liner,False,False,True,False,75.0,0.0,1936798,Standard,,4,0
MAKE UP FOR EVER,eyeliner,MAKE UP FOR EVER - Graphic Liner,False,False,False,True,24.0,0.0,1656917,Standard,,12,0
Antonym,eyeliner,Antonym - Certified Natural Waterproof Eye Pencil,False,False,True,False,19.0,0.0,1977578,Standard,,3,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - PRO Tapered Liner Brush #33,False,False,False,True,18.0,0.0,1774215,Standard,,1,0
Giorgio Armani Beauty,eyeliner,Giorgio Armani Beauty - Smooth Silk Eye Pencil,False,False,False,False,30.0,0.0,1575588,Standard,,4,0
Christian Louboutin,eyeliner,Christian Louboutin - Velvet Eye Definer,False,False,True,False,40.0,0.0,1936731,Standard,,2,0
Pretty Vulgar,eyeliner,Pretty Vulgar - Vixen Glimmer Eyeliner & Shadow Topper,False,False,False,True,20.0,0.0,2043693,Standard,,2,0
Kat Von D,eyeliner,Kat Von D - Ultra Ink Liner,False,False,False,True,20.0,0.0,2226793,Standard,,10,0
Grande Cosmetics,eyeliner,Grande Cosmetics - GrandeLINER Lash Boosting Eyeliner,False,False,True,False,40.0,0.0,2200061,Standard,,1,0
KEVYN AUCOIN,eyeliner,KEVYN AUCOIN - The Precision Eye Definer,False,False,False,False,32.0,0.0,1821875,Standard,,3,0
Givenchy,eyeliner,Givenchy - Phenomen'Eyes Liner,False,False,True,False,34.0,0.0,2235976,Standard,,1,0
trèStiQue,eyeliner,"trèStiQue - Line, Sharpen & Smudge Eye Pencil",False,False,True,False,19.0,0.0,1901370,Standard,,3,0
Givenchy,eyeliner,Givenchy - Liner Couture Precision Felt-Tip Eyeliner,False,False,False,False,33.0,0.0,1797661,Standard,,16,0
Bobbi Brown,eyeliner,Bobbi Brown - The Original Long-Wear Gel Eyeliner To Go,True,False,False,True,25.0,0.0,1836246,Standard,,1,0
SEPHORA COLLECTION,eyeliner,SEPHORA COLLECTION - MOSCHINO + SEPHORA Marker Eyeliner,True,False,False,True,18.0,0.0,2145514,Standard,,7,0
Giorgio Armani Beauty,eyeliner,Giorgio Armani Beauty - Eyes To Kill Liquid Eye Liner,False,False,False,False,36.0,0.0,1360270,Standard,,1,0
Guerlain,eyeliner,Guerlain - Precision Felt Eyeliner,False,False,False,False,35.0,0.0,1865245,Standard,,2,0
surratt beauty,eyeliner,surratt beauty - Auto-Graphique Eyeliner Refill,False,False,False,False,18.0,0.0,1672773,Standard,,1,0
Marc Jacobs Beauty,eyeliner,Marc Jacobs Beauty - Waterproof Eyeliner & Volumizing Mascara - Fall Runway Edition,True,False,False,False,49.0,0.0,2125458,Standard,,1,0
STELLAR,eyeliner,STELLAR - Hyper Eyeliner Liquid Pen,False,False,False,True,21.0,0.0,1927771,Standard,,2,0
Kaja,eyeliner,Kaja - Wink Stamp Wing Eyeliner,False,True,False,True,25.0,0.0,2251668,Standard,,1,0
Pretty Vulgar,eyeliner,Pretty Vulgar - On Point Liquid Eyeliner Pen,False,False,False,True,22.0,0.0,1949858,Standard,,1,0
Givenchy,eyeliner,Givenchy - Khol Couture Waterproof Retractable Eyeliner,False,False,False,False,27.0,0.0,1797752,Standard,,11,0
Givenchy,eyeliner,Givenchy - Liner Vinyl,True,False,False,False,33.0,0.0,1967538,Standard,,1,0
Anastasia Beverly Hills,eyebrow-makeup-pencils,Anastasia Beverly Hills - Brow Wiz,False,False,False,False,21.0,0.0,1056084,Standard,,2835,0
Benefit Cosmetics,eyebrow-makeup-pencils,Benefit Cosmetics - Gimme Brow+ Volumizing Eyebrow Gel,False,False,False,False,24.0,0.0,2080224,Standard,,882,0
Benefit Cosmetics,eyebrow-makeup-pencils,"Benefit Cosmetics - Precisely, My Brow Pencil Ultra Fine Shape & Define",False,False,False,False,24.0,0.0,2217479,Standard,,874,0
Anastasia Beverly Hills,eyebrow-makeup-pencils,Anastasia Beverly Hills - DIPBROW™ Pomade,False,False,False,False,18.0,0.0,1578699,Standard,,2019,0
MILK MAKEUP,eyebrow-makeup-pencils,MILK MAKEUP - KUSH Growhouse Lash + Brow Serum,False,True,False,True,48.0,0.0,2217545,Standard,,1,0
Anastasia Beverly Hills,eyebrow-makeup-pencils,Anastasia Beverly Hills - Brow Definer,False,False,False,False,23.0,0.0,1790534,Standard,,653,0
Benefit Cosmetics,eyebrow-makeup-pencils,Benefit Cosmetics - Goof Proof Brow Pencil Easy Shape & Fill,False,False,False,False,24.0,0.0,2217511,Standard,,269,0
SEPHORA COLLECTION,eyebrow-makeup-pencils,SEPHORA COLLECTION - Retractable Brow Pencil - Waterproof,False,False,False,True,12.0,0.0,1317395,Standard,,675,0
Anastasia Beverly Hills,eyebrow-makeup-pencils,Anastasia Beverly Hills - Clear Brow Gel,False,False,False,False,22.0,0.0,1012855,Standard,,714,0
Grande Cosmetics,eyebrow-makeup-pencils,Grande Cosmetics - GrandeBROW Brow Enhancing Serum,False,False,False,False,70.0,0.0,2114817,Standard,,1,0
Benefit Cosmetics,eyebrow-makeup-pencils,Benefit Cosmetics - Great Brow Basics Pencil & Gel Set,True,False,False,False,36.0,0.0,2217396,Standard,$60.00,6,0
Dior,eyebrow-makeup-pencils,Dior - Diorshow Brow Styler Ultra-Fine Precision Brow Pencil,False,False,False,False,29.0,0.0,1178219,Standard,,221,0
Anastasia Beverly Hills,eyebrow-makeup-pencils,Anastasia Beverly Hills - Brow Powder Duo,False,False,False,False,23.0,0.0,929778,Standard,,862,0
Shiseido,eyebrow-makeup-pencils,Shiseido - Full Lash and Brow Serum,False,False,False,False,36.0,0.0,1733880,Standard,,1,0
Hourglass,eyebrow-makeup-pencils,Hourglass - Arch Brow Micro Sculpting Pencil,False,True,False,False,28.0,0.0,2251544,Standard,,55,0
Anastasia Beverly Hills,eyebrow-makeup-pencils,Anastasia Beverly Hills - Power Duo Brow Kit,True,False,False,False,25.0,0.0,2203594,Standard,$30.00,13,0
Benefit Cosmetics,eyebrow-makeup-pencils,Benefit Cosmetics - Gimme Brow+ Volumizing Eyebrow Gel Mini,False,False,False,False,12.0,0.0,2181329,Standard,,36,0
Anastasia Beverly Hills,eyebrow-makeup-pencils,Anastasia Beverly Hills - DIPBROW® Gel,False,False,False,False,18.0,0.0,2182111,Standard,,98,0
Anastasia Beverly Hills,eyebrow-makeup-pencils,Anastasia Beverly Hills - Perfect Brow Pencil,False,False,False,False,23.0,0.0,764936,Standard,,410,0
MILK MAKEUP,eyebrow-makeup-pencils,MILK MAKEUP - KUSH Fiber Brow Gel,False,False,False,True,20.0,0.0,2100501,Standard,,184,0
