brand_name,category,imageAltText,isLimitedEdition,isNew,isOnlineOnly,isSephoraExclusive,listPrice,salePrice,skuId,skuType,valuePrice,review_count,target
CLINIQUE,makeup-primer-face-primer,CLINIQUE - Superprimer Face Primer - Universal Face Primer,False,False,False,False,30.0,0.0,1540202,Standard,,1,0
Dior,makeup-primer-face-primer,Dior - Diorskin Forever & Ever Wear Makeup Primer SPF 20,False,False,False,False,46.0,0.0,1788801,Standard,,1,0
COOLA,makeup-primer-face-primer,COOLA - Daydream™ Mineral Primer SPF 30,False,False,False,False,42.0,0.0,1819515,Standard,,1,0
Laura Mercier,makeup-primer-face-primer,Laura Mercier - Foundation Primer,False,False,False,False,38.0,0.0,870113,Standard,,1,0
Kopari,makeup-primer-face-primer,Kopari - Coconut Rose Toner,False,False,False,False,25.0,0.0,1918705,Standard,,1,0
Benefit Cosmetics,makeup-primer-face-primer,Benefit Cosmetics - The POREfessional: Matte Rescue Invisible Finish Mattifying Gel,False,False,False,False,32.0,0.0,1789122,Standard,,1,0
Touch In Sol,makeup-primer-face-primer,Touch In Sol - No Poreblem Priming Eraser,False,False,False,True,14.0,9.0,2076396,Standard,,1,1
Giorgio Armani Beauty,makeup-primer-face-primer,Giorgio Armani Beauty - Fluid Master Primer,False,False,False,False,58.0,42.0,1359850,Standard,,1,1
Bobbi Brown,makeup-primer-face-primer,Bobbi Brown - Primer Plus Mattifier,False,False,False,False,40.0,0.0,2087344,Standard,,1,0
Smashbox,makeup-primer-face-primer,Smashbox - Photo Finish Primer Oil,False,False,False,False,42.0,0.0,1783224,Standard,,28,0
Giorgio Armani Beauty,makeup-primer-face-primer,Giorgio Armani Beauty - Maestro UV Skin Defense Primer SPF 50,False,False,False,False,64.0,0.0,1803048,Standard,,1,0
Estée Lauder,makeup-primer-face-primer,Estée Lauder - The Mattifier Shine Control Perfecting Primer + Finisher,False,False,False,False,38.0,0.0,1930320,Standard,,1,0
ILIA,makeup-primer-face-primer,ILIA - True Skin Radiant Priming Serum,False,False,False,False,52.0,0.0,2196780,Standard,,1,0
SEPHORA COLLECTION,makeup-primer-face-primer,SEPHORA COLLECTION - Beauty Amplifier Mattifying H2O Gel Primer Mini,True,False,False,True,9.0,5.0,1949692,Standard,,1,1
Yves Saint Laurent,makeup-primer-face-primer,Yves Saint Laurent - TOP SECRETS Instant Matte Pore Refiner,False,False,False,False,34.0,0.0,2225571,Standard,,1,0
Peter Thomas Roth,makeup-primer-face-primer,Peter Thomas Roth - Max Anti-Shine Mattifying Gel,False,False,False,False,35.0,0.0,571257,Standard,,1,0
Urban Decay,makeup-primer-face-primer,Urban Decay - Ultimate Ozone Multipurpose Primer Pencil,False,False,False,False,18.0,0.0,1704550,Standard,,1,0
Josie Maran,makeup-primer-face-primer,Josie Maran - Argan Moonstone Drops Makeup Priming and Highlighting Oil,False,False,False,True,48.0,0.0,1973569,Standard,,1,0
Dr. Brandt Skincare,makeup-primer-face-primer,Dr. Brandt Skincare - pores no more® Luminizer Primer,False,False,False,False,38.0,0.0,1898717,Standard,,1,0
BECCA,makeup-primer-face-primer,BECCA - First Light Filter Face Primer Mini,False,False,False,False,21.0,0.0,1964576,Standard,,1,0
Hourglass,makeup-primer-face-primer,Hourglass - Ambient Light Correcting Primer,False,False,False,False,44.0,0.0,1792670,Standard,,39,0
Peter Thomas Roth,makeup-primer-face-primer,Peter Thomas Roth - Skin To Die For® Redness-Reducing Treatment Primer,False,True,True,False,38.0,0.0,2270312,Standard,,1,0
Dermalogica,makeup-primer-face-primer,Dermalogica - Skinperfect Primer SPF 30,False,False,False,False,53.0,0.0,2221190,Standard,,1,0
COVER FX,makeup-primer-face-primer,COVER FX - Water Cloud Primer,False,False,False,False,38.0,0.0,2181105,Standard,,1,0
Lancôme,makeup-primer-face-primer,Lancôme - Prep & Matte Primer,False,False,False,False,35.0,0.0,2109221,Standard,,1,0
Clarins,makeup-primer-face-primer,Clarins - Instant Smooth Perfecting Touch,False,False,False,False,39.0,0.0,1029859,Standard,,1,0
Clarins,makeup-primer-face-primer,Clarins - Beauty Flash Balm,False,False,False,False,48.0,0.0,74476,Standard,,1,0
Smashbox,makeup-primer-face-primer,Smashbox - Photo Finish Mattify Primer Stick,False,False,False,False,32.0,0.0,1974153,Standard,,28,0
Marc Jacobs Beauty,makeup-primer-face-primer,Marc Jacobs Beauty - Under(cover) Blurring Coconut Face Primer,False,False,False,False,39.0,0.0,2207637,Standard,,1,0
Dr. Barbara Sturm,makeup-primer-face-primer,Dr. Barbara Sturm - Anti-Aging Primer,False,True,True,False,96.0,0.0,2270296,Standard,,1,0
Smashbox,makeup-primer-face-primer,Smashbox - Photo Finish Foundation Primer SPF 20,False,False,False,False,42.0,0.0,1478007,Standard,,28,0
KEVYN AUCOIN,makeup-primer-face-primer,KEVYN AUCOIN - The Celestial Skin Liquid Lighting Highlighter,False,False,False,False,52.0,0.0,1697184,Standard,,20,0
Laura Mercier,makeup-primer-face-primer,Laura Mercier - Foundation Primer- Blemish-less,False,False,False,False,38.0,0.0,1821503,Standard,,1,0
bareMinerals,makeup-primer-face-primer,bareMinerals - Prime Time Foundation Primer - Brightening,False,False,False,False,25.0,0.0,1310564,Standard,,50,0
Perricone MD,makeup-primer-face-primer,Perricone MD - No Makeup Instant Blur,False,False,False,False,55.0,0.0,2212041,Standard,,1,0
COOLA,makeup-primer-face-primer,COOLA - Dawn Patrol™ Classic Makeup Primer SPF 30,False,False,False,False,42.0,0.0,1949718,Standard,,1,0
MAKE UP FOR EVER,makeup-primer-face-primer,MAKE UP FOR EVER - Ultra HD Skin Booster,False,False,False,True,41.0,0.0,1911320,Standard,,30,0
tarte,makeup-primer-face-primer,tarte - Radiance Drops - Sea Collection,False,False,False,True,32.0,0.0,1962000,Standard,,1,0
Estée Lauder,makeup-primer-face-primer,Estée Lauder - The Smoother Universal Perfecting Primer,False,False,False,False,38.0,0.0,1930338,Standard,,1,0
Givenchy,makeup-primer-face-primer,Givenchy - Prisme Primer,False,False,False,True,41.0,0.0,2115244,Standard,,2,0
Dr. Brandt Skincare,makeup-primer-face-primer,Dr. Brandt Skincare - pores no more® multi-performance stick,False,False,False,False,35.0,0.0,1899111,Standard,,1,0
beautyblender,makeup-primer-face-primer,beautyblender - THE LEVELER™ Pore Minimizing Primer,False,False,False,True,32.0,0.0,2191161,Standard,,62,0
KORRES,makeup-primer-face-primer,KORRES - Greek Yoghurt Smoothie Priming Moisturiser,False,False,False,True,42.0,0.0,1901602,Standard,,1,0
Lancôme,makeup-primer-face-primer,Lancôme - Blur & Go Stick,False,False,False,False,39.0,0.0,2109171,Standard,,1,0
BECCA,makeup-primer-face-primer,BECCA - Skin Love Glow Elixir,False,False,False,False,48.0,0.0,2089308,Standard,,1,0
Son & Park,makeup-primer-face-primer,Son & Park - Beauty Filter Cream Glow,False,False,False,True,32.0,0.0,2048833,Standard,,1,0
TOM FORD,makeup-primer-face-primer,TOM FORD - Illuminating Primer,False,False,False,False,76.0,0.0,1992775,Standard,,1,0
philosophy,makeup-primer-face-primer,philosophy - anti-wrinkle miracle worker primer+ line-correcting primer,False,False,False,False,38.0,0.0,2189371,Standard,,1,0
ILIA,makeup-primer-face-primer,ILIA - Prime & Set Mini Duo,True,False,False,True,23.0,0.0,2217875,Standard,,1,0
Urban Decay,makeup-primer-face-primer,Urban Decay - Rebound Collagen-Infused Complexion Prep Priming Spray,False,False,False,False,32.0,0.0,2031250,Standard,,1,0
KORRES,makeup-primer-face-primer,KORRES - Wild Rose Smoothie Brightening Priming Moisturiser,False,False,False,True,45.0,0.0,1986108,Standard,,1,0
Benefit Cosmetics,makeup-primer-face-primer,Benefit Cosmetics - The POREfessional Pearl Primer Mini,False,False,False,False,13.0,0.0,2031615,Standard,,22,0
HUDA BEAUTY,makeup-primer-face-primer,HUDA BEAUTY - Matte Perfection Pre-Makeup Base Primer,False,False,False,True,32.0,0.0,2114130,Standard,,1,0
bareMinerals,makeup-primer-face-primer,bareMinerals - Combo Control Milky Face Primer,False,False,False,False,26.0,0.0,1968114,Standard,,1,0
beautyblender,makeup-primer-face-primer,beautyblender - Opal Essence™ Serum Primer,False,False,False,True,32.0,0.0,2191187,Standard,,1,0
Estée Lauder,makeup-primer-face-primer,Estée Lauder - The Illuminator Radiant Perfecting Primer + Finisher,False,False,False,False,38.0,0.0,1930346,Standard,,1,0
Algenist,makeup-primer-face-primer,Algenist - REVEAL Color Correcting Radiant Primer,False,False,False,False,36.0,0.0,1792951,Standard,,15,0
tarte,makeup-primer-face-primer,tarte - Mini Quench Hydrating Primer - Sea Collection,False,True,False,True,16.0,0.0,2254621,Standard,,1,0
Erborian,makeup-primer-face-primer,Erborian - Pink Perfect Pore Minimizing Primer,False,False,False,False,39.0,0.0,1929132,Standard,,1,0
CLINIQUE,makeup-primer-face-primer,CLINIQUE - Redness Solutions Daily Protective Base SPF 15,False,False,False,False,25.0,0.0,1066737,Standard,,1,0
Winky Lux,makeup-primer-face-primer,Winky Lux - Whipped Cream Primer,False,False,True,False,20.0,0.0,2187193,Standard,,1,0
Lancer,makeup-primer-face-primer,Lancer - Studio Filter™ Pore Perfecting Primer,True,False,True,True,58.0,0.0,2006799,Standard,,1,0
CLINIQUE,makeup-primer-face-primer,CLINIQUE - City Block Sheer Oil-Free Daily Face Protector SPF 25,False,False,False,False,27.0,0.0,999565,Standard,,1,0
Erborian,makeup-primer-face-primer,Erborian - Extra Matte Ultra Mattifying Primer,False,False,True,False,42.0,0.0,2087419,Standard,,1,0
bareMinerals,makeup-primer-face-primer,bareMinerals - Good Hydrations Silky Face Primer,False,False,False,False,26.0,0.0,1968122,Standard,,1,0
KORRES,makeup-primer-face-primer,KORRES - Quercetin & Oak Antiageing Primer,False,False,False,True,33.0,0.0,1229624,Standard,,1,0
Kaja,makeup-primer-face-primer,Kaja - Dream Puff Radiant Mousse Primer,False,False,False,True,26.0,0.0,2207249,Standard,,4,0
ILIA,makeup-primer-face-primer,ILIA - Cucumber Water Stick,False,False,False,False,42.0,0.0,1948108,Standard,,1,0
SEPHORA COLLECTION,makeup-primer-face-primer,SEPHORA COLLECTION - Beauty Amplifier Hydrating Face Primer,False,False,False,True,16.0,0.0,2117893,Standard,,1,0
beautyblender,makeup-primer-face-primer,beautyblender - Selfie Shield™ Broad Spectrum SPF 38 Dry Oil Primer,False,False,False,True,32.0,0.0,2191195,Standard,,1,0
TOM FORD,makeup-primer-face-primer,TOM FORD - Face Protect SPF 50,False,False,False,False,76.0,0.0,1875608,Standard,,1,0
Pretty Vulgar,makeup-primer-face-primer,Pretty Vulgar - Bird's Nest Blurring Beauty Mousse Foundation,False,False,False,True,36.0,0.0,1950328,Standard,,5,0
Guerlain,makeup-primer-face-primer,Guerlain - Blurring Active Primer,False,False,False,False,45.0,0.0,1967231,Standard,,1,0
Ciaté London,makeup-primer-face-primer,Ciaté London - Dewy Spritz,False,False,False,True,25.0,0.0,2029569,Standard,,1,0
stila,makeup-primer-face-primer,stila - One Step Prime,False,False,False,False,36.0,0.0,1968825,Standard,,1,0
Wander Beauty,makeup-primer-face-primer,Wander Beauty - Smooth Sailing Perfecting Primer,False,False,True,False,36.0,0.0,2199750,Standard,,1,0
NUDESTIX,makeup-primer-face-primer,NUDESTIX - Blur Pencil,False,False,False,False,26.0,0.0,1671874,Standard,,1,0
SEPHORA COLLECTION,makeup-primer-face-primer,SEPHORA COLLECTION - Beauty Amplifier Pore Primer,False,False,False,True,14.0,0.0,1991140,Standard,,1,0
Cinema Secrets,makeup-primer-face-primer,Cinema Secrets - Super Sealer Mattifying Setting Spray,False,False,True,False,24.0,0.0,1768191,Standard,,1,0
Bobbi Brown,makeup-primer-face-primer,Bobbi Brown - Primer Plus Hydrating 3 in 1 Setting Spray,False,False,False,False,35.0,0.0,2087351,Standard,,1,0
CLINIQUE,makeup-primer-face-primer,CLINIQUE - Superprimer Face Primer - Colour Corrects Redness,False,False,False,False,30.0,0.0,1540228,Standard,,1,0
Pretty Vulgar,makeup-primer-face-primer,Pretty Vulgar - Detox and Chill Lava Water Foundation Primer,False,False,False,False,38.0,0.0,2112720,Standard,,1,0
Natasha Denona,makeup-primer-face-primer,Natasha Denona - Magic Primer Anti-Shine Flawless Face Base,False,False,False,False,55.0,0.0,1874874,Standard,,1,0
Givenchy,makeup-primer-face-primer,Givenchy - Matte and Blur Primer Stick,True,False,False,False,38.0,0.0,2042752,Standard,,1,0
MAKE UP FOR EVER,makeup-primer-face-primer,MAKE UP FOR EVER - Mixing Balm,False,False,True,True,26.0,0.0,2112696,Standard,,1,0
INC.redible,makeup-primer-face-primer,INC.redible - Good Day Jelly Spray,False,False,False,False,15.0,0.0,2206530,Standard,,1,0
FENTY BEAUTY by Rihanna,makeup-primer-face-primer,FENTY BEAUTY by Rihanna - Pro Filt'r Hydrating Primer,False,True,False,True,32.0,0.0,2268449,Standard,,1,0
Origins,makeup-primer-face-primer,Origins - Original Skin™ Pore Perfecting Cooling Primer with Willowherb,False,False,False,True,32.0,0.0,2016475,Standard,,1,0
COVER FX,makeup-primer-face-primer,COVER FX - Blurring Primer,False,False,False,False,38.0,0.0,2181089,Standard,,1,0
trèStiQue,makeup-primer-face-primer,trèStiQue - Magic Mattifying Balm & Blotting Sheet Duo,False,False,False,False,28.0,0.0,1901289,Standard,,1,0
COVER FX,makeup-primer-face-primer,COVER FX - Dewy Skin Primer,False,False,False,False,38.0,0.0,2181113,Standard,,1,0
BECCA,makeup-primer-face-primer,BECCA - Becca Primer Collection,False,False,False,False,39.0,0.0,1901859,Standard,,1,0
Laura Mercier,setting-powder-face-powder,Laura Mercier - Translucent Loose Setting Powder,False,False,False,False,39.0,0.0,870618,Standard,,1555,0
Urban Decay,setting-powder-face-powder,Urban Decay - All Nighter Long-Lasting Makeup Setting Spray,False,False,False,False,33.0,0.0,1900000,Standard,,1,0
Kat Von D,setting-powder-face-powder,Kat Von D - Lock-It Finishing Powder,False,False,False,True,29.0,0.0,1914472,Standard,,54,0
Charlotte Tilbury,setting-powder-face-powder,Charlotte Tilbury - Airbrush Flawless Finish Setting Powder,False,False,False,False,45.0,0.0,2116341,Standard,,87,0
Givenchy,setting-powder-face-powder,Givenchy - Prisme Libre Loose Powder,False,False,False,False,60.0,0.0,1661461,Standard,,56,0
FENTY BEAUTY by Rihanna,setting-powder-face-powder,FENTY BEAUTY by Rihanna - Pro Filt'r Instant Retouch Setting Powder,False,False,False,True,32.0,0.0,2173607,Standard,,188,0
Caudalie,setting-powder-face-powder,Caudalie - Beauty Elixir,True,True,False,True,49.0,0.0,2250066,Standard,,1,0
Hourglass,setting-powder-face-powder,Hourglass - Veil™ Translucent Setting Powder,False,False,False,False,46.0,0.0,2071769,Standard,,288,0
Hourglass,setting-powder-face-powder,Hourglass - Ambient® Lighting Powder,False,False,False,False,48.0,0.0,1483502,Standard,,583,0
bareMinerals,setting-powder-face-powder,bareMinerals - Mineral Veil Setting Powder,False,False,False,False,24.0,0.0,1073014,Standard,,1158,0
HUDA BEAUTY,setting-powder-face-powder,HUDA BEAUTY - Easy Bake Loose Baking & Setting Powder,False,False,False,True,34.0,0.0,2114072,Standard,,136,0
MAKE UP FOR EVER,setting-powder-face-powder,MAKE UP FOR EVER - Ultra HD Microfinishing Loose Powder,False,False,False,True,36.0,0.0,1911395,Standard,,63,0
Too Faced,setting-powder-face-powder,Too Faced - Sex On The Peach Complexion Set,True,False,False,True,45.0,0.0,2061992,Standard,$85.00,1,0
Urban Decay,setting-powder-face-powder,Urban Decay - De-Slick Oil-Control Makeup Setting Spray,False,False,False,False,33.0,0.0,1899996,Standard,,1,0
SEPHORA COLLECTION,setting-powder-face-powder,SEPHORA COLLECTION - MicroSmooth Baked Foundation Face Powder,False,False,False,True,22.0,0.0,1372168,Standard,,253,0
PAT McGRATH LABS,setting-powder-face-powder,PAT McGRATH LABS - Skin Fetish: Sublime Perfection Setting Powder,False,True,False,True,55.0,0.0,2271138,Standard,,5,0
IT Cosmetics,setting-powder-face-powder,IT Cosmetics - CC+ Airbrush Perfecting Powder,False,True,False,False,35.0,0.0,2227619,Standard,,46,0
FENTY BEAUTY by Rihanna,setting-powder-face-powder,FENTY BEAUTY by Rihanna - Invisimatte Blotting Powder,False,False,False,True,32.0,0.0,1925932,Standard,,1,0
Too Faced,setting-powder-face-powder,Too Faced - Peach Perfect Mattifying Setting Powder – Peaches and Cream Collection,False,False,False,False,33.0,0.0,2203446,Standard,,271,0
MILK MAKEUP,setting-powder-face-powder,MILK MAKEUP - Blur Spray,False,False,False,False,28.0,14.0,1913417,Standard,,1,1
COVER FX,setting-powder-face-powder,COVER FX - Perfect Setting Powder,False,False,False,True,35.0,0.0,1889963,Standard,,157,0
Urban Decay,setting-powder-face-powder,Urban Decay - All Nighter Long-Lasting Makeup Setting Spray - Summer Solstice,True,False,False,False,33.0,0.0,2225720,Standard,,1,0
Laura Mercier,setting-powder-face-powder,Laura Mercier - Secret Brightening Powder for Under Eyes,False,False,False,False,28.0,0.0,870675,Standard,,246,0
MAKE UP FOR EVER,setting-powder-face-powder,MAKE UP FOR EVER - Ultra HD Microfinishing Pressed Powder,False,False,False,True,37.0,0.0,1911353,Standard,,37,0
Kat Von D,setting-powder-face-powder,Kat Von D - Lock-It Finishing Powder Refill,False,False,False,True,19.0,0.0,1927227,Standard,,4,0
CLINIQUE,setting-powder-face-powder,CLINIQUE - Superpowder Double Face Makeup,False,False,False,False,28.5,0.0,51904,Standard,,132,0
Hourglass,setting-powder-face-powder,Hourglass - Ambient® Lighting Palette,False,False,False,False,64.0,0.0,1606086,Standard,,336,0
Kat Von D,setting-powder-face-powder,Kat Von D - Lock-It Setting Powder,False,False,False,False,31.0,0.0,1822204,Standard,,479,0
FENTY BEAUTY by Rihanna,setting-powder-face-powder,FENTY BEAUTY by Rihanna - Pro Filt'r Mini Instant Retouch Setting Powder,False,False,False,True,18.0,0.0,2211126,Standard,,188,0
Too Faced,setting-powder-face-powder,Too Faced - Hangover 3-in-1 Replenishing Primer & Setting Spray,False,False,False,False,32.0,0.0,1952928,Standard,,1,0
bareMinerals,setting-powder-face-powder,bareMinerals - All-Over Face Color,False,False,False,False,22.0,0.0,1164771,Standard,,673,0
Laura Mercier,setting-powder-face-powder,Laura Mercier - Mineral Powder,False,False,False,False,42.0,0.0,999037,Standard,,316,0
IT Cosmetics,setting-powder-face-powder,IT Cosmetics - Bye Bye Pores Pressed™ Poreless Finish Airbrush Pressed Powder,False,False,False,False,29.0,0.0,1868264,Standard,,1,0
BECCA,setting-powder-face-powder,BECCA - Hydra-Mist Set & Refresh Powder,False,False,False,False,39.0,0.0,2037554,Standard,,302,0
bareMinerals,setting-powder-face-powder,bareMinerals - bareSkin™ PERFECTING VEIL Finishing Powder,False,False,False,False,27.0,0.0,1727379,Standard,,40,0
Urban Decay,setting-powder-face-powder,Urban Decay - All Nighter Setting Spray & Eyeshadow Primer Set,True,False,False,False,25.0,0.0,2201341,Standard,$39.00,1,0
tarte,setting-powder-face-powder,tarte - Smooth Operator™ Amazonian Clay Tinted Pressed Finishing Powder,False,False,False,False,34.0,0.0,1659515,Standard,,187,0
Supergoop!,setting-powder-face-powder,Supergoop! - Invincible Setting Powder SPF 45,False,False,False,False,30.0,0.0,2042836,Standard,,81,0
MAKE UP FOR EVER,setting-powder-face-powder,MAKE UP FOR EVER - Mist & Fix Hydrating Setting Spray,False,False,False,True,28.0,0.0,2214781,Standard,,1,0
Tatcha,setting-powder-face-powder,Tatcha - The Satin Skin Mist,False,True,False,True,48.0,0.0,2181014,Standard,,1,0
Laura Mercier,setting-powder-face-powder,Laura Mercier - Translucent Pressed Setting Powder,False,False,False,False,39.0,0.0,2107852,Standard,,7,0
Laura Mercier,setting-powder-face-powder,Laura Mercier - Translucent Loose Setting Powder Glow,False,False,False,False,39.0,0.0,2107811,Standard,,270,0
NARS,setting-powder-face-powder,NARS - Light Reflecting Loose Setting Powder,False,False,False,False,37.0,0.0,1478239,Standard,,97,0
FARSÁLI,setting-powder-face-powder,FARSÁLI - Rose Gold 24K Skin Mist,False,False,False,True,39.0,0.0,2189546,Standard,,1,0
MILK MAKEUP,setting-powder-face-powder,MILK MAKEUP - Blur + Set Matte Loose Setting Powder,False,False,False,True,29.0,0.0,2117984,Standard,,150,0
COVER FX,setting-powder-face-powder,COVER FX - Dewy Finish Setting Spray,False,False,False,True,31.0,0.0,2074243,Standard,,1,0
COVER FX,setting-powder-face-powder,COVER FX - Perfect Pressed Setting Powder,False,False,False,True,32.0,0.0,1899251,Standard,,24,0
HUDA BEAUTY,setting-powder-face-powder,HUDA BEAUTY - Resting Boss Face Waterproof Setting Spray,False,False,False,True,33.0,0.0,2221935,Standard,,1,0
CLINIQUE,setting-powder-face-powder,CLINIQUE - Blended Face Powder and Brush,False,False,False,False,28.5,0.0,51532,Standard,,118,0
Urban Decay,setting-powder-face-powder,Urban Decay - All Nighter Waterproof Setting Powder,False,False,False,False,34.0,0.0,2081404,Standard,,1,0
Laura Mercier,setting-powder-face-powder,Laura Mercier - Candleglow Sheer Perfecting Powder,False,False,False,False,38.0,0.0,1883677,Standard,,69,0
Smashbox,setting-powder-face-powder,Smashbox - Photo Finish Primer Water,False,False,False,False,32.0,0.0,1681303,Standard,,28,0
Laura Mercier,setting-powder-face-powder,Laura Mercier - Matte Radiance Baked Powder Compact,False,False,False,False,42.0,0.0,1522184,Standard,,186,0
IT Cosmetics,setting-powder-face-powder,IT Cosmetics - Bye Bye Pores™ Poreless Finish Airbrush Powder,False,False,False,False,29.0,0.0,1868983,Standard,,1,0
Too Faced,setting-powder-face-powder,Too Faced - Born This Way Ethereal Setting Powder,False,False,False,False,33.0,0.0,1961135,Standard,,91,0
bareMinerals,setting-powder-face-powder,bareMinerals - Mineral Veil Setting Powder Broad Spectrum SPF 25,False,False,False,False,24.0,0.0,1229095,Standard,,190,0
Urban Decay,setting-powder-face-powder,Urban Decay - Chill Cooling and Hydrating Makeup Setting Spray,False,False,False,False,33.0,0.0,1899988,Standard,,1,0
Too Faced,setting-powder-face-powder,Too Faced - Primed & Poreless Pressed Powder,False,False,False,False,30.0,0.0,1533629,Standard,,123,0
tarte,setting-powder-face-powder,tarte - 4-in-1 Setting Mist - Sea Collection,False,False,False,True,25.0,0.0,1778984,Standard,,1,0
COOLA,setting-powder-face-powder,COOLA - Makeup Setting Spray SPF 30,False,False,False,False,36.0,0.0,1701671,Standard,,1,0
Guerlain,setting-powder-face-powder,Guerlain - Météorites Highlighting Powder Pearls,False,False,False,False,64.0,0.0,1578285,Standard,,131,0
Marc Jacobs Beauty,setting-powder-face-powder,Marc Jacobs Beauty - Accomplice Instant Blurring Beauty Powder,False,False,False,False,49.0,0.0,2207652,Standard,,19,0
COVER FX,setting-powder-face-powder,COVER FX - High Performance Setting Spray,False,False,False,True,31.0,0.0,2074235,Standard,,1,0
COVER FX,setting-powder-face-powder,COVER FX - Mattifying Setting Spray,False,False,False,False,31.0,0.0,1924992,Standard,,1,0
Urban Decay,setting-powder-face-powder,Urban Decay - All Nighter Long-Lasting Makeup Setting Spray Mini - Summer Solstice,True,False,False,False,15.0,0.0,2225738,Standard,,1,0
Charlotte Tilbury,setting-powder-face-powder,Charlotte Tilbury - Charlotte's Genius Under Eye & Face Magic Powder,False,False,False,False,45.0,0.0,2171577,Standard,,10,0
La Mer,setting-powder-face-powder,La Mer - The Powder,False,False,False,False,95.0,0.0,1993815,Standard,,1,0
COVER FX,setting-powder-face-powder,COVER FX - Matte Setting Powder,False,False,False,True,35.0,0.0,1452671,Standard,,66,0
Urban Decay,setting-powder-face-powder,Urban Decay - Rebound & All Nighter Prep & Set Mini Spray Duo,True,False,False,False,19.0,0.0,2059582,Standard,$30.00,1,0
Kat Von D,setting-powder-face-powder,Kat Von D - Lock-It Makeup Setting Mist,False,False,False,True,27.0,0.0,1822162,Standard,,1,0
tarte,setting-powder-face-powder,tarte - Smooth Operator™ Amazonian Clay Finishing Powder,False,False,False,False,33.0,0.0,1261114,Standard,,1,0
Dior,setting-powder-face-powder,Dior - Airflash Radiance Mist Primer & Setting Spray,False,False,False,False,50.0,0.0,2054153,Standard,,7,0
Pretty Vulgar,setting-powder-face-powder,Pretty Vulgar - The Powder Room Translucent Setting Powder,False,False,False,False,32.0,0.0,2077659,Standard,,18,0
Smashbox,setting-powder-face-powder,Smashbox - Photo Finish Long Lasting Setting Spray,False,True,False,False,32.0,0.0,2263804,Standard,,1,0
Anastasia Beverly Hills,setting-powder-face-powder,Anastasia Beverly Hills - Dewy Set Setting Spray,False,False,False,False,26.0,0.0,2224608,Standard,,1,0
Too Faced,setting-powder-face-powder,Too Faced - Hangover 3-in-1 Replenishing Primer & Setting Spray Mini,False,False,False,False,16.0,0.0,2030088,Standard,,1,0
MAKE UP FOR EVER,setting-powder-face-powder,MAKE UP FOR EVER - Mist & Fix Hydrating Setting Spray Mini,False,False,False,True,14.0,0.0,2215176,Standard,,1,0
ILIA,setting-powder-face-powder,ILIA - Soft Focus Finishing Powder,False,False,False,False,34.0,0.0,1930429,Standard,,12,0
MAKE UP FOR EVER,setting-powder-face-powder,MAKE UP FOR EVER - Super Matte Loose Powder,False,False,False,True,31.0,0.0,903856,Standard,,106,0
COVER FX,setting-powder-face-powder,COVER FX - Dewy Finish Setting Spray Mini,False,False,False,False,15.0,0.0,2221760,Standard,,1,0
TOM FORD,setting-powder-face-powder,TOM FORD - Skin Illuminating Powder Duo,False,False,True,False,88.0,0.0,1992395,Standard,,5,0
Urban Decay,setting-powder-face-powder,Urban Decay - Quick Fix Hydracharged Complexion Prep Priming Spray,False,False,False,False,33.0,0.0,1899962,Standard,,1,0
Bobbi Brown,setting-powder-face-powder,Bobbi Brown - Nude Finish Illuminating Setting Powder,False,False,False,False,54.0,0.0,1809698,Standard,,13,0
Dior,setting-powder-face-powder,Dior - Diorskin Forever & Ever Control Invisible Loose Setting Powder,False,False,False,False,52.0,0.0,1788819,Standard,,1,0
Laura Mercier,setting-powder-face-powder,Laura Mercier - Smooth Focus Pressed Setting Powder - Shine Control,False,False,False,False,38.0,0.0,1223544,Standard,,107,0
rms beauty,setting-powder-face-powder,rms beauty - Luminizing & Bronzing Powders,False,False,True,False,38.0,0.0,2193233,Standard,,5,0
Urban Decay,setting-powder-face-powder,Urban Decay - The Velvetizer Translucent Mix-In Medium,False,False,False,False,34.0,0.0,1959832,Standard,,78,0
tarte,setting-powder-face-powder,tarte - Smooth Operator™ Amazonian Clay Finishing Setting Powder,False,False,False,False,35.0,0.0,1604883,Standard,,1,0
rms beauty,setting-powder-face-powder,"rms beauty - Tinted ""Un"" Powder",False,False,True,False,34.0,0.0,1902782,Standard,,8,0
Urban Decay,setting-powder-face-powder,Urban Decay - All Nighter Pollution Protection Makeup Setting Spray Environmental Defense,False,False,False,False,34.0,0.0,2031268,Standard,,1,0
Too Faced,setting-powder-face-powder,Too Faced - Peach Mist Mattifying Setting Spray – Peaches and Cream Collection,False,False,False,True,32.0,0.0,1961226,Standard,,1,0
Lancôme,setting-powder-face-powder,Lancôme - Fix It Forget It Setting Spray,False,False,False,False,34.0,0.0,2109205,Standard,,1,0
COVER FX,setting-powder-face-powder,COVER FX - Blotting Powder,False,False,False,True,28.0,0.0,1452457,Standard,,49,0
Givenchy,setting-powder-face-powder,Givenchy - Prisme Visage Perfecting Face Powder,False,False,False,False,49.0,0.0,1861897,Standard,,12,0
Jouer Cosmetics,setting-powder-face-powder,Jouer Cosmetics - Soft Focus Hydrate + Set Powder,False,False,False,False,30.0,0.0,2224434,Standard,,8,0
Givenchy,setting-powder-face-powder,Givenchy - Prisme Libre Travel Mat-finish & Enhanced Radiance Loose Powder,False,False,False,False,40.0,0.0,1918788,Standard,,5,0
