,brand_name,category,imageAltText,isLimitedEdition,isNew,isOnlineOnly,isSephoraExclusive,listPrice,salePrice,skuId,skuType,valuePrice,target_x,1 star,2 stars,3 stars,4 stars,5 stars,avg_rating,review_count_y,total_ratings,compound_score,compound
2119,Viseart,eyeshadow-palettes,Viseart - Golden Eyeshadow Palette,False,False,True,False,49.0,0.0,2006484,Standard,,0,,,,,,,,,,
2120,Yves Saint Laurent,eyeshadow-palettes,Yves Saint Laurent - Couture Palette,False,False,False,False,60.0,0.0,1627421,Standard,,0,8.0,4.0,6.0,16.0,58.0,4.2,92.0,92.0,0.2935191489361702,0.570396
2122,Melt Cosmetics,eyeshadow-palettes,Melt Cosmetics - Baby Girl Eyeshadow Palette Stack,False,False,True,True,58.0,0.0,2236933,Standard,,0,,,,,,,,,,
2123,Lunar Beauty,eyeshadow-palettes,Lunar Beauty - Strawberry Dream Eyeshadow Palette,False,True,False,True,48.0,0.0,2272128,Standard,,0,,,,,,,,,,
2125,Pretty Vulgar,eyeshadow-palettes,Pretty Vulgar - Pretty Birdie Eyeshadow Palette,False,False,False,True,35.0,0.0,1949809,Standard,,0,,,,,,,,,,
2126,Pretty Vulgar,eyeshadow-palettes,Pretty Vulgar - Nightingale Eyeshadow Palette,False,False,False,True,35.0,0.0,1949817,Standard,,0,,,,,,,,,,
2127,ILIA,eyeshadow-palettes,ILIA - Essential Shadow Palette Luna,False,False,False,False,44.0,0.0,1978766,Standard,,0,,,,,,,,,,
2128,stila,eyeshadow-palettes,stila - After Hours Eye Shadow Palette,False,False,False,False,52.0,0.0,2215689,Standard,,0,,,,,,,,,,
2129,SEPHORA COLLECTION,eyeshadow-palettes,SEPHORA COLLECTION - Sephora PRO Pigment Palette Warm Matte,True,False,True,True,20.0,0.0,2101210,Standard,,0,,,,,,,,,,
2130,STELLAR,eyeshadow-palettes,STELLAR - Magnetic Eyeshadow Solar Palette,False,False,False,True,42.0,0.0,1985571,Standard,,0,,,,,,,,,,
2131,Givenchy,eyeshadow-palettes,Givenchy - Nudes Nacres Shimmering Nudes Eye Palette,False,False,False,False,66.0,0.0,1918739,Standard,,0,,,,,,,,,,
2132,Pretty Vulgar,eyeshadow-palettes,Pretty Vulgar - Early Bird Eyeshadow Palette,False,False,False,True,35.0,0.0,1949791,Standard,,0,,,,,,,,,,
2133,Melt Cosmetics,eyeshadow-palettes,Melt Cosmetics - Haze Eyeshadow Palette Stack,False,False,True,True,48.0,0.0,2236941,Standard,,0,,,,,,,,,,
2134,Viseart,eyeshadow-palettes,Viseart - Tryst Eyeshadow Palette,False,False,True,False,49.0,0.0,2070142,Standard,,0,,,,,,,,,,
2135,SEPHORA COLLECTION,eyeshadow-palettes,SEPHORA COLLECTION - Sephora PRO Pigment Palette Whimsical,True,False,True,True,20.0,0.0,2101228,Standard,,0,,,,,,,,,,
2136,Melt Cosmetics,eyeshadow-palettes,Melt Cosmetics - Shape Shift Eyeshadow Palette Stack,False,False,False,True,48.0,0.0,2229680,Standard,,0,,,,,,,,,,
2137,Pretty Vulgar,eyeshadow-palettes,Pretty Vulgar - Phoenix Rising Eyeshadow Palette,False,False,False,True,35.0,0.0,2043735,Standard,,0,,,,,,,,,,
2138,Viseart,eyeshadow-palettes,Viseart - Petit PRO 3 Eyeshadow Palette,False,False,False,False,30.0,0.0,2112290,Standard,,0,,,,,,,,,,
2139,Kat Von D,eyeshadow-palettes,Kat Von D - Vegan Love Eyeshadow Palette,True,False,False,True,43.0,0.0,2191930,Standard,,0,,,,,,,,,,
2140,ILIA,eyeshadow-palettes,ILIA - Essential Shadow Palette Prima,False,False,False,False,44.0,0.0,1978758,Standard,,0,,,,,,,,,,
2141,Antonym,eyeshadow-palettes,Antonym - Certified Organic Eyeshadow Quattro,False,False,True,False,39.0,0.0,1977537,Standard,,0,0.0,1.0,0.0,3.0,4.0,4.3,8.0,8.0,,0.35936
2143,STELLAR,eyeshadow-palettes,STELLAR - Magnetic Eyeshadow Lunar Palette,False,False,False,True,42.0,0.0,1985589,Standard,,0,,,,,,,,,,
2144,surratt beauty,eyeshadow-palettes,surratt beauty - Artistique Custom Palette Case,False,False,False,False,25.0,0.0,1672948,Standard,,0,,,,,,,,,,
2145,Lunar Beauty,eyeshadow-palettes,Lunar Beauty - Life’s A Drag Color Palette,False,False,False,False,45.0,0.0,2150035,Standard,,0,,,,,,,,,,
2146,Anastasia Beverly Hills,eyeshadow-palettes,Anastasia Beverly Hills - Jackie Aina Eyeshadow Palette,True,True,False,False,45.0,0.0,2262277,Standard,,0,,,,,,,,,,
2147,SEPHORA COLLECTION,eyeshadow-palettes,SEPHORA COLLECTION - Winter Magic Eyeshadow Palette,True,False,False,True,10.0,8.0,1927904,Standard,,1,,,,,,,,,,
2148,Touch In Sol,eyeshadow-palettes,Touch In Sol - Metallist High Shine Bouncy Cream Shadow Palette,False,False,False,True,42.0,0.0,2044535,Standard,,0,,,,,,,,,,
2149,Too Faced,eyeshadow-palettes,Too Faced - Palm Springs Dreams Eyeshadow Palette,True,True,False,True,45.0,0.0,2260701,Standard,,0,,,,,,,,,,
2150,Grande Cosmetics,mascara,Grande Cosmetics - GrandeLASH™ - MD Lash Enhancing Serum,False,False,False,False,99.0,0.0,1923275,Standard,,0,,,,,,,,,,
2151,Too Faced,mascara,Too Faced - Better Than Sex Mascara,False,False,False,False,25.0,0.0,1533439,Standard,,0,1766.0,1742.0,1772.0,2479.0,6783.0,3.7,14542.0,14542.0,-0.0007755761436016215,0.628512
2152,Benefit Cosmetics,mascara,Benefit Cosmetics - They’re Real! Lengthening & Volumizing Mascara,False,False,False,False,25.0,0.0,1343938,Standard,,0,1121.0,1035.0,1336.0,2707.0,8913.0,4.1,15112.0,15112.0,0.0032750721701696635,0.456796
2153,MILK MAKEUP,mascara,MILK MAKEUP - KUSH Growhouse Lash + Brow Serum,False,True,False,True,48.0,0.0,2217545,Standard,,0,,,,,,,,,,
2154,ILIA,mascara,ILIA - Limitless Lash Mascara,False,False,False,False,28.0,0.0,2063410,Standard,,0,11.0,27.0,46.0,80.0,286.0,4.3,450.0,450.0,,0.641948
2155,Benefit Cosmetics,mascara,Benefit Cosmetics - BADgal BANG! Volumizing Mascara,False,False,False,False,25.0,0.0,2031649,Standard,,0,525.0,431.0,506.0,838.0,1919.0,3.8,4219.0,4219.0,,0.5925919999999999
2156,Benefit Cosmetics,mascara,Benefit Cosmetics - Roller Lash Curling & Lifting Mascara,False,False,False,False,25.0,0.0,1665082,Standard,,0,411.0,377.0,432.0,918.0,3256.0,4.2,5394.0,5394.0,0.0037899170189447315,0.6515599999999999
2157,Too Faced,mascara,Too Faced - Damn Girl! 24-Hour Mascara,False,False,False,False,25.0,0.0,2234649,Standard,,0,,,,,,,,,,
2158,MILK MAKEUP,mascara,MILK MAKEUP - KUSH High Volume Mascara,False,False,False,True,24.0,0.0,2062412,Standard,,0,364.0,401.0,575.0,973.0,2364.0,4.0,4677.0,4677.0,,0.655988
2159,Dior,mascara,Dior - Diorshow Mascara,False,False,False,False,29.5,0.0,1689744,Standard,,0,150.0,163.0,213.0,334.0,704.0,3.8,1564.0,1564.0,0.0030023765996343697,0.48082
2160,LASHFOOD,mascara,LASHFOOD - Phyto-Medic Eyelash Enhancer,False,False,False,False,78.0,0.0,1585934,Standard,,0,,,,,,,,,,
2161,Grande Cosmetics,mascara,Grande Cosmetics - GrandeLASH-MD Lash Enhancing Serum Mini,False,False,False,True,34.0,0.0,2227312,Standard,,0,,,,,,,,,,
2162,Marc Jacobs Beauty,mascara,Marc Jacobs Beauty - Velvet Noir Major Volume Mascara,False,False,False,False,26.0,0.0,1758184,Standard,,0,331.0,309.0,504.0,1639.0,3536.0,4.2,6319.0,6319.0,0.0022637568199532347,0.6338360000000001
2163,Too Faced,mascara,Too Faced - Better Than Sex Waterproof Mascara,False,False,False,False,25.0,0.0,1809193,Standard,,0,931.0,544.0,359.0,502.0,992.0,3.0,3328.0,3328.0,-0.014399290780141844,0.369136
2164,Dior,mascara,Dior - Diorshow Maximizer 3D Triple volume plumping lash primer,False,False,False,False,29.5,0.0,1812387,Standard,,0,,,,,,,,,,
2165,Lancôme,mascara,Lancôme - CILS BOOSTER XL Super-Enhancing Mascara Base,False,False,False,False,26.0,0.0,2109965,Standard,,0,,,,,,,,,,
2166,Lancôme,mascara,Lancôme - Monsieur Big Mascara,False,False,False,False,25.0,0.0,1956176,Standard,,0,,,,,,,,,,
2167,Lancôme,mascara,Lancôme - DÉFINICILS - High Definition Mascara,False,False,False,False,27.5,0.0,137471,Standard,,0,125.0,144.0,290.0,667.0,1986.0,4.3,3212.0,3212.0,0.007485911303407247,0.7964679999999997
2168,Dior,mascara,Dior - Diorshow Iconic Overcurl Mascara,False,False,False,False,29.5,0.0,1497940,Standard,,0,,,,,,,,,,
2169,tarte,mascara,"tarte - Lights, Camera, Lashes™ 4-in-1 Mascara",False,False,False,False,23.0,0.0,862417,Standard,,0,366.0,431.0,510.0,1149.0,3698.0,4.2,6154.0,6154.0,0.005722845121673868,0.404084
2170,Urban Decay,mascara,Urban Decay - Perversion Mascara,False,False,False,False,24.0,0.0,1635770,Standard,,0,256.0,275.0,270.0,465.0,1480.0,4.0,2746.0,2746.0,-2.0011305822498736e-05,0.537492
2171,Too Faced,mascara,Too Faced - Better Than Sex Mascara Mini,False,False,False,False,13.0,0.0,1789635,Standard,,0,127.0,121.0,151.0,201.0,540.0,3.8,1140.0,1140.0,,0.4787200000000001
2172,Blinc,mascara,Blinc - Blinc Mascara,False,False,False,False,26.0,0.0,692467,Standard,,0,375.0,244.0,232.0,662.0,2326.0,4.1,3839.0,3839.0,0.011566531629791214,0.41694000000000003
2173,Shiseido,mascara,Shiseido - Full Lash and Brow Serum,False,False,False,False,36.0,0.0,1733880,Standard,,0,,,,,,,,,,
2174,Hourglass,mascara,Hourglass - Caution™ Extreme Lash Mascara,False,False,False,False,29.0,0.0,2087666,Standard,,0,137.0,138.0,181.0,460.0,1200.0,4.2,2116.0,2116.0,,0.47272000000000003
2175,Urban Decay,mascara,Urban Decay - Primed For Perversion Mascara Set,True,False,False,False,29.0,0.0,2235802,Standard,$46.00,0,,,,,,,,,,
2176,CLINIQUE,mascara,CLINIQUE - High Impact Mascara,False,False,False,False,19.5,0.0,711267,Standard,,0,122.0,120.0,182.0,539.0,1541.0,4.3,2504.0,2504.0,0.004612861470669237,0.5533520000000001
2177,Buxom,mascara,Buxom - Lash Volumizing Mascara,False,False,False,False,22.0,0.0,1143486,Standard,,0,,,,,,,,,,
2178,IT Cosmetics,mascara,IT Cosmetics - Superhero™ Elastic Stretch Volumizing Mascara,False,False,False,False,24.0,0.0,1868215,Standard,,0,171.0,118.0,141.0,157.0,719.0,3.9,1306.0,1306.0,0.0007721649484536081,0.44096799999999997
2179,CLINIQUE,mascara,CLINIQUE - Lash Power Mascara Long-Wearing Formula,False,False,False,False,19.5,0.0,2085231,Standard,,0,90.0,107.0,138.0,395.0,1321.0,4.3,2051.0,2051.0,0.012774580619696073,0.537256
2180,Lancôme,mascara,Lancôme - HYPNÔSE DRAMA Instant Full Body Volume Mascara,False,False,False,False,27.5,0.0,1197458,Standard,,0,322.0,285.0,258.0,453.0,1385.0,3.8,2703.0,2703.0,0.0015420570813139472,0.53482
2181,Dior,mascara,Dior - Diorshow Waterproof Mascara,False,False,False,False,29.5,0.0,838763,Standard,,0,283.0,247.0,270.0,431.0,1428.0,3.9,2659.0,2659.0,0.0016021620391442873,0.52878
2182,Lancôme,mascara,Lancôme - HYPNÔSE - Custom Volume Mascara,False,False,False,False,27.5,0.0,764183,Standard,,0,35.0,45.0,65.0,138.0,606.0,4.4,889.0,889.0,0.004990661478599221,0.6200399999999999
2183,PAT McGRATH LABS,mascara,PAT McGRATH LABS - FetishEyes™ Mascara,False,False,False,True,30.0,0.0,2193795,Standard,,0,,,,,,,,,,
2184,Lancôme,mascara,Lancôme - Monsieur Big Birthday Mascara Set,True,True,False,False,25.0,0.0,2262582,Standard,$30.00,0,,,,,,,,,,
2185,ILIA,mascara,ILIA - Limitless Lash Mascara Mini,False,False,False,False,13.0,0.0,2217933,Standard,,0,2.0,8.0,26.0,69.0,110.0,4.3,215.0,215.0,,0.6913920000000001
2186,Benefit Cosmetics,mascara,Benefit Cosmetics - BADgal BANG! Volumizing Limited Edition Mascara,True,True,True,False,25.0,0.0,2264620,Standard,,0,,,,,,,,,,
2187,Bobbi Brown,mascara,Bobbi Brown - Smokey Eye Mascara,False,False,False,False,31.0,0.0,1562024,Standard,,0,21.0,22.0,30.0,55.0,297.0,4.4,425.0,425.0,0.00775,0.66316
2188,Lancôme,mascara,Lancôme - Monsieur Big Waterproof Mascara,False,False,False,False,25.0,0.0,2059491,Standard,,0,,,,,,,,,,
2189,MAKE UP FOR EVER,mascara,MAKE UP FOR EVER - Smoky Extravagant Mascara,False,False,False,True,24.0,0.0,1520329,Standard,,0,159.0,166.0,148.0,308.0,1133.0,4.1,1914.0,1914.0,0.00227159383033419,0.40042
2190,Blinc,mascara,Blinc - Mascara Amplified,False,False,False,True,26.0,0.0,1495183,Standard,,0,191.0,117.0,125.0,223.0,668.0,3.8,1324.0,1324.0,0.011387383863080684,0.534052
2191,tarte,mascara,tarte - Gifted™ Amazonian Clay Smart Mascara,False,False,False,False,23.0,0.0,1328913,Standard,,0,,,,,,,,,,
2192,Kat Von D,mascara,Kat Von D - Go Big or Go Home Mascara,False,False,False,True,23.0,0.0,2214849,Standard,,0,140.0,124.0,221.0,422.0,471.0,3.7,1378.0,1378.0,,0.19904
2193,TOM FORD,mascara,TOM FORD - Emotionproof Mascara,False,False,True,False,46.0,0.0,2225506,Standard,,0,,,,,,,,,,
2194,Buxom,mascara,Buxom - Lash Waterproof Volumizing Mascara,False,False,False,True,22.0,0.0,1540293,Standard,,0,41.0,38.0,54.0,100.0,342.0,4.2,575.0,575.0,0.0032701395348837207,0.4938640000000001
2195,Dior,mascara,Dior - Diorshow Iconic Mascara,False,False,False,False,29.5,0.0,1107051,Standard,,0,133.0,167.0,208.0,460.0,1634.0,4.3,2602.0,2602.0,0.0024328536436007344,0.431044
2196,MILK MAKEUP,mascara,MILK MAKEUP - KUSH High Volume Mascara Mini,False,False,False,True,12.0,0.0,2078947,Standard,,0,,,,,,,,,,
2197,Too Faced,mascara,Too Faced - Damn Girl! 24-Hour Mascara Mini,False,True,False,False,13.0,0.0,2260727,Standard,,0,,,,,,,,,,
2198,Dior,mascara,Dior - Diorshow Pump ‘N’ Volume HD Mascara,False,False,False,False,29.5,0.0,2185817,Standard,,0,,,,,,,,,,
2199,Too Faced,mascara,Too Faced - Better Than Sex Waterproof Mascara Mini,False,False,False,False,13.0,0.0,1834167,Standard,,0,80.0,55.0,65.0,84.0,204.0,3.6,488.0,488.0,,0.25663199999999997
2200,stila,mascara,stila - Huge Extreme Lash Mascara,False,False,False,False,23.0,0.0,1711332,Standard,,0,95.0,74.0,68.0,116.0,455.0,3.9,808.0,808.0,0.0037509493670886077,0.34831599999999996
2201,SEPHORA COLLECTION,mascara,SEPHORA COLLECTION - LashCraft Length & Volume Mascara,False,False,False,True,12.0,0.0,1794478,Standard,,0,,,,,,,,,,
2202,tarte,mascara,"tarte - Lights, Camera, Splashes™ Waterproof Mascara",False,False,False,False,23.0,0.0,1001775,Standard,,0,252.0,191.0,207.0,385.0,810.0,3.7,1845.0,1845.0,-0.004254677702533233,0.15326800000000002
2203,CLINIQUE,mascara,CLINIQUE - High Impact Waterproof Mascara,False,False,False,False,19.5,0.0,1487180,Standard,,0,33.0,31.0,29.0,59.0,155.0,3.9,307.0,307.0,0.0018582278481012657,0.488544
2204,Benefit Cosmetics,mascara,Benefit Cosmetics - Roller Lash Curling & Lifting Mascara Mini,False,False,False,False,13.0,0.0,1728492,Standard,,0,411.0,377.0,432.0,918.0,3256.0,4.2,5394.0,5394.0,0.0037899170189447315,
2205,Yves Saint Laurent,mascara,Yves Saint Laurent - Mascara Volume Effet Faux Cils - The Curler,False,False,False,False,29.0,0.0,2038602,Standard,,0,3.0,8.0,9.0,51.0,116.0,4.4,187.0,187.0,,0.5507720000000002
2206,Smashbox,mascara,Smashbox - Super Fan Mascara,False,False,False,False,19.0,0.0,2056463,Standard,,0,46.0,37.0,92.0,216.0,575.0,4.3,966.0,966.0,,0.607748
2207,SEPHORA COLLECTION,mascara,SEPHORA COLLECTION - LashCraft Big Volume Mascara,False,False,False,True,14.0,0.0,1921709,Standard,,0,,,,,,,,,,
2208,Benefit Cosmetics,mascara,Benefit Cosmetics - They’re Real! Lengthening & Volumizing Mascara Mini,False,False,False,False,13.0,0.0,1395482,Standard,,0,1121.0,1035.0,1336.0,2707.0,8913.0,4.1,15112.0,15112.0,0.0032750721701696635,
2209,NARS,mascara,NARS - Climax Mascara,False,False,False,False,24.0,0.0,2090090,Standard,,0,84.0,75.0,58.0,61.0,169.0,3.3,447.0,447.0,,0.45819999999999994
2210,Urban Decay,mascara,Urban Decay - Cannonball Ultra Waterproof Mascara,False,False,False,False,20.0,0.0,1325653,Standard,,0,65.0,53.0,59.0,152.0,506.0,4.2,835.0,835.0,0.0026104339346660166,0.6262199999999999
2211,KEVYN AUCOIN,mascara,KEVYN AUCOIN - The Volume Mascara,False,False,False,False,28.0,0.0,1067792,Standard,,0,17.0,6.0,7.0,8.0,64.0,3.9,102.0,102.0,0.0,0.558256
2212,CLINIQUE,mascara,CLINIQUE - Naturally Glossy Mascara,False,False,False,False,19.5,0.0,55780,Standard,,0,31.0,30.0,41.0,127.0,469.0,4.4,698.0,698.0,0.034038220551378444,0.595708
2213,Lancôme,mascara,Lancôme - HYPNÔSE DOLL LASHES Mascara,False,False,False,False,27.5,0.0,1357664,Standard,,0,114.0,117.0,110.0,141.0,286.0,3.5,768.0,768.0,-0.0008616216216216224,0.44785200000000003
2214,Yves Saint Laurent,mascara,Yves Saint Laurent - The Shock Volumizing Mascara,False,False,False,False,29.0,0.0,1907591,Standard,,0,75.0,61.0,70.0,146.0,429.0,4.0,781.0,781.0,0.0007914062499999996,0.24944400000000008
2215,tarte,mascara,tarte - Lash Money Mini Mascara Set,True,False,False,False,25.0,0.0,2165421,Standard,$42.00,0,,,,,,,,,,
2216,Benefit Cosmetics,mascara,Benefit Cosmetics - They’re Real! Tinted Lash Primer,False,False,True,False,13.0,0.0,1862127,Standard,,0,,,,,,,,,,
2217,tarte,mascara,tarte - Tarteist™ Lash Paint Mascara,False,False,False,False,23.0,0.0,1787134,Standard,,0,112.0,96.0,103.0,205.0,695.0,4.1,1211.0,1211.0,0.003075367647058823,0.54988
2218,tarte,mascara,tarte - Opening Act™ Lash Primer,False,False,False,False,22.0,0.0,1707835,Standard,,0,,,,,,,,,,
2219,Benefit Cosmetics,mascara,Benefit Cosmetics - BADgal Lash Mascara,False,False,False,False,20.0,0.0,713941,Standard,,0,489.0,498.0,675.0,1351.0,3302.0,4.0,6315.0,6315.0,0.004433055502936162,0.417376
2220,Giorgio Armani Beauty,mascara,Giorgio Armani Beauty - Eyes To Kill Mascara,False,False,False,False,32.0,0.0,1667864,Standard,,0,,,,,,,,,,
2221,Lancôme,mascara,Lancôme - HYPNÔSE DRAMA WATERPROOF,False,False,False,False,27.5,0.0,1254606,Standard,,0,63.0,48.0,52.0,110.0,276.0,3.9,549.0,549.0,0.0024886178861788615,0.49759600000000015
2222,Lancer,mascara,Lancer - Lash Serum Intense,False,False,True,False,150.0,0.0,1886084,Standard,,0,,,,,,,,,,
2223,Dior,mascara,Dior - Diorshow Black Out Mascara,False,False,False,False,29.5,0.0,987651,Standard,,0,254.0,222.0,276.0,536.0,1812.0,4.1,3100.0,3100.0,0.004331755971017085,0.3901
2224,tarte,mascara,"tarte - Lights, Camera, Lashes™ 4-in-1 Mascara Duo",False,True,False,False,23.0,0.0,2254613,Standard,,0,,,,,,,,,,
2225,Benefit Cosmetics,mascara,Benefit Cosmetics - BADgal BANG! Volumizing Mascara Mini,False,False,False,False,13.0,0.0,2031813,Standard,,0,525.0,431.0,506.0,838.0,1919.0,3.8,4219.0,4219.0,,
2226,Yves Saint Laurent,mascara,Yves Saint Laurent - Mascara Volume Effet Faux Cils,False,False,False,False,29.0,0.0,1666676,Standard,,0,33.0,34.0,42.0,49.0,176.0,3.9,334.0,334.0,0.007198867924528301,0.4933039999999999
2227,Bobbi Brown,mascara,Bobbi Brown - No Smudge Mascara,False,False,True,False,31.0,0.0,1499615,Standard,,0,16.0,3.0,5.0,11.0,59.0,4.0,94.0,94.0,-0.008021428571428572,0.421968
2228,Urban Decay,mascara,Urban Decay - Subversion Lash Primer,False,False,False,False,22.0,0.0,1635788,Standard,,0,,,,,,,,,,
2229,Grande Cosmetics,mascara,Grande Cosmetics - Limited Edition GrandeLASH™ - MD Ornament,True,False,False,False,99.0,0.0,2154847,Standard,$120.00,0,,,,,,,,,,
2230,Estée Lauder,mascara,Estée Lauder - Double Wear Zero-Smudge Lengthening Mascara,False,False,False,False,28.0,0.0,1533306,Standard,,0,11.0,11.0,9.0,24.0,132.0,4.4,187.0,187.0,0.004234615384615385,0.43459199999999987
2231,LASHFOOD,mascara,LASHFOOD - Conditioning Collagen Lash Primer,False,False,True,False,20.0,0.0,1809276,Standard,,0,,,,,,,,,,
2232,Lancôme,mascara,Lancôme - Monsieur Big Mascara Mini,False,False,False,False,12.0,0.0,1956184,Standard,,0,18.0,18.0,15.0,32.0,104.0,4.0,187.0,187.0,,0.5856760000000001
2233,Guerlain,mascara,Guerlain - Maxilash Volumizing and Curling Mascara,False,False,False,False,33.0,0.0,1473503,Standard,,0,39.0,41.0,53.0,109.0,472.0,4.3,714.0,714.0,0.0011920651068158697,0.6623159999999999
2234,Grande Cosmetics,mascara,Grande Cosmetics - GrandeMASCARA Lash Boosting Mascara,False,False,True,False,25.0,0.0,1956465,Standard,,0,15.0,15.0,73.0,142.0,217.0,4.1,462.0,462.0,0.0,0.7431040000000002
2235,CLINIQUE,mascara,CLINIQUE - Lash Building Primer,False,False,False,False,18.0,0.0,741967,Standard,,0,,,,,,,,,,
2236,CLINIQUE,mascara,CLINIQUE - Bottom Lash Mascara,False,False,False,False,12.0,0.0,2085223,Standard,,0,46.0,65.0,97.0,296.0,1075.0,4.4,1579.0,1579.0,0.011654049844236758,0.6764200000000001
2237,MILK MAKEUP,mascara,MILK MAKEUP - KUSH Waterproof Mascara,False,False,False,True,24.0,0.0,2203826,Standard,,0,74.0,53.0,54.0,84.0,130.0,3.4,395.0,395.0,,0.33950799999999987
2238,Wander Beauty,mascara,Wander Beauty - Mile High Club Mascara,False,False,True,False,26.0,0.0,2205714,Standard,,0,9.0,4.0,9.0,7.0,71.0,4.3,100.0,100.0,,0.7760079999999998
2239,Lancôme,mascara,Lancôme - DÉFINICILS WATERPROOF - High Definition Mascara,False,False,False,False,27.5,0.0,724294,Standard,,0,38.0,34.0,39.0,92.0,290.0,4.1,493.0,493.0,0.0036549549549549547,0.425912
2240,Charlotte Tilbury,mascara,Charlotte Tilbury - Legendary Lashes Volume 2 Mascara,False,False,False,False,32.0,0.0,2138816,Standard,,0,9.0,13.0,10.0,13.0,34.0,3.6,79.0,79.0,,0.41476
2241,Dior,mascara,Dior - Diorshow Iconic Overcurl Waterproof Mascara,True,False,False,False,29.5,0.0,1593730,Standard,,0,30.0,17.0,17.0,22.0,92.0,3.7,178.0,178.0,0.0,0.38519200000000003
2242,tarte,mascara,tarte - Big Ego Mascara,False,False,False,False,23.0,0.0,2234326,Standard,,0,,,,,,,,,,
2243,LASHFOOD,mascara,LASHFOOD - Lash Liftoff Kit,True,False,True,False,49.0,0.0,2213221,Standard,$93.00,0,,,,,,,,,,
2244,Blinc,mascara,Blinc - Lash Primer,False,False,False,False,26.0,0.0,692558,Standard,,0,,,,,,,,,,
2245,Smashbox,mascara,Smashbox - Full Exposure Mascara,False,False,False,False,23.0,0.0,1315902,Standard,,0,108.0,94.0,108.0,221.0,580.0,4.0,1111.0,1111.0,0.0028283728536385934,0.6554559999999999
2246,Dior,mascara,Dior - Diorshow Black Out Waterproof Mascara,False,False,False,True,29.5,0.0,1078138,Standard,,0,191.0,152.0,169.0,300.0,696.0,3.8,1508.0,1508.0,0.002729714738510301,0.249112
2247,Peter Thomas Roth,mascara,Peter Thomas Roth - Lashes to Die For® Turbo Conditioning Lash Enhancer,False,True,False,False,85.0,0.0,2239960,Standard,,0,,,,,,,,,,
2248,MILK MAKEUP,mascara,MILK MAKEUP - KUSH Lash Primer,False,False,False,True,24.0,0.0,2203834,Standard,,0,,,,,,,,,,
2249,Josie Maran,mascara,Josie Maran - Argan Black Oil Mascara,False,False,False,False,22.0,0.0,1821016,Standard,,0,119.0,85.0,79.0,122.0,296.0,3.6,701.0,701.0,0.005744628099173553,0.445408
2250,Givenchy,mascara,Givenchy - Phenomen’Eyes Mascara,False,False,False,False,32.0,0.0,1666023,Standard,,0,5.0,6.0,11.0,23.0,82.0,4.3,127.0,127.0,0.01216304347826087,0.6555759999999999
2251,Grande Cosmetics,mascara,Grande Cosmetics - GrandePRIMER Pre-Mascara Lengthener & Thickener,False,False,True,False,25.0,0.0,1926765,Standard,,0,,,,,,,,,,
2252,Grande Cosmetics,mascara,Grande Cosmetics - GrandeDRAMA Intense Thickening Mascara,False,False,True,False,25.0,0.0,2200079,Standard,,0,2.0,3.0,3.0,0.0,17.0,4.1,25.0,25.0,,0.7261149999999998
2253,Lancôme,mascara,Lancôme - Bigger Bolder Lash Kit,True,False,False,False,25.0,0.0,2198174,Standard,,0,,,,,,,,,,
2254,SEPHORA COLLECTION,mascara,SEPHORA COLLECTION - Outrageous Volume – Dramatic Volume Mascara,False,False,False,True,12.0,0.0,1357813,Standard,,0,448.0,182.0,165.0,303.0,653.0,3.3,1751.0,1751.0,-0.00532610652663166,0.354356
2255,Laura Mercier,mascara,Laura Mercier - Caviar Volume Panoramic Mascara,False,False,False,False,25.0,0.0,2216711,Standard,,0,21.0,37.0,130.0,317.0,472.0,4.2,977.0,977.0,,0.55126
2256,Marc Jacobs Beauty,mascara,Marc Jacobs Beauty - Velvet Noir Major Volume Mascara - Runway Collection,True,False,False,False,26.0,0.0,2202570,Standard,,0,,,,,,,,,,
2257,Perricone MD,mascara,Perricone MD - No Mascara Mascara,False,False,False,False,30.0,0.0,2211951,Standard,,0,21.0,15.0,22.0,46.0,158.0,4.2,262.0,262.0,0.00794949494949495,0.75822
2258,Givenchy,mascara,Givenchy - Volume Disturbia Mascara,False,False,False,False,27.0,0.0,2235950,Standard,,0,8.0,32.0,102.0,244.0,328.0,4.2,714.0,714.0,,0.7814999999999999
2259,Estée Lauder,mascara,Estée Lauder - Sumptuous Extreme Lash Multiplying Volume Mascara,False,False,False,False,28.0,0.0,1464544,Standard,,0,8.0,10.0,13.0,18.0,112.0,4.3,161.0,161.0,0.005451639344262294,0.6804360000000002
2260,Urban Decay,mascara,Urban Decay - Perversion Mascara Mini,False,False,False,False,12.0,0.0,1668870,Standard,,0,9.0,17.0,29.0,33.0,117.0,4.1,205.0,205.0,,0.40812400000000004
2261,Lancôme,mascara,Lancôme - GRANDIÔSE Extreme Wide-Angle Extreme Volume Mascara,False,False,False,False,32.0,0.0,1858687,Standard,,0,21.0,22.0,12.0,18.0,84.0,3.8,157.0,157.0,0.0,0.6700119999999999
2262,IT Cosmetics,mascara,IT Cosmetics - Tightline™ 3-in-1 Black Primer - Eyeliner - Mascara,False,False,False,False,24.0,0.0,1877059,Standard,,0,,,,,,,,,,
2263,tarte,mascara,"tarte - Lights, Camera, Lashes™ 4-in-1 Mascara Mini",False,False,False,False,12.0,0.0,2156420,Standard,,0,8.0,11.0,7.0,12.0,37.0,3.8,75.0,75.0,,0.37396
