,brand_name,category,imageAltText,isLimitedEdition,isNew,isOnlineOnly,isSephoraExclusive,listPrice,salePrice,skuId,skuType,valuePrice,target_x,1 star,2 stars,3 stars,4 stars,5 stars,avg_rating,review_count_y,total_ratings,compound_score,compound
128,Dior,foundation-makeup,Dior - Diorskin Forever Undercover Foundation,False,False,False,False,52.0,0.0,2037133,Standard,,0,35.0,39.0,38.0,72.0,251.0,4.1,435.0,435.0,,0.769552
129,IT Cosmetics,foundation-makeup,IT Cosmetics - Bye Bye Redness Neutralizing Color-Correcting Cream,False,False,False,False,32.0,0.0,1868231,Standard,,0,38.0,40.0,62.0,147.0,392.0,4.2,679.0,679.0,0.00410948275862069,0.38406399999999996
130,CLINIQUE,foundation-makeup,CLINIQUE - Beyond Perfecting Foundation + Concealer,False,False,False,False,29.5,0.0,2166825,Standard,,0,245.0,279.0,269.0,523.0,990.0,3.8,2306.0,2306.0,0.0073231638418079096,0.6812880000000001
132,KEVYN AUCOIN,foundation-makeup,KEVYN AUCOIN - Foundation Balm,False,True,False,False,52.0,0.0,2266575,Standard,,0,0.0,0.0,0.0,3.0,1.0,4.3,4.0,4.0,,0.7604666666666667
133,COVER FX,foundation-makeup,COVER FX - Natural Finish Foundation,False,False,False,True,42.0,0.0,1487420,Standard,,0,212.0,212.0,184.0,268.0,640.0,3.6,1516.0,1516.0,0.013129016189290164,0.549072
134,Estée Lauder,foundation-makeup,Estée Lauder - Double Wear Stay-in-Place Matte Powder Foundation,False,False,True,False,43.0,0.0,2179604,Standard,,0,1.0,2.0,4.0,4.0,13.0,4.1,24.0,24.0,,0.6199700000000001
135,Laura Mercier,foundation-makeup,Laura Mercier - Mineral Powder,False,False,False,False,42.0,0.0,999037,Standard,,0,65.0,55.0,81.0,281.0,1098.0,4.5,1580.0,1580.0,0.11463841829085458,0.717924
137,TOM FORD,foundation-makeup,TOM FORD - Traceless Foundation Stick,False,False,False,False,88.0,0.0,2183788,Standard,,0,8.0,5.0,6.0,17.0,88.0,4.4,124.0,124.0,,0.6097560000000002
138,Laura Mercier,foundation-makeup,Laura Mercier - Silk Crème Oil Free Photo Edition Foundation,False,False,False,False,48.0,0.0,1677616,Standard,,0,170.0,148.0,178.0,441.0,1251.0,4.1,2188.0,2188.0,0.036589915966386555,0.6853840000000001
139,CLINIQUE,foundation-makeup,CLINIQUE - Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,False,False,False,False,39.5,0.0,1509512,Standard,,0,80.0,86.0,71.0,152.0,348.0,3.8,737.0,737.0,0.08103870967741936,0.44878400000000007
142,bareMinerals,foundation-makeup,bareMinerals - Prime Time  BB Tinted Primer Broad Spectrum SPF 30,False,False,False,False,27.0,0.0,1576859,Standard,,0,18.0,23.0,35.0,68.0,160.0,4.1,304.0,304.0,0.12050188679245283,0.587756
146,Guerlain,foundation-makeup,Guerlain - Lingerie De Peau Natural Perfection Foundation SPF 20,False,False,False,False,63.0,0.0,1861426,Standard,,0,40.0,43.0,55.0,137.0,780.0,4.5,1055.0,1055.0,0.027103595080416272,0.7958759999999999
147,Bobbi Brown,foundation-makeup,Bobbi Brown - Sheer Finish Pressed Setting Powder,False,False,True,False,42.0,0.0,1287481,Standard,,0,5.0,11.0,5.0,30.0,172.0,4.6,223.0,223.0,0.006981556195965418,0.552292
148,Bobbi Brown,foundation-makeup,Bobbi Brown - BB Cream SPF 35,False,False,False,False,48.0,0.0,1458496,Standard,,0,68.0,55.0,69.0,144.0,332.0,3.9,668.0,668.0,0.14468097826086956,0.508428
151,CLINIQUE,foundation-makeup,CLINIQUE - Stay-Matte Oil-Free Makeup,False,False,False,False,28.5,0.0,1411172,Standard,,0,89.0,103.0,116.0,313.0,652.0,4.0,1273.0,1273.0,0.010121838286109191,0.5750280000000001
152,Dior,foundation-makeup,Dior - Capture Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50,False,False,False,False,82.0,0.0,2145340,Standard,,0,6.0,7.0,9.0,21.0,74.0,4.3,117.0,117.0,0.06263157894736843,0.6124
154,Giorgio Armani Beauty,foundation-makeup,Giorgio Armani Beauty - Luminous Silk Powder Foundation,False,False,False,False,62.0,0.0,1755453,Standard,,0,8.0,11.0,17.0,24.0,114.0,4.3,174.0,174.0,0.021613636363636366,0.525168
155,Yves Saint Laurent,foundation-makeup,Yves Saint Laurent - TOUCHE ECLAT All-In-One Glow,False,False,False,False,48.0,0.0,2038701,Standard,,0,16.0,22.0,46.0,116.0,298.0,4.3,498.0,498.0,,0.6958279999999999
157,Urban Decay,foundation-makeup,Urban Decay - Naked Skin One & Done Hybrid Foundation,False,False,False,False,36.0,0.0,1814508,Standard,,0,40.0,87.0,99.0,192.0,505.0,4.1,923.0,923.0,0.018467018469656996,0.7658239999999998
158,Josie Maran,foundation-makeup,Josie Maran - Vibrancy Argan Oil Foundation Fluid,False,False,False,True,45.0,0.0,1795897,Standard,,0,204.0,157.0,144.0,253.0,774.0,3.8,1532.0,1532.0,0.0246783950617284,0.5823560000000001
159,Givenchy,foundation-makeup,Givenchy - Teint Couture Everwear Foundation,False,False,False,False,52.0,0.0,2193936,Standard,,0,8.0,8.0,5.0,10.0,37.0,3.9,68.0,68.0,,0.649044
160,Smashbox,foundation-makeup,Smashbox - Camera Ready CC Cream Broad Spectrum SPF 30 Dark Spot Correcting,False,False,False,False,42.0,0.0,1497007,Standard,,0,97.0,108.0,99.0,241.0,531.0,3.9,1076.0,1076.0,0.14500936454849497,0.6400399999999999
163,CLINIQUE,foundation-makeup,CLINIQUE - Acne Solutions Liquid Makeup,False,False,False,False,29.5,0.0,1237213,Standard,,0,61.0,98.0,135.0,398.0,793.0,4.2,1485.0,1485.0,0.03875866543095459,0.7308880000000001
164,bareMinerals,foundation-makeup,bareMinerals - COMPLEXION RESCUE Hydrating Foundation Stick Broad Spectrum SPF 25,False,False,False,False,32.0,0.0,2176774,Standard,,0,23.0,55.0,171.0,539.0,907.0,4.3,1695.0,1695.0,,0.694784
165,Bobbi Brown,foundation-makeup,Bobbi Brown - Skin Weightless Powder Foundation,False,False,False,False,52.0,0.0,1646215,Standard,,0,8.0,16.0,12.0,30.0,57.0,3.9,123.0,123.0,0.015294736842105264,0.539776
166,COOLA,foundation-makeup,COOLA - Mineral Face SPF 30 - Matte Tint,False,False,False,False,36.0,0.0,1707140,Standard,,0,,,,,,,,,,
167,Perricone MD,foundation-makeup,Perricone MD - No Makeup Foundation Serum Broad Spectrum SPF 20,False,False,False,False,60.0,0.0,2211902,Standard,,0,65.0,74.0,152.0,321.0,879.0,4.3,1491.0,1491.0,0.04604690265486726,0.621004
169,NUDESTIX,foundation-makeup,NUDESTIX - Nudies Tinted Cover Foundation,False,True,False,False,35.0,0.0,2272292,Standard,,0,4.0,2.0,2.0,3.0,11.0,3.7,22.0,22.0,,0.7625466666666667
170,Laura Mercier,foundation-makeup,Laura Mercier - Silk Crème Moisturizing Photo Edition Foundation,False,False,False,False,48.0,0.0,2110146,Standard,,0,44.0,38.0,38.0,75.0,206.0,3.9,401.0,401.0,0.01585561224489796,0.680196
171,Erborian,foundation-makeup,Erborian - BB Cream Tinted Moisturizer Broad Spectrum SPF20,False,False,False,True,39.0,0.0,1705839,Standard,,0,12.0,15.0,19.0,41.0,191.0,4.4,278.0,278.0,0.057382978723404254,0.7440200000000001
174,MILK MAKEUP,foundation-makeup,MILK MAKEUP - Sunshine Skin Tint SPF 30,False,False,False,False,42.0,0.0,1840362,Standard,,0,49.0,53.0,87.0,118.0,267.0,3.9,574.0,574.0,0.037109708737864074,0.6948280000000001
175,MILK MAKEUP,foundation-makeup,MILK MAKEUP - Blur Liquid Matte Foundation,False,False,False,False,40.0,0.0,2118032,Standard,,0,183.0,172.0,243.0,507.0,800.0,3.8,1905.0,1905.0,0.004885563380281691,0.7472560000000001
176,Giorgio Armani Beauty,foundation-makeup,Giorgio Armani Beauty - Designer Lift Smoothing Firming Foundation SPF 20,False,False,True,False,67.0,0.0,1682509,Standard,,0,4.0,0.0,5.0,3.0,24.0,4.2,36.0,36.0,0.05196315789473684,0.4963679999999999
177,Hourglass,foundation-makeup,Hourglass - Veil Fluid Makeup Oil Free Broad Spectrum SPF 15,False,False,False,False,60.0,0.0,1064864,Standard,,0,99.0,93.0,99.0,194.0,658.0,4.1,1143.0,1143.0,0.032924745762711864,0.6066159999999998
178,Givenchy,foundation-makeup,Givenchy - Teint Couture Blurring Foundation Balm Broad Spectrum 15,False,False,False,False,45.0,0.0,1726447,Standard,,0,5.0,12.0,18.0,29.0,139.0,4.4,203.0,203.0,0.04504507042253522,0.5663960000000001
179,Wander Beauty,foundation-makeup,Wander Beauty - Wanderlust Powder Foundation,False,False,True,False,40.0,0.0,2097020,Standard,,0,18.0,19.0,21.0,34.0,125.0,4.1,217.0,217.0,0.047912195121951225,0.5229359999999998
180,Koh Gen Do,foundation-makeup,Koh Gen Do - Aqua Foundation,False,False,False,False,77.0,0.0,2082659,Standard,,0,5.0,7.0,8.0,10.0,42.0,4.1,72.0,72.0,,0.603436
181,bareMinerals,foundation-makeup,bareMinerals - Nothing Beats the Original™ Complexion Kit,False,False,False,False,34.0,0.0,1958859,Standard,,0,2.0,4.0,6.0,6.0,17.0,3.9,35.0,35.0,,0.5405240000000001
184,CLINIQUE,foundation-makeup,CLINIQUE - Acne Solutions BB Cream Broad Spectrum SPF 40,False,False,False,True,39.5,0.0,1677160,Standard,,0,41.0,45.0,55.0,128.0,372.0,4.2,641.0,641.0,0.13141824324324325,0.6843360000000003
187,Jouer Cosmetics,foundation-makeup,Jouer Cosmetics - Essential High Coverage Crème Foundation,False,False,False,False,38.0,0.0,2124808,Standard,,0,40.0,30.0,12.0,20.0,67.0,3.3,169.0,169.0,,0.345696
188,CLINIQUE,foundation-makeup,CLINIQUE - Superbalanced Makeup,False,False,False,False,28.5,0.0,52852,Standard,,0,38.0,43.0,104.0,236.0,480.0,4.2,901.0,901.0,0.03677696629213483,0.516772
189,Lancôme,foundation-makeup,Lancôme - SKIN FEELS GOOD Skin Nourishing Foundation,False,False,False,False,35.0,0.0,2045201,Standard,,0,20.0,39.0,104.0,318.0,658.0,4.4,1139.0,1139.0,,0.6436040000000002
190,COOLA,foundation-makeup,COOLA - Rōsilliance™ Organic BB+ Cream SPF 30,False,False,False,True,52.0,0.0,1819549,Standard,,0,19.0,17.0,17.0,29.0,90.0,3.9,172.0,172.0,0.09768823529411765,0.7533759999999999
193,Giorgio Armani Beauty,foundation-makeup,Giorgio Armani Beauty - Crema Nuda,False,False,True,False,120.0,0.0,1957570,Standard,,0,1.0,3.0,0.0,3.0,16.0,4.3,23.0,23.0,,0.7834000000000001
194,Benefit Cosmetics,foundation-makeup,Benefit Cosmetics - Hello Happy Flawless Brightening Foundation,False,True,False,False,30.0,0.0,2254175,Standard,,0,4.0,2.0,4.0,6.0,12.0,3.7,28.0,28.0,,0.67514
195,Estée Lauder,foundation-makeup,Estée Lauder - Double Wear Maximum Cover Camouflage Foundation For Face and Body SPF 15,False,False,False,False,43.0,0.0,1667005,Standard,,0,17.0,25.0,22.0,41.0,125.0,4.0,230.0,230.0,0.010425438596491228,0.5866320000000002
196,Marc Jacobs Beauty,foundation-makeup,Marc Jacobs Beauty - Shameless Youthful-Look 24H Foundation SPF 25,False,False,False,False,46.0,0.0,2035764,Standard,,0,126.0,156.0,278.0,585.0,873.0,4.0,2018.0,2018.0,,0.6396679999999999
197,Benefit Cosmetics,foundation-makeup,Benefit Cosmetics - Hello Happy Soft Blur Foundation,False,False,False,False,30.0,0.0,2086502,Standard,,0,26.0,19.0,30.0,55.0,164.0,4.1,294.0,294.0,,0.749008
198,Giorgio Armani Beauty,foundation-makeup,Giorgio Armani Beauty - Maestro Fusion Makeup Octinoxate Sunscreen SPF 15,False,False,False,False,64.0,0.0,1441526,Standard,,0,6.0,14.0,13.0,28.0,130.0,4.4,191.0,191.0,0.02612365930599369,0.612132
199,STELLAR,foundation-makeup,STELLAR - Limitless Foundation,False,False,False,False,38.0,0.0,2186237,Standard,,0,19.0,16.0,22.0,37.0,159.0,4.2,253.0,253.0,0.012846341463414634,0.6022719999999999
200,SEPHORA COLLECTION,foundation-makeup,SEPHORA COLLECTION - Make No Mistake Foundation & Concealer Stick,False,False,False,True,20.0,0.0,1887447,Standard,,0,34.0,51.0,63.0,121.0,288.0,4.0,557.0,557.0,0.08807500000000001,0.7161600000000001
203,Estée Lauder,foundation-makeup,Estée Lauder - Double Wear Nude Water Fresh Foundation SPF 30,False,False,False,False,43.0,0.0,1970342,Standard,,0,14.0,14.0,19.0,29.0,86.0,4.0,162.0,162.0,0.0,0.5951480000000001
204,Natasha Denona,foundation-makeup,Natasha Denona - Face Glow Foundation,False,True,False,False,42.0,0.0,2252351,Standard,,0,1.0,0.0,0.0,1.0,6.0,4.4,8.0,8.0,,0.82412
205,MAKE UP FOR EVER,foundation-makeup,MAKE UP FOR EVER - Ultra HD Invisible Cover Cream Foundation Palette,False,False,True,True,110.0,0.0,2169092,Standard,,0,,,,,,,,,,
206,BECCA,foundation-makeup,BECCA - Aqua Luminous Perfecting Foundation,False,False,False,False,44.0,0.0,1783653,Standard,,0,118.0,126.0,137.0,211.0,380.0,3.6,972.0,972.0,0.02527071651090343,0.5242839999999999
207,Shiseido,foundation-makeup,Shiseido - Synchro Skin Lasting Liquid Foundation Broad Spectrum SPF 20,False,False,True,False,45.0,0.0,1784867,Standard,,0,12.0,13.0,15.0,40.0,168.0,4.4,248.0,248.0,0.02148,0.752388
208,Hourglass,foundation-makeup,Hourglass - Vanish™ Seamless Finish Liquid Foundation,False,False,False,False,56.0,0.0,2174506,Standard,,0,137.0,115.0,95.0,166.0,283.0,3.4,796.0,796.0,,0.7539559999999998
209,Givenchy,foundation-makeup,Givenchy - Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,False,False,False,False,55.0,0.0,1938802,Standard,,0,3.0,10.0,12.0,14.0,64.0,4.2,103.0,103.0,0.0,0.6083760000000001
210,Giorgio Armani Beauty,foundation-makeup,Giorgio Armani Beauty - Face Fabric Foundation,False,False,False,False,49.0,0.0,2047298,Standard,,0,14.0,17.0,41.0,79.0,141.0,4.1,292.0,292.0,,0.7053879999999999
211,Kat Von D,foundation-makeup,Kat Von D - Lock-It Powder Foundation Refills,False,True,True,True,23.0,0.0,2187573,Standard,,0,1.0,0.0,0.0,0.0,2.0,3.7,3.0,3.0,,0.2852
212,Estée Lauder,foundation-makeup,Estée Lauder - Double Wear Stay-In-Place Foundation Pump,False,False,False,False,10.0,0.0,2019503,Standard,,0,,,,,,,,,,
213,NUDESTIX,foundation-makeup,NUDESTIX - Nudies Tinted Blur Stick,False,False,False,False,30.0,0.0,2079416,Standard,,0,16.0,38.0,44.0,76.0,93.0,3.7,267.0,267.0,,0.6821400000000001
215,CLINIQUE,foundation-makeup,CLINIQUE - Even Better™ Glow Light Reflecting Makeup Broad Spectrum SPF 15,False,False,True,False,29.5,0.0,1953389,Standard,,0,1.0,8.0,5.0,24.0,65.0,4.4,103.0,103.0,0.0,0.6392800000000001
216,Benefit Cosmetics,foundation-makeup,Benefit Cosmetics - Hello Happy Velvet Power Foundation,False,True,False,False,30.0,0.0,2254290,Standard,,0,4.0,3.0,0.0,4.0,3.0,2.9,14.0,14.0,,0.5305500000000001
217,LAWLESS,foundation-makeup,LAWLESS - Woke Up Like This Flawless Finish Foundation,False,False,False,False,46.0,0.0,2079804,Standard,,0,26.0,28.0,23.0,30.0,84.0,3.6,191.0,191.0,,0.605152
218,stila,foundation-makeup,stila - Stay All Day Foundation + Concealer,False,False,False,False,40.0,0.0,1968981,Standard,,0,25.0,34.0,22.0,48.0,98.0,3.7,227.0,227.0,0.0,0.385632
221,Josie Maran,foundation-makeup,Josie Maran - Argan Matchmaker Serum Foundation,False,False,False,False,45.0,0.0,1820943,Standard,,0,184.0,139.0,171.0,321.0,966.0,4.0,1781.0,1781.0,0.02891070110701107,0.7067760000000001
222,tarte,foundation-makeup,tarte - Clay Stick Foundation,False,False,False,False,39.0,0.0,1952746,Standard,,0,79.0,82.0,66.0,134.0,254.0,3.7,615.0,615.0,0.03471176470588236,0.4050600000000001
223,KEVYN AUCOIN,foundation-makeup,KEVYN AUCOIN - The Etherealist Foundation,False,False,False,False,58.0,0.0,1869734,Standard,,0,16.0,9.0,11.0,28.0,119.0,4.2,183.0,183.0,0.017711428571428572,0.7112
224,Shiseido,foundation-makeup,Shiseido - Sports BB SPF 50+,False,False,False,False,38.0,0.0,2219673,Standard,,0,0.0,3.0,2.0,2.0,6.0,3.8,13.0,13.0,,0.72463
227,Dior,foundation-makeup,Dior - Capture Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50 Refill,False,False,False,False,42.0,0.0,2145381,Standard,,0,2.0,0.0,0.0,4.0,16.0,4.5,22.0,22.0,,0.77442
229,COVER FX,foundation-makeup,COVER FX - Custom Cover Drops,False,False,False,False,29.0,0.0,2212777,Standard,,0,3.0,2.0,3.0,7.0,16.0,4.0,31.0,31.0,,0.582764
230,BECCA,foundation-makeup,BECCA - Skin Love Weightless Blur Foundation,False,False,False,False,44.0,0.0,2089035,Standard,,0,36.0,30.0,31.0,52.0,137.0,3.8,286.0,286.0,,0.48070400000000013
231,Benefit Cosmetics,foundation-makeup,Benefit Cosmetics - Hello Happy Flawless Brightening Foundation Mini,False,True,False,False,15.0,0.0,2240232,Standard,,0,0.0,1.0,0.0,3.0,4.0,4.3,8.0,8.0,,0.6615599999999999
232,TOM FORD,foundation-makeup,TOM FORD - Traceless Perfecting Foundation Broad Spectrum SPF 15,False,False,True,False,88.0,0.0,1990316,Standard,,0,4.0,7.0,1.0,2.0,19.0,3.8,33.0,33.0,0.0,0.5746479999999999
233,BECCA,foundation-makeup,BECCA - Ever-Matte Shine Proof Foundation,False,False,False,False,42.0,0.0,1514108,Standard,,0,79.0,56.0,56.0,122.0,289.0,3.8,602.0,602.0,0.002207538802660754,0.71506
234,CLINIQUE,foundation-makeup,CLINIQUE - Beyond Perfecting Powder Foundation + Concealer,False,False,True,False,29.5,0.0,2021194,Standard,,0,2.0,4.0,1.0,9.0,7.0,3.7,23.0,23.0,,0.6668500000000002
236,Kat Von D,foundation-makeup,Kat Von D - Lock-It Foundation Kit,False,False,True,True,54.0,0.0,2106201,Standard,$64.00,0,6.0,2.0,0.0,3.0,6.0,3.1,17.0,17.0,,0.2767666666666667
238,philosophy,foundation-makeup,philosophy - Renewed Hope in a Jar Skin Tint,False,False,False,False,39.0,0.0,1898485,Standard,,0,12.0,15.0,16.0,34.0,83.0,4.0,160.0,160.0,0.010637500000000001,0.741412
240,beautyblender,foundation-makeup,beautyblender - Power Couple Customizable Foundation Set,True,True,False,True,50.0,0.0,2265486,Standard,$60.00,0,,,,,,,,,,
241,Yves Saint Laurent,foundation-makeup,Yves Saint Laurent - All Hours Stick Foundation,False,False,False,False,48.0,0.0,2107282,Standard,,0,4.0,5.0,21.0,79.0,150.0,4.4,259.0,259.0,,0.508968
242,SEPHORA COLLECTION,foundation-makeup,SEPHORA COLLECTION - Matte Perfection Full Coverage Foundation,False,False,False,True,20.0,0.0,2014785,Standard,,0,17.0,14.0,15.0,18.0,75.0,3.9,139.0,139.0,,0.458904
243,CLINIQUE,foundation-makeup,CLINIQUE - Chubby in the Nude Foundation Stick,False,False,False,False,28.5,0.0,1775287,Standard,,0,17.0,9.0,32.0,49.0,167.0,4.2,274.0,274.0,0.03728636363636363,0.6955879999999999
244,ILIA,foundation-makeup,ILIA - Sheer Vivid Tinted Moisturizer SPF 20,False,False,True,False,42.0,0.0,2119345,Standard,,0,2.0,4.0,4.0,5.0,7.0,3.5,22.0,22.0,,0.47756
246,CLINIQUE,foundation-makeup,CLINIQUE - Even Better Refresh™ Hydrating and Repairing Foundation,False,True,True,False,32.0,0.0,2256758,Standard,,0,1.0,1.0,1.0,2.0,8.0,4.2,13.0,13.0,,0.7103999999999999
247,Guerlain,foundation-makeup,Guerlain - Lingerie de Peau Aqua Nude Foundation,False,False,False,False,49.0,0.0,1967199,Standard,,0,4.0,5.0,2.0,11.0,27.0,4.1,49.0,49.0,,0.6952720000000001
248,surratt beauty,foundation-makeup,surratt beauty - Surreal Skin Foundation Wand,False,False,False,False,65.0,0.0,1686781,Standard,,0,5.0,5.0,5.0,19.0,40.0,4.1,74.0,74.0,0.012455172413793104,0.596196
249,boscia,foundation-makeup,boscia - Skin Perfecting BB Cream Broad Spectrum SPF 30,False,False,False,False,38.0,0.0,2168409,Standard,,0,10.0,10.0,14.0,14.0,32.0,3.6,80.0,80.0,,0.591004
252,Wander Beauty,foundation-makeup,Wander Beauty - Flash Focus Hydrating Foundation Stick,False,False,True,False,40.0,34.0,1813963,Standard,,1,10.0,8.0,7.0,13.0,67.0,4.1,105.0,105.0,0.02484,0.780068
253,bareMinerals,foundation-makeup,bareMinerals - bareSkin® Pure Brightening Serum Foundation Broad Spectrum SPF 20,False,False,False,False,30.0,0.0,1576727,Standard,,0,575.0,411.0,347.0,489.0,1032.0,3.3,2854.0,2854.0,0.015110106629578119,0.5575199999999999
254,Pretty Vulgar,foundation-makeup,Pretty Vulgar - Cool AF Lava Water Foundation,False,False,False,True,39.0,0.0,2221554,Standard,,0,1.0,2.0,2.0,4.0,7.0,3.9,16.0,16.0,,0.6954499999999999
255,CLINIQUE,foundation-makeup,CLINIQUE - Superbalanced Silk Makeup Broad Spectrum 15,False,False,False,False,28.5,0.0,1841600,Standard,,0,19.0,13.0,18.0,46.0,81.0,3.9,177.0,177.0,0.010759731543624161,0.678828
256,MAKE UP FOR EVER,foundation-makeup,MAKE UP FOR EVER - Chromatic Mix – Oil Base,False,False,True,True,14.0,0.0,1480912,Standard,,0,3.0,2.0,1.0,7.0,32.0,4.4,45.0,45.0,0.081075,0.4843079999999999
257,Wander Beauty,foundation-makeup,Wander Beauty - Nude Illusion Liquid Foundation,False,False,True,False,40.0,0.0,2154854,Standard,,0,5.0,7.0,10.0,21.0,42.0,4.0,85.0,85.0,,0.623996
258,STELLAR,foundation-makeup,STELLAR - Limitless Foundation Customizable Set,False,False,True,True,45.0,0.0,2198711,Standard,$72.00,0,2.0,0.0,0.0,0.0,6.0,4.0,8.0,8.0,,0.35442
260,Dr. Dennis Gross Skincare,foundation-makeup,Dr. Dennis Gross Skincare - Instant Radiance Sun Defense Sunscreen Broad Spectrum SPF 40,False,False,False,False,42.0,0.0,1809235,Standard,,0,4.0,8.0,4.0,9.0,24.0,3.8,49.0,49.0,0.10522352941176472,0.6827040000000002
262,NARS,foundation-makeup,NARS - Sheer Glow Foundation Pump,False,False,False,False,6.0,0.0,1401330,Standard,,0,,,,,,,,,,
263,lilah b.,foundation-makeup,lilah b. - Marvelous Matte™ Crème Foundation,False,False,True,False,54.0,0.0,2143675,Standard,,0,3.0,0.0,4.0,5.0,17.0,4.1,29.0,29.0,,0.796296
264,DERMAdoctor,foundation-makeup,DERMAdoctor - DD Cream Dermatologically Defining BB Cream Broad Spectrum SPF 30,False,False,False,False,40.0,0.0,1548700,Standard,,0,60.0,34.0,28.0,45.0,116.0,3.4,283.0,283.0,0.07649666666666667,0.6889759999999999
267,Guerlain,foundation-makeup,Guerlain - Terracotta Skin Cream Powder Foundation,False,False,False,False,58.0,0.0,1326305,Standard,,0,4.0,6.0,13.0,30.0,108.0,4.4,161.0,161.0,0.040424218750000004,0.7263840000000001
268,Natasha Denona,foundation-makeup,Natasha Denona - Transformatte Pore Vanishing Matte Foundation,False,False,False,False,45.0,0.0,1977255,Standard,,0,16.0,9.0,7.0,6.0,32.0,3.4,70.0,70.0,,0.19375200000000004
269,Natasha Denona,foundation-makeup,Natasha Denona - Foundation X+,False,False,False,False,45.0,0.0,2206753,Standard,,0,4.0,0.0,1.0,1.0,12.0,3.9,18.0,18.0,,0.6349600000000001
270,Benefit Cosmetics,foundation-makeup,Benefit Cosmetics - ’Hello Flawless!’ Oxygen Wow Liquid Foundation,False,False,False,False,36.0,0.0,1393875,Standard,,0,226.0,196.0,193.0,339.0,773.0,3.7,1727.0,1727.0,0.02302433557476785,0.6843199999999999
271,Black Up,foundation-makeup,Black Up - Full Coverage Cream Foundation,False,False,False,True,43.5,21.75,1752443,Standard,,1,6.0,0.0,2.0,12.0,22.0,4.0,42.0,42.0,0.0,0.5598041666666665
272,MAKE UP FOR EVER,foundation-makeup,MAKE UP FOR EVER - Liquid Lift Foundation,False,False,False,True,44.0,0.0,763904,Standard,,0,9.0,6.0,12.0,31.0,82.0,4.2,140.0,140.0,0.02200684931506849,0.4623080000000001
273,lilah b.,foundation-makeup,lilah b. - Flawless Finish Foundation,False,False,True,False,48.0,0.0,1978311,Standard,,0,5.0,3.0,3.0,5.0,16.0,3.8,32.0,32.0,,0.634744
274,Pretty Vulgar,foundation-makeup,Pretty Vulgar - Bird's Nest Blurring Beauty Mousse Foundation,False,False,False,True,36.0,0.0,1950328,Standard,,0,2.0,2.0,6.0,4.0,9.0,3.7,23.0,23.0,0.0,0.48433000000000004
277,Black Up,foundation-makeup,Black Up - Matifying Fluid Foundation,False,False,False,True,41.5,20.75,1752302,Standard,,1,7.0,6.0,7.0,10.0,51.0,4.1,81.0,81.0,0.008654237288135594,0.5998479999999998
278,Lancôme,foundation-makeup,Lancôme - Bienfait Teinté Beauty Balm Sunscreen Broad Spectrum SPF 30,False,False,True,False,47.0,0.0,1509348,Standard,,0,2.0,11.0,7.0,19.0,58.0,4.2,97.0,97.0,0.1866782608695652,0.7282240000000002
281,Antonym,foundation-makeup,Antonym - Skin Esteem Organic Liquid Foundation,False,False,True,False,52.0,0.0,2016269,Standard,,0,3.0,4.0,6.0,3.0,8.0,3.4,24.0,24.0,,0.5469099999999999
282,Cinema Secrets,foundation-makeup,Cinema Secrets - Ultimate Foundation 5-in-1 Pro Palette™,False,False,True,False,40.0,0.0,1734094,Standard,,0,5.0,2.0,4.0,3.0,27.0,4.1,41.0,41.0,0.23344615384615386,0.663048
283,Dr. Jart+,foundation-makeup,Dr. Jart+ - Black Label Detox BB Beauty Balm,False,False,False,False,36.0,0.0,1422617,Standard,,0,80.0,124.0,146.0,311.0,825.0,4.1,1486.0,1486.0,0.23537603686635947,0.626976
286,Laura Mercier,foundation-makeup,Laura Mercier - Candleglow Soft Luminous Foundation,False,False,False,False,48.0,0.0,1773779,Standard,,0,58.0,57.0,52.0,82.0,204.0,3.7,453.0,453.0,0.01603448275862069,0.749388
287,Lancôme,foundation-makeup,Lancôme - Customizable Teint Idole Ultra Long Wear Foundation Set,True,False,False,False,47.0,0.0,2205631,Standard,$64.00,0,0.0,0.0,0.0,1.0,1.0,4.5,2.0,2.0,,0.8928
289,Benefit Cosmetics,foundation-makeup,Benefit Cosmetics - ’Hello Flawless!’ Powder Foundation,False,False,False,False,34.0,0.0,1311836,Standard,,0,109.0,151.0,224.0,673.0,1850.0,4.3,3007.0,3007.0,0.11298947145877378,0.6625239999999999
290,SEPHORA COLLECTION,foundation-makeup,SEPHORA COLLECTION - Matte Perfection Tinted Moisturizer,False,True,False,True,18.0,0.0,2149482,Standard,,0,,,,,,,,,,
291,Guerlain,foundation-makeup,Guerlain - L'Essentiel Natural 16H Wear Foundation SPF 20,False,True,False,False,60.0,0.0,2215036,Standard,,0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,,0.7941
292,MAKE UP FOR EVER,foundation-makeup,MAKE UP FOR EVER - Chromatic Mix – Water Base,False,False,True,True,14.0,0.0,1480821,Standard,,0,2.0,1.0,2.0,3.0,23.0,4.4,31.0,31.0,0.0,0.7030625
