1 star,2 stars,3 stars,4 stars,5 stars,avg_rating,product_id,review_count,total_ratings,target
42,61,124,365,1275,4.5,650226,1867,1867,0
22,22,50,123,419,4.4,1289511,636,636,0
8,13,28,149,478,4.6,1972793,676,676,0
38,43,64,120,390,4.2,1578285,655,655,0
25,19,27,57,220,4.2,2028082,348,348,0
20,26,63,157,241,4.1,2139780,507,507,0
38,63,83,144,276,3.9,2017507,604,604,0
3,10,8,19,48,4.1,1813906,88,88,0
5,5,19,61,359,4.7,2211092,449,449,0
23,33,46,63,262,4.2,2016707,427,427,0
0,3,2,5,27,4.5,2172799,37,37,0
10,8,7,20,104,4.3,2058642,149,149,0
6,2,3,13,28,4.1,2178788,52,52,0
2,0,4,4,11,4.0,1992395,21,21,0
1,3,3,7,24,4.3,1992437,38,38,0
5,13,35,120,393,4.6,2027670,566,566,0
29,26,34,63,184,4.0,1779982,336,336,0
6,7,6,12,31,3.9,1809698,62,62,0
16,13,13,19,69,3.9,1364785,130,130,0
23,29,67,253,1725,4.7,1790633,2097,2097,0
11,6,9,26,75,4.2,1965102,127,127,1
73,108,189,467,1235,4.3,1357250,2072,2072,0
25,22,40,67,335,4.4,1888858,489,489,0
7,11,7,6,23,3.5,2217008,54,54,0
11,8,15,36,100,4.2,1912138,170,170,0
0,10,8,13,19,3.8,2111409,50,50,0
21,5,5,14,25,3.2,2144665,70,70,1
0,1,0,1,15,4.8,2216984,17,17,0
1,1,1,3,16,4.5,2228914,22,22,0
1,0,2,3,32,4.7,2234565,38,38,0
19,35,111,615,1341,4.5,1775576,2121,2121,0
5,10,11,24,72,4.2,1897917,122,122,0
3,6,6,28,107,4.5,1779784,150,150,0
8,6,6,17,202,4.7,2059608,239,239,0
34,46,80,134,223,3.9,1972280,517,517,0
7,4,6,16,61,4.3,2089720,94,94,1
0,0,2,7,23,4.7,2191484,32,32,0
4,6,2,27,68,4.4,1197920,107,107,0
6,4,3,9,53,4.3,2124592,75,75,0
5,11,11,27,82,4.3,2063741,136,136,0
9,6,3,8,59,4.2,1915263,85,85,0
0,1,1,2,9,4.5,2196079,13,13,0
15,15,20,77,227,4.4,1931104,354,354,0
7,12,7,12,39,3.8,2071819,77,77,0
30,45,46,88,292,4.1,1901891,501,501,0
1,0,3,7,56,4.7,2156446,67,67,0
23,17,21,26,169,4.2,2027555,256,256,0
0,0,0,1,10,4.9,2246122,11,11,0
1,2,8,7,75,4.6,2182210,93,93,0
0,0,3,3,13,4.5,2222818,19,19,0
3,5,7,11,25,4.0,1817402,51,51,0
13,10,18,33,249,4.5,1877174,323,323,0
6,6,9,15,61,4.2,1697184,97,97,0
3,5,10,19,58,4.3,1915321,95,95,0
79,111,198,608,1594,4.4,108829,2590,2590,0
20,30,57,68,136,3.9,2032753,311,311,0
39,50,37,54,188,3.8,1677731,368,368,0
18,37,57,124,293,4.2,1644327,529,529,0
4,7,10,17,95,4.4,2027522,133,133,0
1,3,3,7,13,4.0,1844612,27,27,0
16,18,27,67,280,4.4,2101012,408,408,0
7,8,13,16,53,4.0,1926427,97,97,0
0,0,4,2,32,4.7,1927748,38,38,0
96,113,84,149,245,3.5,1894377,687,687,0
2,2,2,4,13,4.0,1813930,23,23,1
3,3,7,10,21,4.0,2042042,44,44,0
6,4,14,30,182,4.6,1973163,236,236,0
0,1,0,1,18,4.8,2121200,20,20,0
83,99,83,165,275,3.6,1902014,705,705,0
17,17,12,40,94,4.0,1902246,180,180,1
236,192,163,182,379,3.2,1644855,1152,1152,0
1,0,0,4,65,4.9,1910314,70,70,0
3,0,1,1,10,4.0,2207199,15,15,0
34,30,33,23,81,3.4,2028272,201,201,0
16,9,9,42,165,4.4,1934645,241,241,0
0,0,0,1,3,4.8,2222842,4,4,0
1,1,2,4,17,4.4,2071850,25,25,0
0,0,1,3,22,4.8,2147114,26,26,0
5,10,5,10,46,4.1,2047371,76,76,0
6,5,7,16,99,4.5,1875210,133,133,0
9,19,17,50,100,4.1,2017499,195,195,0
56,58,41,81,282,3.9,2077543,518,518,0
0,1,0,2,45,4.9,1955186,48,48,0
2,2,5,8,61,4.6,2102382,78,78,0
1,4,5,12,50,4.5,1935469,72,72,0
4,8,36,101,176,4.3,2199909,325,325,0
3,4,4,6,35,4.3,2140648,52,52,0
28,72,142,167,85,3.4,2185924,494,494,0
6,2,5,11,77,4.5,2041887,101,101,0
5,8,4,6,48,4.2,2199883,71,71,0
1,3,7,15,71,4.6,1862549,97,97,0
3,0,2,1,5,3.5,2222826,11,11,0
4,1,4,16,81,4.6,1845338,106,106,0
0,0,0,5,11,4.7,1987197,16,16,0
1,0,0,0,7,4.5,2229599,8,8,0
7,0,1,4,14,3.7,2089761,26,26,1
5,8,15,22,64,4.2,2083129,114,114,0
42,15,9,18,41,3.0,1858364,125,125,1
11,8,4,7,12,3.0,2059954,42,42,1
12,5,8,24,74,4.2,1942275,123,123,0
4,6,19,20,55,4.1,2067858,104,104,0
2,1,0,3,4,3.6,2079531,10,10,0
3,7,3,2,17,3.7,2112241,32,32,0
0,1,2,5,20,4.6,1978477,28,28,0
34,43,79,158,416,4.2,1341098,730,730,0
1,2,2,4,23,4.4,1844182,32,32,0
1,2,2,4,8,3.9,2174977,17,17,0
0,0,0,1,11,4.9,1949478,12,12,0
0,1,3,9,12,4.3,2019552,25,25,0
38,35,13,22,41,3.0,1961051,149,149,0
2,2,2,7,36,4.5,2034734,49,49,0
2,2,3,5,11,3.9,2004992,23,23,0
2,0,2,3,16,4.3,1875277,23,23,0
1,3,8,17,86,4.6,2070092,115,115,0
25,32,13,21,65,3.4,2072916,156,156,0
3,4,0,2,10,3.6,1826072,19,19,0
2,3,3,12,37,4.4,1896976,57,57,0
2,5,6,6,25,4.1,1896968,44,44,0
3,1,2,8,18,4.2,1920594,32,32,0
1,1,1,0,2,3.2,2131274,5,5,0
20,25,24,70,228,4.3,1009109,367,367,0
2,2,1,2,1,2.8,2230514,8,8,0
1,6,1,2,9,3.6,1977529,19,19,0
2,3,4,4,4,3.3,1996396,17,17,0
12,23,29,52,137,4.1,2071876,253,253,0
0,0,0,1,2,4.7,2042687,3,3,0
0,0,0,3,4,4.6,2145308,7,7,0
11,14,3,15,44,3.8,1911072,87,87,0
3,0,1,0,1,2.2,1908581,5,5,1
6,1,1,6,19,3.9,2130433,33,33,0
0,2,5,11,37,4.5,2043727,55,55,0
1,1,0,0,3,3.6,2186096,5,5,0
1,0,0,0,2,3.7,2143311,3,3,0
7,6,9,14,85,4.4,1697226,121,121,0
2,3,0,1,10,3.9,1972314,16,16,0
0,0,0,1,2,4.7,1927987,3,3,0
3,1,0,0,2,2.5,2082550,6,6,0
461,604,877,2183,6941,4.3,2172310,11066,11066,0
62,92,118,230,819,4.3,1925577,1321,1321,0
98,104,148,342,1460,4.4,2223089,2152,2152,0
63,112,156,298,729,4.1,1925841,1358,1358,0
196,220,264,484,1374,4.0,1713155,2538,2538,0
2,4,8,18,84,4.5,2115939,116,116,0
48,97,106,250,655,4.2,1587435,1156,1156,0
1,1,2,8,64,4.8,2201226,76,76,0
63,77,148,605,2468,4.6,1164771,3361,3361,0
8,3,6,16,70,4.3,1848548,103,103,0
85,113,157,331,661,4.0,1629500,1347,1347,0
17,10,7,22,95,4.1,2221893,151,151,0
6,25,20,94,506,4.6,1697275,651,651,0
3,8,13,31,56,4.2,2115954,111,111,0
9,9,12,58,195,4.5,1636828,283,283,0
19,6,10,26,69,3.9,2187847,130,130,0
123,177,271,540,1224,4.1,1615186,2335,2335,0
8,13,28,149,478,4.6,1972793,676,676,0
5,11,30,59,209,4.5,1994789,314,314,0
176,157,205,333,507,3.6,1734730,1378,1378,0
1,3,3,7,24,4.3,1992437,38,38,0
1,1,0,4,26,4.7,1941202,32,32,0
21,22,25,45,87,3.8,1674738,200,200,0
3,6,6,28,107,4.5,1779784,150,150,0
1,1,9,8,16,4.1,1665660,35,35,0
18,37,57,124,293,4.2,1644327,529,529,0
7,8,13,16,53,4.0,1926427,97,97,0
0,0,4,2,32,4.7,1927748,38,38,0
3,6,4,10,18,3.8,1752476,41,41,1
3,0,0,3,8,3.9,1926500,14,14,0
14,23,28,70,279,4.4,1651603,414,414,0
3,6,5,24,124,4.6,2034908,162,162,0
5,10,5,10,46,4.1,2047371,76,76,0
1,1,2,1,8,4.1,1953157,13,13,0
34,43,79,158,416,4.2,1341098,730,730,0
14,22,15,14,23,3.1,1671924,88,88,0
5,3,5,11,31,4.1,1792464,55,55,0
62,92,118,230,819,4.3,1925577,1321,1321,0
11,10,8,37,211,4.5,1661461,277,277,0
111,119,165,357,984,4.1,2037596,1736,1736,0
465,304,303,507,1309,3.7,1669027,2888,2888,0
72,67,89,216,588,4.1,1776129,1032,1032,0
55,61,89,317,811,4.3,1317650,1333,1333,0
22,14,14,24,63,3.7,1350024,137,137,0
70,64,83,255,932,4.4,1098821,1404,1404,0
12,11,34,96,302,4.5,549170,455,455,0
38,43,64,120,390,4.2,1578285,655,655,0
81,87,109,205,346,3.8,1735349,828,828,0
1,3,3,5,13,4.0,2034775,25,25,0
41,58,151,203,306,3.9,2169894,759,759,0
49,46,65,99,187,3.7,1783554,446,446,0
8,3,8,21,42,4.0,1835503,82,82,0
10,8,6,20,100,4.3,1359876,144,144,0
5,5,9,8,29,3.9,1861897,56,56,0
22,14,14,24,63,3.7,1350016,137,137,0
40,28,17,43,134,3.8,1789999,262,262,0
54,63,74,119,214,3.7,873455,524,524,0
1,1,9,8,16,4.1,1665660,35,35,0
17,22,17,12,86,3.8,1773332,154,154,0
51,49,55,98,182,3.7,1776459,435,435,0
1,3,1,2,8,3.9,1798412,15,15,0
4,2,0,12,18,4.1,2139574,36,36,0
6,2,3,4,20,3.9,1866318,35,35,0
4,4,8,10,48,4.3,1792951,74,74,0
6,3,2,5,43,4.3,1726405,59,59,0
5,6,9,11,35,4.0,1776236,66,66,0
15,11,11,24,47,3.7,1779446,108,108,0
5,6,4,8,10,3.4,1751916,33,33,1
11,14,11,24,69,4.0,1732221,129,129,0
1,0,0,0,2,3.7,1975119,3,3,0
1,5,0,1,4,3.2,1948298,11,11,0
2,2,1,3,13,4.1,1719780,21,21,0
0,0,2,0,5,4.4,2012037,7,7,1
4,2,1,6,22,4.1,1901479,35,35,0
63,112,156,298,729,4.1,1925841,1358,1358,0
0,1,0,2,10,4.6,2239358,13,13,0
2,4,8,18,84,4.5,2115939,116,116,0
4,4,3,10,18,3.9,2162774,39,39,0
2,13,23,132,477,4.7,2224954,647,647,0
1,1,2,8,64,4.8,2201226,76,76,0
28,32,86,289,1337,4.6,1890615,1772,1772,0
9,18,32,85,642,4.7,1993948,786,786,0
26,26,34,84,300,4.3,2055986,470,470,0
2,4,6,6,17,3.9,1958859,35,35,0
0,0,0,3,39,4.9,2191773,42,42,0
6,2,0,3,6,3.1,2106201,17,17,0
43,28,41,88,380,4.3,2009512,580,580,0
1,1,9,8,16,4.1,1665660,35,35,0
7,8,13,16,53,4.0,1926427,97,97,0
2,0,0,0,6,4.0,2198711,8,8,0
9,13,15,30,84,4.1,1956796,151,151,0
0,0,0,0,2,5.0,2098465,2,2,0
4,6,19,20,55,4.1,2067858,104,104,0
0,1,2,5,20,4.6,1978477,28,28,0
5,6,4,8,10,3.4,1751916,33,33,1
2,3,4,4,4,3.3,1996396,17,17,0
0,0,1,0,1,4.0,2006252,2,2,0
0,0,0,1,1,4.5,2205631,2,2,0
0,0,2,0,5,4.4,2012037,7,7,1
4,6,12,24,154,4.6,2015980,200,200,0
10,22,29,34,104,4.0,2218790,199,199,0
199,226,332,827,2819,4.3,2137230,4403,4403,0
9,7,18,34,142,4.4,2230274,210,210,0
26,19,39,78,198,4.1,2221869,360,360,0
19,7,12,6,13,2.8,2191963,57,57,0
2,6,9,17,92,4.5,2157683,126,126,0
11,17,17,23,88,4.0,1839554,156,156,1
24,30,48,141,451,4.4,2033454,694,694,0
5,22,73,499,1731,4.7,1935659,2330,2330,0
10,25,55,132,473,4.5,2207355,695,695,0
4,6,11,20,95,4.4,2191435,136,136,0
46,56,93,234,831,4.4,2252096,1260,1260,0
2,5,6,6,21,4.0,2191880,40,40,0
9,18,32,85,642,4.7,1993948,786,786,0
14,19,28,47,179,4.2,2150589,287,287,0
3,7,15,20,79,4.3,2118982,124,124,0
19,10,12,21,54,3.7,2076313,116,116,0
0,0,0,0,1,5.0,2274249,1,1,0
8,12,13,19,95,4.2,2070076,147,147,0
16,14,28,67,207,4.3,1719244,332,332,0
11,5,11,13,96,4.3,1875046,136,136,0
7,10,13,33,113,4.3,2028884,176,176,0
1,7,8,9,49,4.3,1933308,74,74,0
0,0,0,1,2,4.7,2250215,3,3,0
3,7,15,20,79,4.3,2118982,124,124,0
1,0,3,5,25,4.6,2097806,34,34,0
12,8,14,35,193,4.5,2112704,262,262,0
12,14,38,84,222,4.3,1941517,370,370,0
27,20,47,73,494,4.5,2219079,661,661,0
6,8,6,32,87,4.3,1776806,139,139,0
2,3,2,8,63,4.6,2170108,78,78,0
1,0,1,3,26,4.7,2119790,31,31,0
0,0,0,2,13,4.9,2084234,15,15,0
4,7,10,24,91,4.4,2137222,136,136,0
26,31,49,96,216,4.1,1582741,418,418,1
30,28,28,107,301,4.3,1631951,494,494,0
0,0,0,1,21,5.0,2159168,22,22,0
1,1,9,8,16,4.1,1665660,35,35,0
0,0,0,5,8,4.6,2230472,13,13,0
0,1,0,0,5,4.5,1978360,6,6,0
12,17,26,31,150,4.2,1784438,236,236,0
0,4,0,2,6,3.8,2261790,12,12,0
0,3,0,2,7,4.1,2187144,12,12,0
4,4,5,6,12,3.6,1907849,31,31,0
1,0,2,2,0,3.0,2101897,5,5,0
0,0,0,5,11,4.7,1987197,16,16,0
7,3,7,6,24,3.8,1876119,47,47,0
0,0,2,0,10,4.7,2115319,12,12,0
5,15,9,16,53,4.0,1505163,98,98,0
8,4,6,16,58,4.2,1627421,92,92,0
0,1,0,3,4,4.3,1977537,8,8,0
1766,1742,1772,2479,6783,3.7,1533439,14542,14542,0
1121,1035,1336,2707,8913,4.1,1343938,15112,15112,0
11,27,46,80,286,4.3,2063410,450,450,0
525,431,506,838,1919,3.8,2031649,4219,4219,0
411,377,432,918,3256,4.2,1665082,5394,5394,0
364,401,575,973,2364,4.0,2062412,4677,4677,0
150,163,213,334,704,3.8,1689744,1564,1564,0
331,309,504,1639,3536,4.2,1758184,6319,6319,0
931,544,359,502,992,3.0,1809193,3328,3328,0
125,144,290,667,1986,4.3,137471,3212,3212,0
366,431,510,1149,3698,4.2,862417,6154,6154,0
256,275,270,465,1480,4.0,1635770,2746,2746,0
127,121,151,201,540,3.8,1789635,1140,1140,0
375,244,232,662,2326,4.1,692467,3839,3839,0
137,138,181,460,1200,4.2,2087666,2116,2116,0
122,120,182,539,1541,4.3,711267,2504,2504,0
171,118,141,157,719,3.9,1868215,1306,1306,0
90,107,138,395,1321,4.3,2085231,2051,2051,0
322,285,258,453,1385,3.8,1197458,2703,2703,0
283,247,270,431,1428,3.9,838763,2659,2659,0
35,45,65,138,606,4.4,764183,889,889,0
2,8,26,69,110,4.3,2217933,215,215,0
21,22,30,55,297,4.4,1562024,425,425,0
159,166,148,308,1133,4.1,1520329,1914,1914,0
191,117,125,223,668,3.8,1495183,1324,1324,0
140,124,221,422,471,3.7,2214849,1378,1378,0
41,38,54,100,342,4.2,1540293,575,575,0
133,167,208,460,1634,4.3,1107051,2602,2602,0
80,55,65,84,204,3.6,1834167,488,488,0
95,74,68,116,455,3.9,1711332,808,808,0
252,191,207,385,810,3.7,1001775,1845,1845,0
33,31,29,59,155,3.9,1487180,307,307,0
411,377,432,918,3256,4.2,1728492,5394,5394,0
3,8,9,51,116,4.4,2038602,187,187,0
46,37,92,216,575,4.3,2056463,966,966,0
1121,1035,1336,2707,8913,4.1,1395482,15112,15112,0
84,75,58,61,169,3.3,2090090,447,447,0
65,53,59,152,506,4.2,1325653,835,835,0
17,6,7,8,64,3.9,1067792,102,102,0
31,30,41,127,469,4.4,55780,698,698,0
114,117,110,141,286,3.5,1357664,768,768,0
75,61,70,146,429,4.0,1907591,781,781,0
112,96,103,205,695,4.1,1787134,1211,1211,0
489,498,675,1351,3302,4.0,713941,6315,6315,0
63,48,52,110,276,3.9,1254606,549,549,0
254,222,276,536,1812,4.1,987651,3100,3100,0
525,431,506,838,1919,3.8,2031813,4219,4219,0
33,34,42,49,176,3.9,1666676,334,334,0
16,3,5,11,59,4.0,1499615,94,94,0
11,11,9,24,132,4.4,1533306,187,187,0
18,18,15,32,104,4.0,1956184,187,187,0
39,41,53,109,472,4.3,1473503,714,714,0
15,15,73,142,217,4.1,1956465,462,462,0
46,65,97,296,1075,4.4,2085223,1579,1579,0
74,53,54,84,130,3.4,2203826,395,395,0
9,4,9,7,71,4.3,2205714,100,100,0
38,34,39,92,290,4.1,724294,493,493,0
9,13,10,13,34,3.6,2138816,79,79,0
30,17,17,22,92,3.7,1593730,178,178,0
108,94,108,221,580,4.0,1315902,1111,1111,0
191,152,169,300,696,3.8,1078138,1508,1508,0
119,85,79,122,296,3.6,1821016,701,701,0
5,6,11,23,82,4.3,1666023,127,127,0
2,3,3,0,17,4.1,2200079,25,25,0
448,182,165,303,653,3.3,1357813,1751,1751,0
21,37,130,317,472,4.2,2216711,977,977,0
21,15,22,46,158,4.2,2211951,262,262,0
8,32,102,244,328,4.2,2235950,714,714,0
8,10,13,18,112,4.3,1464544,161,161,0
9,17,29,33,117,4.1,1668870,205,205,0
21,22,12,18,84,3.8,1858687,157,157,0
8,11,7,12,37,3.8,2156420,75,75,0
60,58,60,112,326,4.0,1641265,616,616,0
85,38,48,87,201,3.6,1440486,459,459,0
7,3,5,10,40,4.1,1666007,65,65,0
46,50,80,158,349,4.0,502641,683,683,0
49,33,34,78,286,4.1,1831395,480,480,0
3,2,2,3,17,4.1,2203198,27,27,0
152,182,207,484,1545,4.2,1097229,2570,2570,0
4,8,14,18,43,4.0,2012615,87,87,0
82,52,56,87,282,3.8,1130822,559,559,0
43,26,18,36,93,3.5,1785005,216,216,0
25,28,27,87,266,4.2,1265800,433,433,0
88,48,76,127,408,4.0,1162635,747,747,0
34,32,47,63,194,3.9,834028,370,370,0
6,4,14,13,74,4.3,1638337,111,111,0
10,8,8,4,18,3.3,2102556,48,48,0
29,28,50,94,252,4.1,1840636,453,453,0
51,30,20,21,38,2.8,2214799,160,160,0
80,80,32,61,143,3.3,1780667,396,396,0
42,51,57,100,375,4.1,1442607,625,625,0
19,31,31,64,116,3.9,1711654,261,261,0
82,196,453,806,1067,4.0,2201846,2604,2604,0
5,4,8,18,61,4.3,1386879,96,96,0
1,3,4,3,19,4.2,1987478,30,30,0
1,1,3,1,4,3.6,2243905,10,10,0
125,144,290,667,1986,4.3,2111201,3212,3212,0
90,52,57,105,289,3.8,1613322,593,593,0
8,2,7,4,32,3.9,1586080,53,53,0
5,7,6,10,14,3.5,2076347,42,42,0
1,3,5,7,17,4.1,1669035,33,33,0
103,97,102,127,274,3.5,1534338,703,703,0
6,3,15,37,97,4.4,1857879,158,158,0
102,44,29,36,78,2.8,1586072,289,289,0
8,11,7,9,57,4.0,1816438,92,92,0
7,10,6,5,16,3.3,2050359,44,44,0
4,2,1,2,20,4.1,1731678,29,29,0
489,498,675,1351,3302,4.0,1040666,6315,6315,0
45,35,24,46,131,3.7,1781285,281,281,0
2,2,0,2,17,4.3,1936814,23,23,0
33,23,29,36,60,3.4,1959139,181,181,0
7,6,2,8,22,3.7,1648468,45,45,0
18,12,10,18,47,3.6,1504984,105,105,0
1,1,3,3,10,4.1,1673383,18,18,0
19,7,8,5,15,2.8,2185635,54,54,0
6,3,6,13,38,4.1,2136349,66,66,0
173,119,103,218,505,3.7,1164656,1118,1118,0
27,15,12,34,201,4.3,1856772,289,289,0
55,18,6,16,31,2.6,1968247,126,126,0
1,2,0,1,7,4.0,1987486,11,11,0
1,0,0,0,2,3.7,2226819,3,3,0
27,10,19,23,87,3.8,1589159,166,166,0
8,7,6,10,26,3.7,1813229,57,57,0
10,5,3,2,7,2.7,1959147,27,27,0
1,3,0,0,0,1.8,1993690,4,4,0
1,6,8,3,18,3.9,1903509,36,36,0
156,77,48,78,150,3.0,1501295,509,509,0
28,25,35,93,362,4.4,1216951,543,543,0
7,22,75,180,123,4.0,1968437,407,407,0
1310,1132,1347,2406,10545,4.2,1177567,16740,16740,0
303,252,397,1079,4632,4.4,1501311,6663,6663,0
502,472,629,1565,7157,4.4,1221084,10325,10325,0
607,678,990,2848,10250,4.4,1971522,15373,15373,0
320,303,452,1368,3637,4.3,1118033,6080,6080,0
54,53,52,92,451,4.2,2098655,702,702,0
246,193,222,589,1440,4.0,1473743,2690,2690,0
0,0,0,0,2,5.0,2245942,2,2,0
277,239,185,220,1074,3.8,2094258,1995,1995,0
141,158,186,374,1601,4.3,1287408,2460,2460,0
107,90,93,140,335,3.7,1621523,765,765,0
26,32,24,30,42,3.2,2225845,154,154,0
211,169,157,433,977,3.9,2100972,1947,1947,0
109,78,76,121,412,3.8,1799048,796,796,0
113,117,168,620,1723,4.4,1642081,2741,2741,0
40,50,79,133,616,4.3,1827062,918,918,0
183,145,152,206,426,3.5,1551902,1112,1112,0
53,43,65,119,264,3.9,1394519,544,544,0
76,64,77,132,374,3.9,1698695,723,723,0
43,44,85,378,1662,4.6,2234730,2212,2212,0
25,38,46,106,628,4.5,1711639,843,843,0
277,222,248,448,1698,4.1,1585819,2893,2893,0
64,82,86,178,693,4.2,1505213,1103,1103,0
49,50,100,313,696,4.3,2181238,1208,1208,0
15,15,17,17,104,4.1,1587674,168,168,0
7,13,19,33,140,4.3,2072437,212,212,0
18,12,18,45,159,4.3,1648633,252,252,0
159,86,36,39,64,2.4,2089811,384,384,0
47,52,66,210,958,4.5,136952,1333,1333,0
33,32,40,78,293,4.2,1877505,476,476,0
36,27,38,43,308,4.2,1961069,452,452,0
21,20,23,18,139,4.1,2053833,221,221,0
7,4,7,8,29,3.9,2115558,55,55,0
74,65,121,342,903,4.3,203448,1505,1505,0
0,0,0,0,1,5.0,2266732,1,1,0
9,16,23,25,49,3.7,2144632,122,122,1
9,12,15,12,121,4.3,1987635,169,169,0
11,10,11,28,58,3.9,1837327,118,118,1
0,0,0,1,1,4.5,2264414,2,2,0
19,19,25,33,65,3.7,1911700,161,161,0
22,18,62,262,514,4.4,2191849,878,878,0
14,15,14,19,63,3.8,2117919,125,125,0
9,2,6,8,42,4.1,2050243,67,67,0
18,23,12,18,110,4.0,2005593,181,181,0
69,59,89,191,625,4.2,1370766,1033,1033,0
43,44,85,378,1662,4.6,2234730,2212,2212,0
164,136,252,689,1843,4.3,1296284,3084,3084,0
3,2,12,16,74,4.5,2135879,107,107,0
26,25,35,86,343,4.3,838821,515,515,0
21,19,17,28,139,4.1,2061133,224,224,0
26,24,27,49,266,4.3,1323203,392,392,0
11,9,12,35,87,4.2,1900984,154,154,0
109,63,50,67,184,3.3,1744283,473,473,0
69,44,60,101,180,3.6,1474097,454,454,0
1,3,5,8,47,4.5,2135655,64,64,0
3,13,43,220,569,4.6,2098598,848,848,0
0,0,0,0,1,5.0,2274298,1,1,0
34,48,29,28,133,3.7,2089688,272,272,0
1,2,5,1,17,4.2,2203206,26,26,0
13,9,13,24,83,4.1,1900976,142,142,0
0,0,1,0,6,4.7,2235745,7,7,0
2,6,8,5,26,4.0,2179083,47,47,0
112,114,131,312,1005,4.2,1961093,1674,1674,0
9,14,14,33,180,4.4,2140788,250,250,0
62,30,48,99,232,3.9,1662071,471,471,0
1,1,1,1,6,4.0,2083236,10,10,0
0,0,0,1,5,4.8,2149417,6,6,0
33,22,43,41,92,3.6,1670892,231,231,1
28,24,26,75,171,4.0,1916519,324,324,0
100,78,70,245,633,4.1,1727494,1126,1126,0
5,8,7,9,42,4.1,1990647,71,71,0
11,10,20,28,122,4.3,1949866,191,191,0
18,17,19,27,90,3.9,2181220,171,171,0
31,36,51,150,428,4.3,1531532,696,696,0
102,69,38,78,209,3.4,2089670,496,496,0
150,137,173,236,558,3.7,1673748,1254,1254,0
1,0,2,3,22,4.6,2208486,28,28,0
18,9,17,17,66,3.8,1386895,127,127,0
9,8,7,16,57,4.1,1533819,97,97,0
0,2,2,9,21,4.4,2083459,34,34,0
20,4,12,24,50,3.7,1576487,110,110,0
38,22,36,21,67,3.3,1858653,184,184,0
41,8,6,0,5,1.7,1869098,60,60,1
3,0,1,3,15,4.2,2131670,22,22,0
0,2,4,2,14,4.3,2102457,22,22,0
2,3,2,6,27,4.3,1672765,40,40,0
3,2,6,3,18,4.0,2102549,32,32,0
71,83,133,343,1173,4.4,756593,1803,1803,0
4,7,3,6,29,4.0,1727205,49,49,0
9,6,5,6,23,3.6,1648385,49,49,0
119,85,102,254,802,4.1,1344274,1362,1362,0
45,37,28,48,114,3.5,1994375,272,272,0
0,0,2,0,0,3.0,2225357,2,2,0
2,2,0,2,12,4.1,1841782,18,18,0
16,12,18,15,46,3.6,2060556,107,107,0
16,5,8,2,27,3.3,1689793,58,58,0
9,9,11,19,88,4.2,1230432,136,136,0
19,20,17,41,212,4.3,1112564,309,309,0
6,11,11,32,88,4.3,889840,148,148,0
7,8,6,18,48,4.1,1932821,87,87,0
45,34,41,31,110,3.5,1703768,261,261,0
16,9,1,9,31,3.5,1892983,66,66,0
3,6,10,21,45,4.2,1998855,85,85,1
2,3,1,0,20,4.3,1927789,26,26,0
1,1,0,2,7,4.2,2143477,11,11,0
9,6,5,9,24,3.6,1785021,53,53,0
2,3,4,0,4,3.1,1795103,13,13,0
39,23,40,48,121,3.7,1433945,271,271,0
1592,843,536,592,1039,2.7,1719731,4602,4602,0
7,8,5,9,14,3.3,1820414,43,43,0
65,30,17,9,20,2.2,1869072,141,141,1
58,23,12,16,47,2.8,1711357,156,156,1
14,8,7,14,37,3.7,1370543,80,80,0
18,11,8,25,89,4.0,1575265,151,151,0
4,1,0,0,5,3.1,1909696,10,10,0
1,3,3,1,11,3.9,1876234,19,19,1
4,2,2,4,13,3.8,1949833,25,25,0
7,3,3,8,23,3.8,2054914,44,44,0
16,13,10,6,16,2.9,2143865,61,61,0
1,1,1,0,7,4.1,2229417,10,10,0
23,17,12,68,178,4.2,861690,298,298,0
7,0,1,0,3,2.3,2216729,11,11,0
0,0,0,1,5,4.8,1771104,6,6,0
4,3,1,2,17,3.9,1836105,27,27,0
11,10,8,12,21,3.4,2041747,62,62,0
1,0,0,4,8,4.4,1993732,13,13,0
0,0,0,1,2,4.7,2145324,3,3,0
2,7,2,6,21,4.0,1840537,38,38,0
3,4,3,2,3,2.9,2122935,15,15,0
1,2,0,4,10,4.2,1936798,17,17,0
8,6,5,16,25,3.7,1656917,60,60,0
2,2,3,1,5,3.4,1977578,13,13,0
1,1,2,3,11,4.2,1575588,18,18,0
1,2,1,1,4,3.6,1936731,9,9,0
0,0,1,0,6,4.7,2043693,7,7,0
29,7,3,2,6,1.9,2226793,47,47,0
1,4,1,1,4,3.3,1821875,11,11,0
3,2,2,2,4,3.2,1901370,13,13,0
26,14,4,8,26,2.9,1797661,78,78,0
8,6,6,5,8,3.0,2145514,33,33,0
1,1,1,1,4,3.8,1865245,8,8,0
0,0,0,0,5,5.0,1672773,5,5,0
2,0,1,2,4,3.7,1927771,9,9,0
4,1,2,4,41,4.5,1797752,52,52,0
0,0,1,0,2,4.3,1967538,3,3,0
439,575,1032,2576,9583,4.4,1056084,14205,14205,0
153,173,304,880,2903,4.4,2080224,4413,4413,0
44,53,208,1095,2975,4.6,2217479,4375,4375,0
132,172,386,1429,7991,4.7,1578699,10110,10110,0
254,299,379,589,1750,4.0,1790534,3271,3271,0
55,89,109,226,871,4.3,2217511,1350,1350,0
103,141,322,990,1826,4.3,1317395,3382,3382,0
120,121,183,621,2524,4.5,1012855,3569,3569,0
